# ALPHA = 0.05
# NUMBER_OF_TESTS = 84

# _SET1_  VARIABLE = L4_RORB_dev-fetal (set)
# _SET1_  NGENES = 1290
# _SET1_  P-VALUE = 7.70431e-05
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   ENSG00000272944     2  222402226  222449174     84      16  313467       1.3358     0.025217    4.4409e-16       1.3358
_SET1_   ENSG00000234193     2  223772105  223819081    129      14  313467      0.59327      0.12093    4.4409e-16      0.59327
_SET1_   ENSG00000228802     2  224820418  224867423    138      21  313467      -1.5628      0.82256    4.4409e-16      -1.5628
_SET1_   ENSG00000232784     2  226229426  226275304     78      15  313467       3.5778   1.5074e-05    4.4409e-16       3.5778
_SET1_   ENSG00000232328     2  237607025  237673006    219      18  313467      0.58128      0.12541    4.4409e-16      0.58128
_SET1_   ENSG00000227479     2  241156977  241230452    348      32  313467      0.35155      0.15213    3.8858e-16      0.35155
_SET1_   ENSG00000223374     2  242280755  242327519     97      16  313467      -1.4607       0.8122    4.4409e-16      -1.4607
_SET1_   ENSG00000273113     2  242486337  242532141    132      22  313467     -0.96625      0.63137    4.4409e-16     -0.96625
_SET1_   ENSG00000227588     3    2142093    2220925    315      44  313467      -1.2961      0.74548    4.4409e-16      -1.2961
_SET1_   ENSG00000237990     3    3070717    3137829    225      45  313467       -1.468      0.79549    4.4409e-16       -1.468
_SET1_   ENSG00000235947     3    4780876    4828274    174      31  313467      0.46887      0.14313    3.8858e-16      0.46887
_SET1_   ENSG00000226258     3    6663376    6882136    933      54  313467     -0.37009      0.29425    3.8858e-16     -0.37009
_SET1_   ENSG00000236202     3    7551428    7637020    297      23  313467      0.63173     0.091581    4.4409e-16      0.63173
_SET1_   ENSG00000270207     3    7638577    7684584    166      15  313467     -0.11497      0.31088    3.8858e-16     -0.11497
_SET1_   ENSG00000228723     3    9199177    9246137    104      17  313467      0.36647      0.16041    3.8858e-16      0.36647
_SET1_   ENSG00000227929     3    9223579    9269771    121      28  313467       1.2807      0.02797    4.4409e-16       1.2807
_SET1_   ENSG00000271716     3   11613658   11662222    231      19  313467     -0.79561      0.58726    4.4409e-16     -0.79561
_SET1_   ENSG00000272263     3   12863718   12909227    163      12  313467    -0.098288      0.33347    3.8858e-16    -0.098288
_SET1_   ENSG00000244502     3   13508482   13556553    122      27  313467     -0.44909      0.44666    3.8858e-16     -0.44909
_SET1_   ENSG00000224074     3   24127760   24179729    116      16  313467    -0.085983      0.30626    3.8858e-16    -0.085983
_SET1_   ENSG00000227498     3   34556310   34620372    156      24  313467      0.57472      0.12135    4.4409e-16      0.57472
_SET1_   ENSG00000230830     3   35681689   35728453    101      14  313467       5.3111   1.6085e-09             0       5.3111
_SET1_   ENSG00000272334     3   37004608   37050163     75       7  313467     -0.56082      0.49463    4.4409e-16     -0.56082
_SET1_   ENSG00000272452     3   40472957   40520078    101       5  313467     -0.58293      0.53341    4.4409e-16     -0.58293
