# TOTAL_GENES = 30982
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
MGE_dev-1                 SET    1081      0.11929     0.021891     0.054699     0.014601
MGE_dev-2                 SET    1138      0.10214     0.019212     0.051713     0.024135
Micro                     SET     613      0.10561     0.014708      0.07094      0.06829
Micro_out                 SET     457       0.1005     0.012116     0.082983      0.11294
Oligo_mat                 SET     715      0.14359     0.021561     0.066624     0.015577
Oligo-1                   SET     700     0.092089     0.013685     0.066061     0.081665
Oligo-2                   SET     731     0.090353     0.013714     0.065653     0.084383
Oligo-3                   SET     575      0.13089     0.017665     0.072583     0.035677
Oligo-4                   SET     614     0.097655     0.013611     0.070645      0.08344
Oligo-5                   SET     682     0.020697    0.0030369     0.067057      0.37879
OPC                       SET     912     0.082631     0.013967     0.059587      0.08277
OPC_dev                   SET     999     0.072005      0.01272     0.055392     0.096821
OPC_MBP                   SET     835     0.089493     0.014493      0.06082     0.070594
PN_dev                    SET    1406      0.10487     0.021829     0.047457     0.013562
PV_dev                    SET     955    -0.021401    -0.003699     0.057584      0.64492
PV_SCUBE3                 SET    1017      0.17516      0.03121     0.055709   0.00083392
PV_SCUBE3_dev             SET     906     0.089258     0.015039     0.058012     0.061958
PV_SST                    SET    1018     0.033271    0.0059312      0.05501      0.27265
PV_SULF1                  SET     997     0.055384    0.0097742     0.055598      0.15959
PV_SULF1_dev              SET     937     0.035851    0.0061397      0.05827       0.2692
PV_WFDC2                  SET    1064     0.038694    0.0070466     0.055156      0.24149
SST_ADGRG6                SET     939     0.064372     0.011036     0.057868      0.13299
SST_ADGRG6_dev            SET    1045     0.025143    0.0045391     0.054749      0.32304
SST_B3GAT2                SET     962     0.066012      0.01145     0.057504       0.1255
SST_BRINP3                SET     926     0.019233     0.003275     0.057853      0.36978
SST_CALB1                 SET     960    -0.028003   -0.0048524     0.056934      0.68858
SST_CALB1_dev             SET     987     0.015556    0.0027319      0.05821      0.39465
SST_NPY                   SET     828     0.015497    0.0024993     0.060255      0.39852
SST_STK32A                SET     950    -0.023863   -0.0041141     0.058212      0.65907
SST_TH                    SET     856    0.0078004    0.0012786     0.059833      0.44814
Vas_CLDN5                 SET     385     0.098589     0.010922     0.090922      0.13912
Vas_PDGFRB                SET     460      0.21795      0.02636     0.082779    0.0042356
Vas_TBX18                 SET     663      0.13601     0.019683     0.069422     0.025053
VIP_ABI3BP                SET    1039     0.036203    0.0065177     0.054592      0.25362
VIP_ADAMTSL1              SET    1092    -0.027455   -0.0050628     0.053342      0.69661
VIP_CHRM2                 SET    1169     0.043693    0.0083257      0.05328      0.20609
VIP_CRH                   SET    1144     0.032487    0.0061265      0.05265      0.26861
VIP_dev                   SET     976     0.043792    0.0076493      0.05617      0.21781
VIP_DPP6                  SET    1134    -0.030398   -0.0057084     0.053115      0.71644
VIP_HS3ST3A1              SET    1081    -0.069313     -0.01272     0.055979      0.89217
VIP_KIRREL3               SET    1099   0.00025702   4.7541e-05     0.054471      0.49812
VIP_PCDH20                SET     875      0.18711     0.030997     0.059189   0.00078676
