# MEAN_SAMPLE_SIZE = 46350
# TOTAL_GENES = 31977
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
L2-3_CUX2_dev-6           SET    1031    -0.043479   -0.0076804     0.028489      0.93651
L2-3_CUX2_dev-fetal       SET    1145   -0.0081913    -0.001522     0.026827      0.61995
L3_CUX2_PRSS12            SET     995    -0.021566   -0.0037446     0.029594      0.76691
L4_RORB_dev-1             SET    1089    0.0089295    0.0016196     0.027607      0.37318
L4_RORB_dev-2             SET     944     0.091108     0.015421     0.029677    0.0010718
L4_RORB_dev-fetal         SET    1294     0.031544    0.0062159     0.025818       0.1109
L4_RORB_LRRK1             SET     955    -0.032464    -0.005526     0.030155      0.85915
L4_RORB_MET               SET    1081     0.019354    0.0034978     0.028265      0.24676
L4_RORB_MME               SET    1117     0.057431     0.010545     0.028257     0.021061
L5-6_THEMIS_CNR1          SET     853   0.00039535   6.3705e-05     0.031112      0.49493
L5-6_THEMIS_dev-1         SET    1319     0.033492    0.0066605     0.025836     0.097433
L5-6_THEMIS_dev-2         SET    1003     0.067098     0.011696     0.028977     0.010295
L5-6_THEMIS_NTNG2         SET     779     0.070518     0.010872     0.032348     0.014635
L5-6_TLE4_dev             SET    1338     0.012794    0.0025617     0.025092      0.30507
L5-6_TLE4_HTR2C           SET    1002    -0.025342   -0.0044151     0.028816      0.81041
L5-6_TLE4_SCUBE1          SET    1058     0.025246    0.0045156      0.02786      0.18243
L5-6_TLE4_SORCS1          SET    1056     0.049315    0.0088127     0.027859     0.038355
LAMP5_CCK                 SET    1020   -0.0022305  -0.00039198       0.0282      0.53152
LAMP5_NDNF                SET    1102     0.033949    0.0061928     0.027711      0.11028
LAMP5_NOS1                SET    1024     0.058525     0.010304      0.02905     0.021979
MGE_dev-1                 SET    1091     0.031804    0.0057736     0.027874      0.12694
MGE_dev-2                 SET    1154   -0.0013037  -0.00024316     0.027096      0.51919
Micro                     SET     634   -0.0086474   -0.0012055     0.036856      0.59275
Micro_out                 SET     466    -0.063887    -0.007656     0.041989      0.93592
Oligo_mat                 SET     720    -0.020011   -0.0029688     0.034787      0.71744
Oligo-1                   SET     708    0.0036339   0.00053471     0.035284      0.45899
Oligo-2                   SET     739     0.013783    0.0020709      0.03446       0.3446
Oligo-3                   SET     576     0.037096    0.0049338     0.037934      0.16406
Oligo-4                   SET     619     0.015827    0.0021807     0.037622      0.33699
Oligo-5                   SET     685     0.016851    0.0024398     0.034593      0.31309
OPC                       SET     923    -0.010841   -0.0018151     0.031325      0.63536
OPC_dev                   SET    1008     0.045583    0.0079647     0.029552     0.061487
OPC_MBP                   SET     839     0.013638      0.00218     0.032186      0.33588
PN_dev                    SET    1427     0.017752    0.0036654     0.024744      0.23657
PV_dev                    SET     974   -0.0068472   -0.0011767     0.029225      0.59262
PV_SCUBE3                 SET    1030     0.027888    0.0049239     0.029069      0.16869
PV_SCUBE3_dev             SET     916     0.086551     0.014438      0.03041    0.0022147
PV_SST                    SET    1034    -0.038785   -0.0068608      0.02801      0.91691
PV_SULF1                  SET    1011    -0.014703   -0.0025727     0.028076      0.69974
PV_SULF1_dev              SET     948    -0.021541   -0.0036537     0.029345      0.76855
PV_WFDC2                  SET    1078   -0.0049399   -0.0008916      0.02831      0.56926
SST_ADGRG6                SET     953    -0.017752   -0.0030186     0.029497      0.72634
SST_ADGRG6_dev            SET    1061    -0.033002   -0.0059109      0.02805       0.8803
SST_B3GAT2                SET     983    -0.024226   -0.0041817     0.029376      0.79522
SST_BRINP3                SET     945    -0.029304   -0.0049627     0.029868      0.83673
SST_CALB1                 SET     966    -0.019956   -0.0034158     0.029377      0.75153
SST_CALB1_dev             SET    1000     0.023962    0.0041708     0.029196      0.20591
SST_NPY                   SET     837    -0.018711   -0.0029874     0.031534      0.72353
SST_STK32A                SET     967    -0.021112   -0.0036154     0.029917       0.7598
SST_TH                    SET     867    -0.039811   -0.0064659     0.030831      0.90169
Vas_CLDN5                 SET     393     0.040864    0.0045024     0.045838      0.18634
Vas_PDGFRB                SET     463    0.0058136   0.00069448     0.041516      0.44432
Vas_TBX18                 SET     670     0.011084    0.0015876     0.035554      0.37761
VIP_ABI3BP                SET    1053     0.052067    0.0092917     0.028573     0.034217
VIP_ADAMTSL1              SET    1105    -0.014259   -0.0026045     0.027229      0.69974
VIP_CHRM2                 SET    1178   -0.0094264   -0.0017756     0.027122      0.63591
VIP_CRH                   SET    1153    -0.030702    -0.005724     0.027502      0.86786
VIP_dev                   SET     986     0.010569    0.0018271     0.029115       0.3583
VIP_DPP6                  SET    1141    -0.034058   -0.0063177     0.027317      0.89375
VIP_HS3ST3A1              SET    1092    0.0095022    0.0017258     0.028352      0.36876
VIP_KIRREL3               SET    1107    -0.038265   -0.0069955     0.027588      0.91728
VIP_PCDH20                SET     888     0.006632    0.0010897     0.030321      0.41343
