# ALPHA = 0.05
# NUMBER_OF_TESTS = 84

# _SET1_  VARIABLE = Astro_dev-1 (set)
# _SET1_  NGENES = 848
# _SET1_  P-VALUE = 0.00030603
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   ENSG00000224525     1  242331857  242384129     81      11  680767     -0.46013      0.11152     4.996e-16     -0.46013
_SET1_   ENSG00000273175     1  244993040  245038574     17       2  680698       -1.649      0.65737    4.4409e-16       -1.649
_SET1_   ENSG00000236106     2    5831581    5880474     70      10  684638       1.2347    0.0016883    4.4409e-16       1.2347
_SET1_   ENSG00000235665     2    8052556    8453214    389      58  676005       1.9632   5.6177e-06    4.4409e-16       1.9632
_SET1_   ENSG00000236790     2    8137901    8558751    390      52  678944       0.9633   0.00033879    5.5511e-16       0.9633
_SET1_   ENSG00000229740     2    8244532    8293399     49       4  676182      -1.5112      0.59738    4.4409e-16      -1.5112
_SET1_   ENSG00000231435     2    8673722    8750631     76      12  678033     -0.58153      0.14696    5.5511e-16     -0.58153
_SET1_   ENSG00000235092     2    8796766    8856993     47       8  678096      -1.3348      0.50839    4.4409e-16      -1.3348
_SET1_   ENSG00000236204     2   19157729   19581509    439      38  686485      0.11253    0.0063083    5.2736e-16      0.11253
_SET1_   ENSG00000226833     2   28921819   28994071     29       3  694491       5.7621   1.2594e-13    8.8818e-16       5.7621
_SET1_   ENSG00000226994     2   34989917   35420755    487      39  676293       1.3559   0.00015688    4.4409e-16       1.3559
_SET1_   ENSG00000231826     2   43244992   43301686     73      10  682229     -0.95045      0.23623    5.5511e-16     -0.95045
_SET1_   ENSG00000230587     2   43314884   43364829     56       9  689774      -3.3486      0.95037    4.4409e-16      -3.3486
_SET1_   ENSG00000234936     2   43421712   43470533     35       7  704116      0.51218     0.008642    5.5511e-16      0.51218
_SET1_   ENSG00000231918     2   51224739   52645055   2125     119  682767       3.2511   1.0358e-08    4.4409e-16       3.2511
_SET1_   ENSG00000228414     2   61042267   61143449     67       9  692752      0.11568     0.029972    5.2736e-16      0.11568
_SET1_   ENSG00000204929     2   65628845   66321773    925      92  684034      0.52858    0.0013842    5.5511e-16      0.52858
_SET1_   ENSG00000234255     2   65659189   65718705     45       8  687333       1.2599    0.0016225    4.4409e-16       1.2599
_SET1_   ENSG00000235725     2   65806700   65902311     96      14  676126      0.54444     0.018716    5.5511e-16      0.54444
_SET1_   ENSG00000226819     2   66643867   66695602     33       4  692382      -1.9141      0.62812    4.4409e-16      -1.9141
_SET1_   ENSG00000230749     2   66656220   66702444     19       3  696669      -1.7828      0.56281    4.4409e-16      -1.7828
_SET1_   ENSG00000272735     2   71284649   71330255     50       9  689741     -0.21223     0.075109    5.2736e-16     -0.21223
_SET1_   ENSG00000229498     2   86007253   86062514     80      14  685734     -0.47016     0.097588     4.996e-16     -0.47016
_SET1_   ENSG00000233850     2   95680938   95727454     14       3  683312      0.71105     0.014677    5.5511e-16      0.71105
_SET1_   ENSG00000229209     2  103716217  103827718     57       9  678031       2.7511    8.565e-06    4.4409e-16       2.7511
_SET1_   ENSG00000256637     2  104455768  104704236    237      33  681454       3.5312    7.152e-09    4.4409e-16       3.5312
_SET1_   ENSG00000227157     2  104992659  105042070     28       3  683619       2.1437     0.000253    4.4409e-16       2.1437
_SET1_   ENSG00000225765     2  105018685  105065466     18       3  684051       1.4892    0.0015378    4.4409e-16       1.4892
_SET1_   ENSG00000234177     2  105353096  105409177     81       9  681185       5.8861   2.2818e-14    8.8818e-16       5.8861
_SET1_   ENSG00000229743     2  105471955  105524053     26       5  686857       2.0906   0.00010323    4.4409e-16       2.0906
_SET1_   ENSG00000237753     2  113389409  113438267     29       4  688534      0.36507     0.028522     4.996e-16      0.36507
_SET1_   ENSG00000272563     2  114155177  114203619      3       1  677811      -2.1277      0.74324    4.4409e-16      -2.1277
_SET1_   ENSG00000233221     2  131578551  131629567     29       7  667050       1.2134    0.0060648    4.4409e-16       1.2134
_SET1_   ENSG00000230065     2  133383099  133434563     46       4  689952       1.8342   0.00032738    4.4409e-16       1.8342
_SET1_   ENSG00000223430     2  134276886  134325798     43       8  690377      -1.3648      0.36779    4.4409e-16      -1.3648
_SET1_   ENSG00000231969     2  150408710  150714747    262      22  680216       1.1932   0.00027973    4.4409e-16       1.1932
_SET1_   ENSG00000224152     2  160436807  160483593     17       3  687654       1.5806    0.0012243    4.4409e-16       1.5806
_SET1_   ENSG00000228222     2  168114681  168424843    164      11  678173      0.17885     0.027359    5.2736e-16      0.17885
_SET1_   ENSG00000213981     2  171465138  171586884     53      16  672815       2.8981   3.3099e-06    4.4409e-16       2.8981
_SET1_   ENSG00000234350     2  171569719  171662276     65       6  687701       3.5168   1.3606e-07    4.4409e-16       3.5168
_SET1_   ENSG00000239467     2  171592623  171644658     42       5  687657       3.5938   1.1547e-07    4.4409e-16       3.5938
_SET1_   ENSG00000226963     2  173282502  173328331     81      14  677013    -0.057849     0.069145    5.2736e-16    -0.057849
_SET1_   ENSG00000273258     2  174866584  174912703     38       8  684363       -1.324      0.37805    4.4409e-16       -1.324
_SET1_   ENSG00000226853     2  175317117  175363114     23       8  677739       1.3087    0.0018643    4.4409e-16       1.3087
_SET1_   ENSG00000229337     2  178010350  178112390     46       5  689598      -1.6128      0.55983    4.4409e-16      -1.6128
_SET1_   ENSG00000222043     2  178094087  178140243     20       4  685182      0.54248     0.017384    5.5511e-16      0.54248
_SET1_   ENSG00000229941     2  178528157  178598017    113      14  684130       1.5486   0.00051004    4.4409e-16       1.5486
_SET1_   ENSG00000226747     2  186574601  186640206     55       5  688920     -0.60306      0.15973    5.5511e-16     -0.60306
_SET1_   ENSG00000231646     2  186638418  186699878     46       4  688040     -0.70073      0.19984    5.5511e-16     -0.70073
_SET1_   ENSG00000237877     2  186887618  186982960     85       8  674531       3.7975   5.9167e-08    4.4409e-16       3.7975
_SET1_   ENSG00000259915     2  187209299  187256500     47       5  690069       2.8872   3.7549e-06    4.4409e-16       2.8872
_SET1_   ENSG00000272211     2  196980987  197029605     51       3  692630       -0.441      0.14542     4.996e-16       -0.441
_SET1_   ENSG00000273209     2  202887493  202933260     41       6  687577      0.48591      0.01836     4.996e-16      0.48591
_SET1_   ENSG00000231908     2  209084971  209130905     24       6  683124       1.0237    0.0068413    4.4409e-16       1.0237
_SET1_   ENSG00000234308     2  213625055  213693986     58       7  687565     -0.61033      0.16783    5.5511e-16     -0.61033
_SET1_   ENSG00000226276     2  216794031  216841442     54      16  667433      -1.2811      0.41751    4.4409e-16      -1.2811
_SET1_   ENSG00000241520     2  217337755  217386919     56       9  680469       1.7922   0.00037939    4.4409e-16       1.7922
_SET1_   ENSG00000234193     2  223772105  223819081     43       6  682165     -0.72666      0.21648    5.5511e-16     -0.72666
_SET1_   ENSG00000124835     2  237947242  237999810     23       4  680487       -1.078      0.38808    4.4409e-16       -1.078
_SET1_   ENSG00000224957     3     542914     897698    313      33  672735      -0.6861     0.057315    5.5511e-16      -0.6861
_SET1_   ENSG00000235158     3    1014819    1064618     56       4  672918       1.2023    0.0093284    4.4409e-16       1.2023
_SET1_   ENSG00000235831     3    4928493    5056646    129      25  671682    -0.023815     0.041177    5.2389e-16    -0.023815
_SET1_   ENSG00000229642     3    5969529    6175807    252      41  676929       2.3718   2.5387e-06    4.4409e-16       2.3718
_SET1_   ENSG00000226567     3   10791169   10840877     69      15  680094      -2.1108      0.68101    4.4409e-16      -2.1108
_SET1_   ENSG00000271716     3   11613658   11662222     82      10  685269       3.1666   9.5961e-07    4.4409e-16       3.1666
_SET1_   ENSG00000225386     3   26650821   26699181     35       6  692632       1.1982    0.0019226    4.4409e-16       1.1982
_SET1_   ENSG00000234165     3   26718798   26764855     32       6  686069       2.3198   4.9154e-05    4.4409e-16       2.3198
_SET1_   ENSG00000228214     3   28581282   28809831    278      33  683623       3.5682   1.5162e-09    4.4409e-16       3.5682
_SET1_   ENSG00000271324     3   33825136   33870637     34       3  686122       1.4713    0.0023793    4.4409e-16       1.4713
_SET1_   ENSG00000271643     3   33827180   33873442     41       3  686334       1.4784     0.002478    4.4409e-16       1.4784
_SET1_   ENSG00000271020     3   33828641   33874173     41       3  686334       1.4784     0.002478    4.4409e-16       1.4784
_SET1_   ENSG00000272334     3   37004608   37050163     22       3  692263       1.4296    0.0013127    4.4409e-16       1.4296
_SET1_   ENSG00000223797     3   40345293   40529820    105       2  685225      0.09442     0.074534    5.2736e-16      0.09442
_SET1_   ENSG00000244342     3   62901105   63120738    211      19  685139        1.413   0.00018726    4.4409e-16        1.413
_SET1_   ENSG00000243410     3   63962640   64011922     41       7  681622    -0.096373     0.083659    5.2736e-16    -0.096373
_SET1_   ENSG00000272181     3   63970184   64015601     41       9  681849     -0.20271     0.087322    5.2736e-16     -0.20271
_SET1_   ENSG00000241316     3   67670121   68008137    171      21  676481      0.14944      0.01941    5.2736e-16      0.14944
_SET1_   ENSG00000272761     3  112305641  112355749     46       8  673481      -1.3056      0.43709    4.4409e-16      -1.3056
_SET1_   ENSG00000273394     3  113655852  113701417     15       4  671152       2.4947   3.8299e-05    4.4409e-16       2.4947
_SET1_   ENSG00000241490     3  113898160  113965051     68      15  678534      -1.5027      0.44559    4.4409e-16      -1.5027
_SET1_   ENSG00000259976     3  114023348  114070026     36       6  677899     -0.76784      0.23578    5.5511e-16     -0.76784
_SET1_   ENSG00000242290     3  114137440  114248979     74      13  681005       1.9939   0.00016131    4.4409e-16       1.9939
_SET1_   ENSG00000241295     3  114368427  114416456     20       5  670984       4.2173   2.6056e-08    8.8818e-16       4.2173
_SET1_   ENSG00000239946     3  114556961  114605361     58       6  693321       2.6514   2.5231e-05    4.4409e-16       2.6514
_SET1_   ENSG00000239268     3  117381001  117751439    389      27  688719       2.2439   1.2166e-06    4.4409e-16       2.2439
_SET1_   ENSG00000242816     3  117474520  117522612     52      10  688207        1.806   0.00022002    4.4409e-16        1.806
_SET1_   ENSG00000240661     3  120033357  120096845     53       7  690504      -1.7207      0.52741    4.4409e-16      -1.7207
_SET1_   ENSG00000246022     3  125863908  125939012    133      15  679477     -0.87329      0.16644    5.5511e-16     -0.87329
_SET1_   ENSG00000250934     3  125950639  126020122     84      11  684024     -0.87856      0.19307    5.5511e-16     -0.87856
_SET1_   ENSG00000251448     3  125997710  126047867     56       8  688001      0.69925    0.0083554    5.5511e-16      0.69925
_SET1_   ENSG00000261758     3  136436472  136484622     10       3  689816       4.6584   1.3593e-10    8.8818e-16       4.6584
_SET1_   ENSG00000243415     3  145746829  145832991     79       6  684355    -0.084111     0.062489    5.2736e-16    -0.084111
_SET1_   ENSG00000240032     3  145774131  145821972     31       3  687063     -0.34122      0.12875     4.996e-16     -0.34122
_SET1_   ENSG00000241313     3  149339807  149389151     42       7  686274    -0.091074     0.059062    5.2736e-16    -0.091074
_SET1_   ENSG00000240137     3  150386351  150447933     37       6  686367     -0.73859      0.19028    5.5511e-16     -0.73859
_SET1_   ENSG00000239265     3  150535271  150808513    195      44  676060      0.45215    0.0067039     4.996e-16      0.45215
_SET1_   ENSG00000244545     3  152330935  152378236     63       7  688747       1.9171   0.00018493    4.4409e-16       1.9171
_SET1_   ENSG00000241732     3  152522179  152569228     32       5  683990      -1.9668       0.7755    4.4409e-16      -1.9668
_SET1_   ENSG00000239508     3  155131973  155185542     40       4  677631       3.0421   5.4018e-06    4.4409e-16       3.0421
_SET1_   ENSG00000272990     3  156231529  156277036     81      11  681519       2.0651   8.8421e-05    4.4409e-16       2.0651
_SET1_   ENSG00000243926     3  156379651  156427167     35       3  675881       1.6319    0.0040481    4.4409e-16       1.6319
_SET1_   ENSG00000241135     3  156772670  156828924     47      11  692087      0.42896     0.012562     4.996e-16      0.42896
_SET1_   ENSG00000243629     3  156789456  156875793     53      13  690760       3.4534   7.1621e-08    4.4409e-16       3.4534
_SET1_   ENSG00000272247     3  158509046  158554724     31       7  695040      -0.8075       0.1689    5.5511e-16      -0.8075
_SET1_   ENSG00000239739     3  170448140  170494154     41       3  681289       3.5463   7.9873e-07    4.4409e-16       3.5463
_SET1_   ENSG00000273193     3  175492552  175538340     32       7  662897      -3.3626      0.98171    4.4409e-16      -3.3626
_SET1_   ENSG00000229102     3  178809154  178900761     33       4  678391      -1.2872      0.51212    4.4409e-16      -1.2872
_SET1_   ENSG00000260743     3  179023110  179069675     11       3  684160      0.54069     0.017631    5.5511e-16      0.54069
_SET1_   ENSG00000272910     3  179291050  179336550     21       3  682814      -1.1134      0.37585    4.4409e-16      -1.1134
_SET1_   ENSG00000239774     3  180274506  180354723     33       5  688605      -1.7472      0.59167    4.4409e-16      -1.7472
_SET1_   ENSG00000239381     3  181241965  181288669     21       4  683958      -2.2031      0.78265    4.4409e-16      -2.2031
_SET1_   ENSG00000241098     3  182154758  182239152     26       5  676202       1.8032   0.00076527    4.4409e-16       1.8032
_SET1_   ENSG00000244247     3  182206052  182259912     43       5  682899       2.3697   8.6026e-05    4.4409e-16       2.3697
_SET1_   ENSG00000273261     3  182629028  182674726     33       6  685922       2.0132   0.00016253    4.4409e-16       2.0132
_SET1_   ENSG00000272970     3  184416863  184466737     47       9  679157      0.40692     0.022093     4.996e-16      0.40692
_SET1_   ENSG00000273403     3  184424725  184470250     49       9  682865    -0.094216     0.059822    5.2736e-16    -0.094216
_SET1_   ENSG00000272922     3  184425606  184471072     50      10  681954     -0.21879     0.074313    5.2736e-16     -0.21879
_SET1_   ENSG00000270959     3  187858994  187906845     53      14  682831      -2.5121       0.7852    4.4409e-16      -2.5121
_SET1_   ENSG00000225473     3  193236002  193282877     11       2  675266     -0.77039      0.29095    5.5511e-16     -0.77039
_SET1_   ENSG00000225822     3  196123235  196170242     15       4  692340        3.805   1.8638e-08    4.4409e-16        3.805
_SET1_   ENSG00000273013     3  196166672  196212265     21       4  681714        3.733    8.218e-08    4.4409e-16        3.733
_SET1_   ENSG00000236833     3  197377436  197427628      5       2  669081      0.20305     0.069883    5.2736e-16      0.20305
_SET1_   ENSG00000270090     4    3511282    3560523     21       5  672796    -0.056219     0.084307    5.2736e-16    -0.056219
_SET1_   ENSG00000250634     4   13621803   13988699    424      60  680984       1.1162   0.00017294    4.4409e-16       1.1162
_SET1_   ENSG00000250497     4   13769001   13818781     44      12  669111     -0.83054      0.25052    5.5511e-16     -0.83054
_SET1_   ENSG00000248698     4   14078592   14151676    110      13  681917     0.038352     0.034366    5.2736e-16     0.038352
_SET1_   ENSG00000251679     4   14101560   14155216     86      12  681192    -0.049609     0.049271    5.2736e-16    -0.049609
_SET1_   ENSG00000249988     4   14131079   14254437    176      22  687239       1.3765   0.00027286    4.4409e-16       1.3765
_SET1_   ENSG00000248425     4   14357063   14405616     74      13  686374      -0.7621      0.15973    5.5511e-16      -0.7621
_SET1_   ENSG00000249252     4   14996566   15464538    494      52  680822      0.28215    0.0035658     4.996e-16      0.28215
_SET1_   ENSG00000251292     4   23714885   23770202     64      11  686559     0.044379     0.039297    5.2736e-16     0.044379
_SET1_   ENSG00000240005     4   26851428   26897221     24       5  694480       2.3331   2.6892e-05    4.4409e-16       2.3331
_SET1_   ENSG00000247193     4   36210738   36285842     52       8  681842       1.8812   0.00027901    4.4409e-16       1.8812
_SET1_   ENSG00000248227     4   38333535   38397380     84      11  683654       2.7848   3.4957e-06    4.4409e-16       2.7848
_SET1_   ENSG00000255458     4   39605760   39678264     25       7  683376      -1.0851      0.28222    4.4409e-16      -1.0851
_SET1_   ENSG00000251350     4   43983878   44034080     21       3  673891     -0.33458       0.1984     4.996e-16     -0.33458
_SET1_   ENSG00000249330     4   46357272   46445205     29       7  691890       1.2992    0.0013074    4.4409e-16       1.2992
_SET1_   ENSG00000248866     4   53490573   53537835     10       1  699023       2.8802   1.8297e-05    4.4409e-16       2.8802
_SET1_   ENSG00000260120     4   53511776   53568816     13       1  691226       3.0311   1.6302e-05    4.4409e-16       3.0311
_SET1_   ENSG00000270147     4   57227478   57273037     27       4  687317     -0.21256     0.089314    5.2736e-16     -0.21256
_SET1_   ENSG00000270109     4   57295324   57340745     34       5  686733      0.32387     0.033214     4.996e-16      0.32387
_SET1_   ENSG00000248505     4   58257038   58342152    121      16  687170      0.79987    0.0040049    5.5511e-16      0.79987
_SET1_   ENSG00000272986     4   71559464   71605208     19       2  677647     -0.30318       0.3721     4.996e-16     -0.30318
_SET1_   ENSG00000250220     4   74089926   74193670     15       5  681885      -1.9163      0.62651    4.4409e-16      -1.9163
_SET1_   ENSG00000251442     4   79532057   79613853     66       3  686266      0.52374     0.027672    5.5511e-16      0.52374
_SET1_   ENSG00000260278     4   79684808   79732127     15       2  675931       1.0319     0.039188    4.4409e-16       1.0319
_SET1_   ENSG00000231782     4   83524266   83577590    115      10  692268      -2.7814      0.83048    4.4409e-16      -2.7814
_SET1_   ENSG00000272856     4   88371959   88418432     39       7  684304      -0.2182     0.079687    5.2736e-16      -0.2182
_SET1_   ENSG00000249951     4   95561396   95633721     75      11  668507      -1.3365      0.41756    4.4409e-16      -1.3365
_SET1_   ENSG00000249599     4   95654951   95713684     45       8  689185       1.2397    0.0015927    4.4409e-16       1.2397
_SET1_   ENSG00000245322     4  100836163  101126256    169      17  684105     -0.88985       0.1303    5.5511e-16     -0.88985
_SET1_   ENSG00000248161     4  103329759  103406167     58      11  679527       4.2683   1.7875e-09    8.8818e-16       4.2683
_SET1_   ENSG00000260651     4  103411998  103457476     24       2  694678     -0.62998      0.19896    5.5511e-16     -0.62998
_SET1_   ENSG00000250740     4  106838217  106888879     38       3  683917      0.73023     0.032295    5.5511e-16      0.73023
_SET1_   ENSG00000249635     4  106914474  106978635     55      12  687619     -0.58628      0.13433    5.5511e-16     -0.58628
