# MEAN_SAMPLE_SIZE = 13971
# TOTAL_GENES = 32253
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
LAMP5_NOS1                SET    1023     0.051879    0.0090918     0.031889     0.051891
MGE_dev-1                 SET    1100     0.044369    0.0080531     0.030712     0.074282
MGE_dev-2                 SET    1163     0.071114     0.013258     0.029281    0.0075814
Micro                     SET     636    -0.012649   -0.0017586     0.039033      0.62705
Micro_out                 SET     472    -0.063337   -0.0076059     0.044607      0.92217
Oligo_mat                 SET     727     0.050426     0.007485     0.037672     0.090364
Oligo-1                   SET     713     0.050573    0.0074358     0.037481     0.088631
Oligo-2                   SET     743     0.044851    0.0067286     0.036502       0.1096
Oligo-3                   SET     579     0.087568     0.011627     0.041075     0.016514
Oligo-4                   SET     622   -0.0054405  -0.00074821     0.040396      0.55357
Oligo-5                   SET     690     0.075684     0.010951     0.037941     0.023038
OPC                       SET     925   -0.0038892  -0.00064914     0.033622      0.54604
OPC_dev                   SET    1010  -0.00067343  -0.00011729     0.032389      0.50829
OPC_MBP                   SET     841    0.0083332     0.001328     0.035879      0.40817
PN_dev                    SET    1434     0.035587    0.0073352     0.026707     0.091351
PV_dev                    SET     981     0.039539    0.0067901     0.032053      0.10869
PV_SCUBE3                 SET    1033     0.031081    0.0054726     0.031113      0.15891
PV_SCUBE3_dev             SET     919     0.028485    0.0047394     0.032847      0.19292
PV_SST                    SET    1040    -0.012235   -0.0021613     0.030545      0.65563
PV_SULF1                  SET    1014  -1.9503e-05  -3.4033e-06     0.031123      0.50025
PV_SULF1_dev              SET     954     0.059192     0.010029     0.032212     0.033067
PV_WFDC2                  SET    1081     -0.01531   -0.0027556      0.03023      0.69373
SST_ADGRG6                SET     960     0.025684    0.0043648     0.032461      0.21441
SST_ADGRG6_dev            SET    1067   -0.0097825   -0.0017496     0.030621      0.62531
SST_B3GAT2                SET     989     -0.01265   -0.0021809     0.031287      0.65701
SST_BRINP3                SET     950    -0.019148   -0.0032376      0.03216      0.72421
SST_CALB1                 SET     975     0.054781    0.0093797     0.031986     0.043396
SST_CALB1_dev             SET    1005     0.074661     0.012973     0.031785    0.0094174
SST_NPY                   SET     841     0.031351    0.0049962     0.034155      0.17934
SST_STK32A                SET     973      0.01129    0.0019312     0.032653      0.36476
SST_TH                    SET     871    0.0049668   0.00080513     0.033531      0.44112
Vas_CLDN5                 SET     395   -0.0050934  -0.00056021     0.048866      0.54151
Vas_PDGFRB                SET     467    -0.025672   -0.0030667     0.045382      0.71419
Vas_TBX18                 SET     672     0.003614    0.0005162     0.038221      0.46233
VIP_ABI3BP                SET    1058     -0.02814   -0.0050125     0.030676      0.82051
VIP_ADAMTSL1              SET    1108     0.064393     0.011728     0.029751     0.015223
VIP_CHRM2                 SET    1184    -0.016488   -0.0031006     0.029673      0.71077
VIP_CRH                   SET    1158     0.037367    0.0069522     0.030065      0.10696
VIP_dev                   SET     992     0.064569     0.011149     0.032056     0.021996
VIP_DPP6                  SET    1146    0.0091562     0.001695     0.029431      0.37786
VIP_HS3ST3A1              SET    1097     0.023026    0.0041737     0.030761      0.22707
VIP_KIRREL3               SET    1116    -0.012837   -0.0023463      0.03018      0.66471
VIP_PCDH20                SET     886    -0.023456   -0.0038339     0.033712      0.75671
