Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0070555~response to interleukin-1,19,1.229773463,0.0013155,"ENSG00000196083, ENSG00000106588, ENSG00000198053, ENSG00000112964, ENSG00000114315, ENSG00000120738, ENSG00000196776, ENSG00000151388, ENSG00000115598, ENSG00000133048, ENSG00000175426, ENSG00000156711, ENSG00000006210, ENSG00000185386, ENSG00000141655, ENSG00000102794, ENSG00000078902, ENSG00000126368, ENSG00000148677",1022,115,14269,2.306738705,0.999933525,0.139309522,0.138070283
GOTERM_BP_FAT,GO:0009581~detection of external stimulus,19,1.229773463,0.0013155,"ENSG00000198691, ENSG00000112619, ENSG00000173991, ENSG00000163914, ENSG00000198400, ENSG00000242866, ENSG00000134343, ENSG00000060718, ENSG00000111262, ENSG00000165091, ENSG00000163485, ENSG00000122733, ENSG00000054277, ENSG00000102468, ENSG00000186862, ENSG00000107593, ENSG00000182389, ENSG00000102001, ENSG00000181656",1022,115,14269,2.306738705,0.999933525,0.139309522,0.138070283
GOTERM_BP_FAT,GO:0010817~regulation of hormone levels,52,3.365695793,0.001343852,"ENSG00000112964, ENSG00000227471, ENSG00000158445, ENSG00000136931, ENSG00000175426, ENSG00000138792, ENSG00000163485, ENSG00000182240, ENSG00000106089, ENSG00000162992, ENSG00000101076, ENSG00000184349, ENSG00000160932, ENSG00000197165, ENSG00000150995, ENSG00000133794, ENSG00000170820, ENSG00000170786, ENSG00000135697, ENSG00000121853, ENSG00000183682, ENSG00000145087, ENSG00000142615, ENSG00000162009, ENSG00000107485, ENSG00000125851, ENSG00000198682, ENSG00000136999, ENSG00000138814, ENSG00000175003, ENSG00000174672, ENSG00000139988, ENSG00000198643, ENSG00000135346, ENSG00000170426, ENSG00000187553, ENSG00000186188, ENSG00000091831, ENSG00000129673, ENSG00000132326, ENSG00000120738, ENSG00000159224, ENSG00000003137, ENSG00000011347, ENSG00000185002, ENSG00000036828, ENSG00000149742, ENSG00000147642, ENSG00000054356, ENSG00000091428, ENSG00000166501, ENSG00000126368",1022,463,14269,1.568068371,0.999945979,0.140278991,0.139031128
GOTERM_BP_FAT,GO:0030182~neuron differentiation,121,7.83171521,0.001400438,"ENSG00000215203, ENSG00000163914, ENSG00000130558, ENSG00000138311, ENSG00000158445, ENSG00000067715, ENSG00000175866, ENSG00000162670, ENSG00000153707, ENSG00000134072, ENSG00000184349, ENSG00000002746, ENSG00000198576, ENSG00000186907, ENSG00000196277, ENSG00000111344, ENSG00000170340, ENSG00000240771, ENSG00000168267, ENSG00000187323, ENSG00000003393, ENSG00000143869, ENSG00000163536, ENSG00000144550, ENSG00000221866, ENSG00000078725, ENSG00000107485, ENSG00000184613, ENSG00000176697, ENSG00000138814, ENSG00000174672, ENSG00000198400, ENSG00000020129, ENSG00000169085, ENSG00000122877, ENSG00000119866, ENSG00000100884, ENSG00000147655, ENSG00000105245, ENSG00000112619, ENSG00000214960, ENSG00000134986, ENSG00000101040, ENSG00000131759, ENSG00000171450, ENSG00000157168, ENSG00000186094, ENSG00000124785, ENSG00000149269, ENSG00000146038, ENSG00000123572, ENSG00000156466, ENSG00000132535, ENSG00000105711, ENSG00000174453, ENSG00000137825, ENSG00000135925, ENSG00000242866, ENSG00000119042, ENSG00000115596, ENSG00000166159, ENSG00000151208, ENSG00000183691, ENSG00000137261, ENSG00000107295, ENSG00000162992, ENSG00000183734, ENSG00000204060, ENSG00000072315, ENSG00000183715, ENSG00000077327, ENSG00000153902, ENSG00000132386, ENSG00000111262, ENSG00000172602, ENSG00000081923, ENSG00000170820, ENSG00000168348, ENSG00000008086, ENSG00000139174, ENSG00000070808, ENSG00000183049, ENSG00000215474, ENSG00000185924, ENSG00000156687, ENSG00000105976, ENSG00000074660, ENSG00000198963, ENSG00000004399, ENSG00000066248, ENSG00000116106, ENSG00000198846, ENSG00000171246, ENSG00000119547, ENSG00000118733, ENSG00000006210, ENSG00000079841, ENSG00000040608, ENSG00000144460, ENSG00000186862, ENSG00000164715, ENSG00000143013, ENSG00000128656, ENSG00000108960, ENSG00000135638, ENSG00000188906, ENSG00000112658, ENSG00000138623, ENSG00000114315, ENSG00000169330, ENSG00000111962, ENSG00000112655, ENSG00000171532, ENSG00000114554, ENSG00000165091, ENSG00000144857, ENSG00000186297, ENSG00000157087, ENSG00000184156, ENSG00000164600, ENSG00000053108",1022,1289,14269,1.310614882,0.999964293,0.144126744,0.142844653
GOTERM_BP_FAT,GO:0052805~imidazole-containing compound catabolic process,5,0.323624595,0.001444205,"ENSG00000156017, ENSG00000140287, ENSG00000139344, ENSG00000159650, ENSG00000084110",1022,8,14269,8.726149706,0.999974078,0.144558952,0.143273017
GOTERM_BP_FAT,GO:0006548~histidine catabolic process,5,0.323624595,0.001444205,"ENSG00000156017, ENSG00000140287, ENSG00000139344, ENSG00000159650, ENSG00000084110",1022,8,14269,8.726149706,0.999974078,0.144558952,0.143273017
GOTERM_BP_FAT,GO:0099643~signal release from synapse,22,1.42394822,0.001512146,"ENSG00000185518, ENSG00000188906, ENSG00000126583, ENSG00000070087, ENSG00000198722, ENSG00000151025, ENSG00000067715, ENSG00000117016, ENSG00000081803, ENSG00000173227, ENSG00000011347, ENSG00000111052, ENSG00000157680, ENSG00000187672, ENSG00000079841, ENSG00000186111, ENSG00000145087, ENSG00000102468, ENSG00000102003, ENSG00000182389, ENSG00000106089, ENSG00000166501",1022,145,14269,2.118348067,0.999984233,0.147323357,0.14601283
GOTERM_BP_FAT,GO:0007269~neurotransmitter secretion,22,1.42394822,0.001512146,"ENSG00000185518, ENSG00000188906, ENSG00000126583, ENSG00000070087, ENSG00000198722, ENSG00000151025, ENSG00000067715, ENSG00000117016, ENSG00000081803, ENSG00000173227, ENSG00000011347, ENSG00000111052, ENSG00000157680, ENSG00000187672, ENSG00000079841, ENSG00000186111, ENSG00000145087, ENSG00000102468, ENSG00000102003, ENSG00000182389, ENSG00000106089, ENSG00000166501",1022,145,14269,2.118348067,0.999984233,0.147323357,0.14601283
GOTERM_BP_FAT,GO:0007188~adenylate cyclase-modulating G-protein coupled receptor signaling pathway,27,1.747572816,0.001543945,"ENSG00000179841, ENSG00000160801, ENSG00000146360, ENSG00000153294, ENSG00000152822, ENSG00000117114, ENSG00000156920, ENSG00000163485, ENSG00000186642, ENSG00000168539, ENSG00000155269, ENSG00000106018, ENSG00000043591, ENSG00000114812, ENSG00000196277, ENSG00000164082, ENSG00000065325, ENSG00000159224, ENSG00000154478, ENSG00000170820, ENSG00000121753, ENSG00000171509, ENSG00000036828, ENSG00000179097, ENSG00000091428, ENSG00000125510, ENSG00000164128",1022,195,14269,1.933177781,0.999987507,0.148442191,0.147121712
GOTERM_BP_FAT,GO:0032940~secretion by cell,77,4.98381877,0.001616658,"ENSG00000103174, ENSG00000101194, ENSG00000070087, ENSG00000137501, ENSG00000158445, ENSG00000067715, ENSG00000117016, ENSG00000175426, ENSG00000163485, ENSG00000125967, ENSG00000136770, ENSG00000183695, ENSG00000100346, ENSG00000106089, ENSG00000162992, ENSG00000102003, ENSG00000054803, ENSG00000101076, ENSG00000184349, ENSG00000126583, ENSG00000160932, ENSG00000041353, ENSG00000091972, ENSG00000196277, ENSG00000179639, ENSG00000150995, ENSG00000116996, ENSG00000133794, ENSG00000081803, ENSG00000121853, ENSG00000070808, ENSG00000183682, ENSG00000186111, ENSG00000145087, ENSG00000142615, ENSG00000162009, ENSG00000107485, ENSG00000148677, ENSG00000136999, ENSG00000138814, ENSG00000174672, ENSG00000110723, ENSG00000172575, ENSG00000198643, ENSG00000198722, ENSG00000135346, ENSG00000137642, ENSG00000173227, ENSG00000111052, ENSG00000187672, ENSG00000079841, ENSG00000186188, ENSG00000102468, ENSG00000182389, ENSG00000185518, ENSG00000158856, ENSG00000188906, ENSG00000132326, ENSG00000092445, ENSG00000171450, ENSG00000139998, ENSG00000070193, ENSG00000164082, ENSG00000159224, ENSG00000151025, ENSG00000011347, ENSG00000157680, ENSG00000006283, ENSG00000185002, ENSG00000036828, ENSG00000149269, ENSG00000147642, ENSG00000054356, ENSG00000101200, ENSG00000091428, ENSG00000166501, ENSG00000126368",1022,758,14269,1.418287129,0.999992662,0.151500969,0.15015328
GOTERM_BP_FAT,GO:0007606~sensory perception of chemical stimulus,14,0.906148867,0.001617227,"ENSG00000181963, ENSG00000177275, ENSG00000189181, ENSG00000170340, ENSG00000166368, ENSG00000121314, ENSG00000186188, ENSG00000107593, ENSG00000238243, ENSG00000121377, ENSG00000184933, ENSG00000256574, ENSG00000185933, ENSG00000196071",1022,72,14269,2.714802131,0.999992693,0.151500969,0.15015328
GOTERM_BP_FAT,GO:0051588~regulation of neurotransmitter transport,19,1.229773463,0.001773631,"ENSG00000185518, ENSG00000188906, ENSG00000132326, ENSG00000126583, ENSG00000070087, ENSG00000198722, ENSG00000151025, ENSG00000067715, ENSG00000117016, ENSG00000173227, ENSG00000157680, ENSG00000070808, ENSG00000079841, ENSG00000145087, ENSG00000102468, ENSG00000102003, ENSG00000182389, ENSG00000106089, ENSG00000166501",1022,118,14269,2.248092806,0.999997674,0.164049624,0.162590308
GOTERM_BP_FAT,GO:0099531~presynaptic process involved in chemical synaptic transmission,22,1.42394822,0.001958796,"ENSG00000185518, ENSG00000188906, ENSG00000126583, ENSG00000070087, ENSG00000198722, ENSG00000151025, ENSG00000067715, ENSG00000117016, ENSG00000081803, ENSG00000173227, ENSG00000011347, ENSG00000111052, ENSG00000157680, ENSG00000187672, ENSG00000079841, ENSG00000186111, ENSG00000145087, ENSG00000102468, ENSG00000102003, ENSG00000182389, ENSG00000106089, ENSG00000166501",1022,148,14269,2.075408579,0.9999994,0.175290824,0.17373151
GOTERM_BP_FAT,GO:0045666~positive regulation of neuron differentiation,41,2.653721683,0.001964165,"ENSG00000156466, ENSG00000174453, ENSG00000176697, ENSG00000105711, ENSG00000137825, ENSG00000198400, ENSG00000074660, ENSG00000004399, ENSG00000116106, ENSG00000067715, ENSG00000198846, ENSG00000175866, ENSG00000162670, ENSG00000119866, ENSG00000006210, ENSG00000153707, ENSG00000151208, ENSG00000079841, ENSG00000134072, ENSG00000100884, ENSG00000162992, ENSG00000184349, ENSG00000108960, ENSG00000204060, ENSG00000072315, ENSG00000101040, ENSG00000131759, ENSG00000112658, ENSG00000138623, ENSG00000111344, ENSG00000112655, ENSG00000171532, ENSG00000114554, ENSG00000132386, ENSG00000008086, ENSG00000143869, ENSG00000163536, ENSG00000221866, ENSG00000144550, ENSG00000078725, ENSG00000183049",1022,348,14269,1.64492937,0.999999423,0.175290824,0.17373151
GOTERM_BP_FAT,GO:0055074~calcium ion homeostasis,50,3.236245955,0.002012108,"ENSG00000160801, ENSG00000132535, ENSG00000110148, ENSG00000152822, ENSG00000198626, ENSG00000163485, ENSG00000162551, ENSG00000100346, ENSG00000102001, ENSG00000072315, ENSG00000118160, ENSG00000103888, ENSG00000005379, ENSG00000150995, ENSG00000081248, ENSG00000116039, ENSG00000151882, ENSG00000171631, ENSG00000086300, ENSG00000100379, ENSG00000147145, ENSG00000167535, ENSG00000179841, ENSG00000198363, ENSG00000105974, ENSG00000146360, ENSG00000138814, ENSG00000132911, ENSG00000130054, ENSG00000111012, ENSG00000092051, ENSG00000006210, ENSG00000160791, ENSG00000187672, ENSG00000139780, ENSG00000186188, ENSG00000091831, ENSG00000102468, ENSG00000182389, ENSG00000072954, ENSG00000185518, ENSG00000152154, ENSG00000156234, ENSG00000204882, ENSG00000006283, ENSG00000157087, ENSG00000036828, ENSG00000101200, ENSG00000166501, ENSG00000125510",1022,449,14269,1.554770549,0.999999594,0.175290824,0.17373151
GOTERM_BP_FAT,GO:0032412~regulation of ion transmembrane transporter activity,32,2.071197411,0.002032148,"ENSG00000198363, ENSG00000132535, ENSG00000105974, ENSG00000105711, ENSG00000169282, ENSG00000198626, ENSG00000169181, ENSG00000092051, ENSG00000166257, ENSG00000089327, ENSG00000227877, ENSG00000182389, ENSG00000102001, ENSG00000124134, ENSG00000002746, ENSG00000026559, ENSG00000266964, ENSG00000070159, ENSG00000198576, ENSG00000157782, ENSG00000121905, ENSG00000111262, ENSG00000171631, ENSG00000152413, ENSG00000137731, ENSG00000143786, ENSG00000185482, ENSG00000139890, ENSG00000089356, ENSG00000221946, ENSG00000167535, ENSG00000125510",1022,251,14269,1.779995478,0.99999965,0.175290824,0.17373151
GOTERM_BP_FAT,GO:0070050~neuron cellular homeostasis,12,0.776699029,0.002086378,"ENSG00000185518, ENSG00000163485, ENSG00000006210, ENSG00000092445, ENSG00000187672, ENSG00000118160, ENSG00000005379, ENSG00000182389, ENSG00000162882, ENSG00000116039, ENSG00000168748, ENSG00000184613",1022,57,14269,2.939334638,0.999999764,0.175290824,0.17373151
GOTERM_BP_FAT,GO:1901571~fatty acid derivative transport,12,0.776699029,0.002086378,"ENSG00000253117, ENSG00000174640, ENSG00000175003, ENSG00000138308, ENSG00000149452, ENSG00000132911, ENSG00000187980, ENSG00000108846, ENSG00000137204, ENSG00000186115, ENSG00000141655, ENSG00000197901",1022,57,14269,2.939334638,0.999999764,0.175290824,0.17373151
GOTERM_BP_FAT,GO:0071715~icosanoid transport,12,0.776699029,0.002086378,"ENSG00000253117, ENSG00000174640, ENSG00000175003, ENSG00000138308, ENSG00000149452, ENSG00000132911, ENSG00000187980, ENSG00000108846, ENSG00000137204, ENSG00000186115, ENSG00000141655, ENSG00000197901",1022,57,14269,2.939334638,0.999999764,0.175290824,0.17373151
GOTERM_BP_FAT,GO:0046717~acid secretion,16,1.035598706,0.002137138,"ENSG00000113749, ENSG00000138308, ENSG00000110148, ENSG00000132911, ENSG00000196277, ENSG00000164082, ENSG00000253117, ENSG00000163485, ENSG00000086300, ENSG00000187980, ENSG00000036828, ENSG00000186115, ENSG00000101200, ENSG00000182389, ENSG00000141655, ENSG00000125510",1022,92,14269,2.428146005,0.999999838,0.175290824,0.17373151
GOTERM_BP_FAT,GO:0003341~cilium movement,15,0.970873786,0.002138076,"ENSG00000152582, ENSG00000077327, ENSG00000064199, ENSG00000154429, ENSG00000158023, ENSG00000169064, ENSG00000115423, ENSG00000112981, ENSG00000171811, ENSG00000163075, ENSG00000186710, ENSG00000124721, ENSG00000101222, ENSG00000183833, ENSG00000034239",1022,83,14269,2.523224012,0.999999839,0.175290824,0.17373151
GOTERM_BP_FAT,GO:0098962~regulation of postsynaptic neurotransmitter receptor activity,7,0.453074434,0.002143243,"ENSG00000106236, ENSG00000183092, ENSG00000221890, ENSG00000198010, ENSG00000116544, ENSG00000171246, ENSG00000152413",1022,20,14269,4.886643836,0.999999845,0.175290824,0.17373151
GOTERM_BP_FAT,GO:1903530~regulation of secretion by cell,57,3.689320388,0.002159049,"ENSG00000070087, ENSG00000158445, ENSG00000067715, ENSG00000117016, ENSG00000175426, ENSG00000163485, ENSG00000136770, ENSG00000100346, ENSG00000106089, ENSG00000162992, ENSG00000102003, ENSG00000101076, ENSG00000184349, ENSG00000126583, ENSG00000041353, ENSG00000091972, ENSG00000196277, ENSG00000150995, ENSG00000133794, ENSG00000081803, ENSG00000121853, ENSG00000070808, ENSG00000183682, ENSG00000145087, ENSG00000142615, ENSG00000162009, ENSG00000148677, ENSG00000136999, ENSG00000138814, ENSG00000174672, ENSG00000110723, ENSG00000198643, ENSG00000198722, ENSG00000137642, ENSG00000173227, ENSG00000079841, ENSG00000186188, ENSG00000102468, ENSG00000182389, ENSG00000185518, ENSG00000188906, ENSG00000132326, ENSG00000171450, ENSG00000139998, ENSG00000164082, ENSG00000159224, ENSG00000151025, ENSG00000011347, ENSG00000157680, ENSG00000006283, ENSG00000185002, ENSG00000036828, ENSG00000147642, ENSG00000101200, ENSG00000091428, ENSG00000166501, ENSG00000126368",1022,531,14269,1.498728537,0.999999862,0.175290824,0.17373151
GOTERM_BP_FAT,GO:0045055~regulated exocytosis,31,2.006472492,0.002246825,"ENSG00000070087, ENSG00000172575, ENSG00000198722, ENSG00000067715, ENSG00000158445, ENSG00000117016, ENSG00000173227, ENSG00000187672, ENSG00000079841, ENSG00000183695, ENSG00000100346, ENSG00000102468, ENSG00000102003, ENSG00000182389, ENSG00000106089, ENSG00000185518, ENSG00000158856, ENSG00000188906, ENSG00000126583, ENSG00000171450, ENSG00000139998, ENSG00000179639, ENSG00000116996, ENSG00000081803, ENSG00000011347, ENSG00000157680, ENSG00000006283, ENSG00000186111, ENSG00000145087, ENSG00000091428, ENSG00000166501",1022,242,14269,1.788500105,0.999999927,0.180412601,0.178807726
GOTERM_BP_FAT,GO:0007608~sensory perception of smell,9,0.582524272,0.00227353,"ENSG00000181963, ENSG00000166368, ENSG00000177275, ENSG00000189181, ENSG00000170340, ENSG00000238243, ENSG00000256574, ENSG00000184933, ENSG00000196071",1022,34,14269,3.695781052,0.99999994,0.180572623,0.178966325
GOTERM_BP_FAT,GO:1902803~regulation of synaptic vesicle transport,17,1.100323625,0.002329184,"ENSG00000185518, ENSG00000188906, ENSG00000126583, ENSG00000070087, ENSG00000104888, ENSG00000198722, ENSG00000067715, ENSG00000117016, ENSG00000011347, ENSG00000157680, ENSG00000079841, ENSG00000145087, ENSG00000102468, ENSG00000102003, ENSG00000182389, ENSG00000106089, ENSG00000166501",1022,102,14269,2.326973255,0.99999996,0.183003706,0.181375782
GOTERM_BP_FAT,GO:0046579~positive regulation of Ras protein signal transduction,12,0.776699029,0.00241166,"ENSG00000198915, ENSG00000174429, ENSG00000163947, ENSG00000198400, ENSG00000157680, ENSG00000003393, ENSG00000040608, ENSG00000172575, ENSG00000070193, ENSG00000204882, ENSG00000157168, ENSG00000147145",1022,58,14269,2.888656455,0.999999978,0.18746809,0.185800453
GOTERM_BP_FAT,GO:0065009~regulation of molecular function,192,12.42718447,0.002485801,"ENSG00000112964, ENSG00000166908, ENSG00000254093, ENSG00000169220, ENSG00000160808, ENSG00000198626, ENSG00000156427, ENSG00000169181, ENSG00000183092, ENSG00000169744, ENSG00000113494, ENSG00000163485, ENSG00000173714, ENSG00000134072, ENSG00000163249, ENSG00000109670, ENSG00000102245, ENSG00000102001, ENSG00000094804, ENSG00000108861, ENSG00000184349, ENSG00000002746, ENSG00000102471, ENSG00000118160, ENSG00000110931, ENSG00000198576, ENSG00000111344, ENSG00000172403, ENSG00000137752, ENSG00000112276, ENSG00000163491, ENSG00000003393, ENSG00000139890, ENSG00000163536, ENSG00000092853, ENSG00000221866, ENSG00000183763, ENSG00000166886, ENSG00000107485, ENSG00000186910, ENSG00000167612, ENSG00000179841, ENSG00000102780, ENSG00000198363, ENSG00000176697, ENSG00000138814, ENSG00000174672, ENSG00000198400, ENSG00000105538, ENSG00000026103, ENSG00000132274, ENSG00000116544, ENSG00000112186, ENSG00000136237, ENSG00000111012, ENSG00000092051, ENSG00000111490, ENSG00000198915, ENSG00000174429, ENSG00000166257, ENSG00000089327, ENSG00000106069, ENSG00000124134, ENSG00000043591, ENSG00000156234, ENSG00000070159, ENSG00000132326, ENSG00000131759, ENSG00000092445, ENSG00000171450, ENSG00000171056, ENSG00000164082, ENSG00000120738, ENSG00000157168, ENSG00000074590, ENSG00000117984, ENSG00000137731, ENSG00000164086, ENSG00000157680, ENSG00000164362, ENSG00000036828, ENSG00000108352, ENSG00000149269, ENSG00000181649, ENSG00000101200, ENSG00000125510, ENSG00000071575, ENSG00000213465, ENSG00000196083, ENSG00000049768, ENSG00000132535, ENSG00000105711, ENSG00000070087, ENSG00000118194, ENSG00000134398, ENSG00000152669, ENSG00000159733, ENSG00000149091, ENSG00000221890, ENSG00000168334, ENSG00000117650, ENSG00000183691, ENSG00000227877, ENSG00000141655, ENSG00000162992, ENSG00000168734, ENSG00000106236, ENSG00000198010, ENSG00000182901, ENSG00000100092, ENSG00000091972, ENSG00000103888, ENSG00000205155, ENSG00000157782, ENSG00000214946, ENSG00000132386, ENSG00000111262, ENSG00000171631, ENSG00000170820, ENSG00000152413, ENSG00000143786, ENSG00000008086, ENSG00000070808, ENSG00000171509, ENSG00000122188, ENSG00000090512, ENSG00000183049, ENSG00000221946, ENSG00000102794, ENSG00000167535, ENSG00000177189, ENSG00000128253, ENSG00000105974, ENSG00000197594, ENSG00000132911, ENSG00000105976, ENSG00000111218, ENSG00000105219, ENSG00000196542, ENSG00000172575, ENSG00000196388, ENSG00000004399, ENSG00000066248, ENSG00000114446, ENSG00000116106, ENSG00000133048, ENSG00000169282, ENSG00000171246, ENSG00000135346, ENSG00000137642, ENSG00000206075, ENSG00000006210, ENSG00000266173, ENSG00000117152, ENSG00000040608, ENSG00000091831, ENSG00000102468, ENSG00000164715, ENSG00000103313, ENSG00000182389, ENSG00000145675, ENSG00000164951, ENSG00000143013, ENSG00000128656, ENSG00000127564, ENSG00000108960, ENSG00000026559, ENSG00000106018, ENSG00000188906, ENSG00000266964, ENSG00000177076, ENSG00000184828, ENSG00000075884, ENSG00000112658, ENSG00000114315, ENSG00000070193, ENSG00000121905, ENSG00000157368, ENSG00000171532, ENSG00000114554, ENSG00000056291, ENSG00000185482, ENSG00000004660, ENSG00000182010, ENSG00000167550, ENSG00000162545, ENSG00000089356, ENSG00000101003, ENSG00000091428, ENSG00000166501, ENSG00000127578, ENSG00000180875",1022,2216,14269,1.209690068,0.999999987,0.189643327,0.18795634
GOTERM_BP_FAT,GO:0050982~detection of mechanical stimulus,11,0.71197411,0.00249155,"ENSG00000122733, ENSG00000173991, ENSG00000198400, ENSG00000242866, ENSG00000060718, ENSG00000102468, ENSG00000134343, ENSG00000186862, ENSG00000107593, ENSG00000111262, ENSG00000165091",1022,50,14269,3.071604697,0.999999988,0.189643327,0.18795634
GOTERM_BP_FAT,GO:0009966~regulation of signal transduction,236,15.27508091,0.002519237,"ENSG00000149970, ENSG00000163913, ENSG00000163914, ENSG00000169220, ENSG00000114861, ENSG00000183092, ENSG00000163485, ENSG00000173714, ENSG00000169224, ENSG00000163249, ENSG00000124313, ENSG00000178053, ENSG00000265818, ENSG00000183775, ENSG00000108861, ENSG00000198576, ENSG00000111344, ENSG00000168140, ENSG00000240771, ENSG00000137752, ENSG00000260001, ENSG00000250685, ENSG00000121853, ENSG00000163491, ENSG00000143869, ENSG00000186111, ENSG00000188779, ENSG00000183763, ENSG00000166402, ENSG00000106588, ENSG00000179841, ENSG00000178752, ENSG00000198363, ENSG00000136999, ENSG00000176697, ENSG00000138814, ENSG00000132274, ENSG00000026103, ENSG00000111012, ENSG00000092051, ENSG00000198915, ENSG00000138134, ENSG00000107796, ENSG00000147655, ENSG00000070159, ENSG00000163947, ENSG00000138821, ENSG00000151468, ENSG00000204882, ENSG00000120738, ENSG00000261594, ENSG00000164485, ENSG00000167754, ENSG00000120500, ENSG00000157680, ENSG00000164362, ENSG00000036828, ENSG00000149269, ENSG00000090534, ENSG00000184995, ENSG00000101200, ENSG00000123572, ENSG00000125510, ENSG00000140332, ENSG00000156466, ENSG00000174175, ENSG00000159733, ENSG00000221890, ENSG00000151208, ENSG00000183691, ENSG00000137142, ENSG00000137261, ENSG00000141655, ENSG00000106089, ENSG00000162992, ENSG00000101076, ENSG00000000005, ENSG00000198010, ENSG00000182901, ENSG00000100092, ENSG00000139219, ENSG00000171236, ENSG00000171357, ENSG00000152413, ENSG00000170820, ENSG00000183682, ENSG00000215474, ENSG00000125850, ENSG00000172575, ENSG00000066248, ENSG00000139549, ENSG00000198722, ENSG00000116106, ENSG00000171246, ENSG00000112541, ENSG00000152402, ENSG00000006210, ENSG00000186188, ENSG00000145675, ENSG00000128656, ENSG00000158856, ENSG00000188906, ENSG00000101082, ENSG00000075884, ENSG00000070193, ENSG00000111684, ENSG00000112655, ENSG00000139318, ENSG00000081985, ENSG00000196776, ENSG00000158050, ENSG00000182010, ENSG00000126368, ENSG00000127578, ENSG00000180875, ENSG00000112964, ENSG00000165816, ENSG00000166908, ENSG00000138678, ENSG00000156427, ENSG00000169181, ENSG00000175866, ENSG00000143479, ENSG00000113494, ENSG00000153707, ENSG00000168772, ENSG00000186642, ENSG00000109670, ENSG00000102003, ENSG00000130829, ENSG00000002746, ENSG00000198053, ENSG00000102471, ENSG00000164619, ENSG00000118160, ENSG00000133794, ENSG00000154237, ENSG00000187045, ENSG00000003393, ENSG00000156097, ENSG00000147145, ENSG00000107485, ENSG00000196460, ENSG00000198400, ENSG00000105538, ENSG00000105419, ENSG00000116544, ENSG00000112981, ENSG00000174429, ENSG00000036672, ENSG00000149554, ENSG00000160396, ENSG00000147255, ENSG00000106069, ENSG00000134986, ENSG00000101040, ENSG00000107821, ENSG00000092445, ENSG00000171056, ENSG00000164082, ENSG00000157168, ENSG00000159224, ENSG00000074590, ENSG00000003137, ENSG00000117984, ENSG00000171604, ENSG00000186891, ENSG00000135272, ENSG00000164086, ENSG00000012232, ENSG00000146038, ENSG00000169418, ENSG00000153233, ENSG00000071575, ENSG00000132535, ENSG00000108309, ENSG00000174453, ENSG00000111711, ENSG00000172399, ENSG00000134398, ENSG00000152822, ENSG00000149091, ENSG00000143556, ENSG00000122733, ENSG00000081026, ENSG00000127863, ENSG00000071205, ENSG00000106236, ENSG00000183955, ENSG00000150995, ENSG00000171631, ENSG00000143786, ENSG00000139053, ENSG00000139174, ENSG00000070808, ENSG00000122188, ENSG00000165757, ENSG00000108771, ENSG00000101222, ENSG00000102794, ENSG00000148677, ENSG00000128253, ENSG00000105974, ENSG00000123240, ENSG00000197594, ENSG00000105976, ENSG00000196388, ENSG00000172179, ENSG00000133048, ENSG00000179921, ENSG00000135346, ENSG00000137642, ENSG00000188760, ENSG00000119547, ENSG00000117155, ENSG00000187553, ENSG00000117152, ENSG00000079841, ENSG00000040608, ENSG00000091831, ENSG00000102468, ENSG00000146242, ENSG00000114315, ENSG00000169330, ENSG00000138623, ENSG00000169692, ENSG00000151025, ENSG00000151388, ENSG00000157368, ENSG00000135116, ENSG00000171532, ENSG00000056291, ENSG00000115641, ENSG00000185361, ENSG00000166501, ENSG00000053108",1022,2791,14269,1.180578334,0.99999999,0.189773826,0.188085678
GOTERM_BP_FAT,GO:0010975~regulation of neuron projection development,53,3.430420712,0.002604193,"ENSG00000105711, ENSG00000130558, ENSG00000137825, ENSG00000067715, ENSG00000138311, ENSG00000175866, ENSG00000153707, ENSG00000151208, ENSG00000134072, ENSG00000137261, ENSG00000184349, ENSG00000002746, ENSG00000204060, ENSG00000072315, ENSG00000198576, ENSG00000186907, ENSG00000111344, ENSG00000132386, ENSG00000008086, ENSG00000187323, ENSG00000163536, ENSG00000144550, ENSG00000221866, ENSG00000183049, ENSG00000215474, ENSG00000107485, ENSG00000185924, ENSG00000138814, ENSG00000176697, ENSG00000174672, ENSG00000198400, ENSG00000074660, ENSG00000066248, ENSG00000004399, ENSG00000116106, ENSG00000198846, ENSG00000119866, ENSG00000006210, ENSG00000079841, ENSG00000040608, ENSG00000100884, ENSG00000128656, ENSG00000188906, ENSG00000101040, ENSG00000112658, ENSG00000138623, ENSG00000114315, ENSG00000169330, ENSG00000111962, ENSG00000112655, ENSG00000114554, ENSG00000149269, ENSG00000053108",1022,489,14269,1.513246411,0.999999995,0.19417183,0.192444559
GOTERM_BP_FAT,GO:0030216~keratinocyte differentiation,16,1.035598706,0.002653249,"ENSG00000125780, ENSG00000138814, ENSG00000110723, ENSG00000175832, ENSG00000186081, ENSG00000154227, ENSG00000111012, ENSG00000003137, ENSG00000170423, ENSG00000143556, ENSG00000167754, ENSG00000118898, ENSG00000054277, ENSG00000012232, ENSG00000180316, ENSG00000125850",1022,94,14269,2.376483324,0.999999996,0.195831218,0.194089186
