Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0099601~regulation of neurotransmitter receptor activity,19,1.140456182,4.25E-07,"ENSG00000106236, ENSG00000198010, ENSG00000132535, ENSG00000198576, ENSG00000142408, ENSG00000112038, ENSG00000116544, ENSG00000171246, ENSG00000152413, ENSG00000080845, ENSG00000006116, ENSG00000143786, ENSG00000183092, ENSG00000221890, ENSG00000167653, ENSG00000161681, ENSG00000058335, ENSG00000166342, ENSG00000075429",1168,58,14326,4.017979452,0.003218749,5.29E-05,5.16E-05
GOTERM_BP_FAT,GO:0034220~ion transmembrane transport,136,8.163265306,4.89E-07,"ENSG00000149295, ENSG00000256394, ENSG00000089060, ENSG00000133424, ENSG00000140519, ENSG00000091664, ENSG00000198626, ENSG00000158445, ENSG00000138435, ENSG00000168135, ENSG00000100346, ENSG00000255346, ENSG00000143473, ENSG00000102001, ENSG00000013016, ENSG00000002746, ENSG00000141837, ENSG00000011083, ENSG00000178342, ENSG00000118160, ENSG00000198576, ENSG00000142408, ENSG00000112038, ENSG00000154118, ENSG00000102879, ENSG00000058335, ENSG00000134917, ENSG00000184611, ENSG00000164588, ENSG00000162687, ENSG00000177542, ENSG00000177301, ENSG00000138814, ENSG00000175003, ENSG00000156486, ENSG00000162728, ENSG00000109738, ENSG00000075673, ENSG00000008710, ENSG00000089327, ENSG00000162975, ENSG00000088992, ENSG00000072954, ENSG00000104044, ENSG00000075429, ENSG00000105642, ENSG00000151067, ENSG00000090020, ENSG00000070159, ENSG00000156113, ENSG00000175497, ENSG00000220205, ENSG00000137216, ENSG00000134343, ENSG00000075043, ENSG00000069966, ENSG00000145349, ENSG00000112053, ENSG00000115041, ENSG00000182450, ENSG00000036828, ENSG00000125510, ENSG00000149305, ENSG00000127533, ENSG00000132535, ENSG00000118596, ENSG00000135643, ENSG00000006116, ENSG00000184261, ENSG00000115194, ENSG00000144406, ENSG00000142185, ENSG00000183454, ENSG00000121361, ENSG00000169427, ENSG00000145335, ENSG00000176884, ENSG00000069424, ENSG00000113327, ENSG00000099337, ENSG00000157782, ENSG00000150995, ENSG00000081248, ENSG00000157542, ENSG00000111262, ENSG00000081923, ENSG00000152413, ENSG00000143786, ENSG00000189143, ENSG00000198929, ENSG00000116032, ENSG00000133195, ENSG00000221946, ENSG00000162763, ENSG00000166206, ENSG00000104369, ENSG00000175564, ENSG00000104888, ENSG00000132639, ENSG00000137801, ENSG00000164794, ENSG00000006210, ENSG00000151704, ENSG00000161681, ENSG00000117152, ENSG00000138172, ENSG00000139780, ENSG00000185774, ENSG00000102468, ENSG00000129749, ENSG00000123643, ENSG00000107593, ENSG00000182389, ENSG00000104361, ENSG00000184845, ENSG00000185933, ENSG00000026559, ENSG00000135519, ENSG00000154096, ENSG00000135750, ENSG00000121905, ENSG00000197106, ENSG00000170289, ENSG00000185482, ENSG00000166342, ENSG00000186297, ENSG00000100678, ENSG00000185760, ENSG00000157087, ENSG00000142319, ENSG00000089356, ENSG00000184156, ENSG00000182255, ENSG00000182256, ENSG00000140015, ENSG00000163873",1168,1097,14326,1.520597895,0.003705165,5.99E-05,5.84E-05
GOTERM_BP_FAT,GO:1903530~regulation of secretion by cell,78,4.681872749,5.92E-07,"ENSG00000149295, ENSG00000089060, ENSG00000213023, ENSG00000069535, ENSG00000105514, ENSG00000158445, ENSG00000067715, ENSG00000136854, ENSG00000135643, ENSG00000175426, ENSG00000008056, ENSG00000163485, ENSG00000136770, ENSG00000142185, ENSG00000100346, ENSG00000106089, ENSG00000102003, ENSG00000167964, ENSG00000184349, ENSG00000103056, ENSG00000145335, ENSG00000126583, ENSG00000041353, ENSG00000196277, ENSG00000150995, ENSG00000111863, ENSG00000181072, ENSG00000112038, ENSG00000133794, ENSG00000081803, ENSG00000123836, ENSG00000186472, ENSG00000070808, ENSG00000145242, ENSG00000145087, ENSG00000162009, ENSG00000148677, ENSG00000177542, ENSG00000177301, ENSG00000136999, ENSG00000138814, ENSG00000174672, ENSG00000132639, ENSG00000198049, ENSG00000198722, ENSG00000173267, ENSG00000173227, ENSG00000003147, ENSG00000081760, ENSG00000100604, ENSG00000166573, ENSG00000079841, ENSG00000102468, ENSG00000182389, ENSG00000184845, ENSG00000185518, ENSG00000188906, ENSG00000132326, ENSG00000105402, ENSG00000070031, ENSG00000220205, ENSG00000129990, ENSG00000171450, ENSG00000139998, ENSG00000164082, ENSG00000159224, ENSG00000151025, ENSG00000163032, ENSG00000011347, ENSG00000119714, ENSG00000101405, ENSG00000185002, ENSG00000163394, ENSG00000036828, ENSG00000101200, ENSG00000091428, ENSG00000166501, ENSG00000126368",1168,536,14326,1.784891893,0.004482253,7.13E-05,6.96E-05
GOTERM_BP_FAT,GO:0007416~synapse assembly,35,2.100840336,1.00E-06,"ENSG00000149295, ENSG00000196083, ENSG00000133424, ENSG00000149571, ENSG00000196189, ENSG00000004399, ENSG00000174576, ENSG00000171246, ENSG00000198739, ENSG00000166159, ENSG00000153707, ENSG00000151208, ENSG00000183098, ENSG00000184564, ENSG00000121361, ENSG00000139182, ENSG00000125266, ENSG00000184845, ENSG00000184349, ENSG00000145335, ENSG00000113327, ENSG00000075340, ENSG00000157168, ENSG00000196358, ENSG00000164061, ENSG00000158258, ENSG00000173898, ENSG00000186472, ENSG00000101405, ENSG00000188157, ENSG00000189108, ENSG00000091129, ENSG00000101463, ENSG00000166206, ENSG00000162105",1168,172,14326,2.495868509,0.007579137,1.19E-04,1.16E-04
GOTERM_BP_FAT,GO:0006887~exocytosis,56,3.361344538,1.35E-06,"ENSG00000149295, ENSG00000130477, ENSG00000213023, ENSG00000101194, ENSG00000105514, ENSG00000137501, ENSG00000158445, ENSG00000067715, ENSG00000136854, ENSG00000008056, ENSG00000100346, ENSG00000106089, ENSG00000102003, ENSG00000167964, ENSG00000103056, ENSG00000145335, ENSG00000126583, ENSG00000041353, ENSG00000181072, ENSG00000006740, ENSG00000081803, ENSG00000186472, ENSG00000102879, ENSG00000205436, ENSG00000186111, ENSG00000145087, ENSG00000158109, ENSG00000174672, ENSG00000132639, ENSG00000172575, ENSG00000198722, ENSG00000173227, ENSG00000100604, ENSG00000111052, ENSG00000187672, ENSG00000079841, ENSG00000102468, ENSG00000177380, ENSG00000100321, ENSG00000182389, ENSG00000184845, ENSG00000185518, ENSG00000158856, ENSG00000188906, ENSG00000105402, ENSG00000220205, ENSG00000129990, ENSG00000171450, ENSG00000139998, ENSG00000163032, ENSG00000011347, ENSG00000145506, ENSG00000149269, ENSG00000091428, ENSG00000166501, ENSG00000166900",1168,348,14326,1.973744292,0.01018306,1.57E-04,1.54E-04
GOTERM_BP_FAT,GO:1904062~regulation of cation transmembrane transport,54,3.241296519,1.69E-06,"ENSG00000149295, ENSG00000132535, ENSG00000198626, ENSG00000006116, ENSG00000183454, ENSG00000102001, ENSG00000145335, ENSG00000013016, ENSG00000002746, ENSG00000176884, ENSG00000069424, ENSG00000198576, ENSG00000142408, ENSG00000157782, ENSG00000112038, ENSG00000111262, ENSG00000154118, ENSG00000152413, ENSG00000143786, ENSG00000198929, ENSG00000102879, ENSG00000058335, ENSG00000221946, ENSG00000162763, ENSG00000104369, ENSG00000138814, ENSG00000156486, ENSG00000006210, ENSG00000089327, ENSG00000161681, ENSG00000117152, ENSG00000139780, ENSG00000185774, ENSG00000088992, ENSG00000182389, ENSG00000072954, ENSG00000184845, ENSG00000075429, ENSG00000026559, ENSG00000151067, ENSG00000090020, ENSG00000070159, ENSG00000175497, ENSG00000220205, ENSG00000154096, ENSG00000121905, ENSG00000069966, ENSG00000145349, ENSG00000185482, ENSG00000115041, ENSG00000166342, ENSG00000089356, ENSG00000125510, ENSG00000127533",1168,333,14326,1.988985561,0.01273825,1.94E-04,1.89E-04
GOTERM_BP_FAT,GO:0016079~synaptic vesicle exocytosis,20,1.200480192,2.01E-06,"ENSG00000130477, ENSG00000158109, ENSG00000105402, ENSG00000129990, ENSG00000220205, ENSG00000132639, ENSG00000198722, ENSG00000067715, ENSG00000136854, ENSG00000081803, ENSG00000173227, ENSG00000011347, ENSG00000186472, ENSG00000187672, ENSG00000079841, ENSG00000186111, ENSG00000177380, ENSG00000106089, ENSG00000166900, ENSG00000145335",1168,70,14326,3.504403131,0.015141799,2.28E-04,2.22E-04
GOTERM_BP_FAT,GO:0007188~adenylate cyclase-modulating G-protein coupled receptor signaling pathway,37,2.220888355,2.06E-06,"ENSG00000149295, ENSG00000128310, ENSG00000146360, ENSG00000153294, ENSG00000198049, ENSG00000164270, ENSG00000179603, ENSG00000111452, ENSG00000060558, ENSG00000163485, ENSG00000100604, ENSG00000166573, ENSG00000186642, ENSG00000168539, ENSG00000184845, ENSG00000181773, ENSG00000114812, ENSG00000196277, ENSG00000164082, ENSG00000159224, ENSG00000181072, ENSG00000112038, ENSG00000171873, ENSG00000154478, ENSG00000072071, ENSG00000121753, ENSG00000169676, ENSG00000171509, ENSG00000036828, ENSG00000162104, ENSG00000185149, ENSG00000180616, ENSG00000139292, ENSG00000091428, ENSG00000163873, ENSG00000125510, ENSG00000164128",1168,193,14326,2.351400028,0.015494311,2.30E-04,2.24E-04
GOTERM_BP_FAT,GO:0046717~acid secretion,23,1.380552221,2.21E-06,"ENSG00000149295, ENSG00000073734, ENSG00000113749, ENSG00000138308, ENSG00000070031, ENSG00000110148, ENSG00000196277, ENSG00000198049, ENSG00000164082, ENSG00000136854, ENSG00000163485, ENSG00000187048, ENSG00000101405, ENSG00000086300, ENSG00000103569, ENSG00000036828, ENSG00000121361, ENSG00000186115, ENSG00000101200, ENSG00000182389, ENSG00000141655, ENSG00000162365, ENSG00000125510",1168,90,14326,3.134493912,0.016660112,2.43E-04,2.38E-04
GOTERM_BP_FAT,GO:0048812~neuron projection morphogenesis,82,4.921968788,2.34E-06,"ENSG00000149295, ENSG00000130477, ENSG00000106689, ENSG00000213023, ENSG00000132535, ENSG00000130558, ENSG00000137825, ENSG00000075213, ENSG00000149571, ENSG00000198742, ENSG00000133067, ENSG00000067715, ENSG00000152784, ENSG00000136854, ENSG00000243232, ENSG00000175866, ENSG00000166159, ENSG00000153707, ENSG00000137261, ENSG00000107295, ENSG00000058404, ENSG00000184347, ENSG00000106123, ENSG00000184349, ENSG00000153266, ENSG00000077327, ENSG00000198576, ENSG00000111344, ENSG00000170340, ENSG00000113763, ENSG00000196358, ENSG00000006740, ENSG00000240771, ENSG00000006468, ENSG00000008086, ENSG00000160460, ENSG00000143869, ENSG00000139174, ENSG00000145242, ENSG00000160145, ENSG00000144550, ENSG00000091129, ENSG00000184613, ENSG00000138814, ENSG00000174672, ENSG00000132639, ENSG00000196189, ENSG00000066248, ENSG00000004399, ENSG00000110400, ENSG00000116106, ENSG00000171246, ENSG00000162374, ENSG00000119866, ENSG00000161681, ENSG00000079841, ENSG00000040608, ENSG00000100884, ENSG00000144460, ENSG00000184564, ENSG00000125266, ENSG00000120332, ENSG00000128656, ENSG00000124772, ENSG00000105245, ENSG00000135638, ENSG00000179774, ENSG00000188906, ENSG00000154096, ENSG00000171450, ENSG00000112658, ENSG00000138623, ENSG00000044524, ENSG00000112655, ENSG00000114554, ENSG00000144857, ENSG00000163394, ENSG00000124785, ENSG00000149269, ENSG00000123572, ENSG00000108797, ENSG00000053108",1168,593,14326,1.6960602,0.017593229,2.54E-04,2.47E-04
GOTERM_BP_FAT,GO:0051592~response to calcium ion,30,1.800720288,3.12E-06,"ENSG00000178773, ENSG00000213023, ENSG00000138814, ENSG00000137825, ENSG00000137801, ENSG00000067715, ENSG00000158445, ENSG00000198626, ENSG00000135643, ENSG00000175426, ENSG00000173227, ENSG00000142185, ENSG00000100884, ENSG00000143473, ENSG00000124772, ENSG00000158856, ENSG00000156113, ENSG00000129990, ENSG00000196353, ENSG00000161905, ENSG00000111344, ENSG00000121905, ENSG00000171532, ENSG00000152413, ENSG00000145349, ENSG00000011347, ENSG00000165272, ENSG00000036828, ENSG00000184156, ENSG00000144550",1168,142,14326,2.591284005,0.023427944,3.32E-04,3.24E-04
GOTERM_BP_FAT,GO:0048699~generation of neurons,169,10.14405762,3.17E-06,"ENSG00000149295, ENSG00000213023, ENSG00000106689, ENSG00000133424, ENSG00000163914, ENSG00000130558, ENSG00000075213, ENSG00000149571, ENSG00000198742, ENSG00000158445, ENSG00000067715, ENSG00000243232, ENSG00000175866, ENSG00000162670, ENSG00000008056, ENSG00000128918, ENSG00000153707, ENSG00000134072, ENSG00000151090, ENSG00000168539, ENSG00000184347, ENSG00000184349, ENSG00000002746, ENSG00000153266, ENSG00000198576, ENSG00000186907, ENSG00000196277, ENSG00000111344, ENSG00000170340, ENSG00000113763, ENSG00000112038, ENSG00000240771, ENSG00000133794, ENSG00000268643, ENSG00000144711, ENSG00000137474, ENSG00000168267, ENSG00000058335, ENSG00000143869, ENSG00000145242, ENSG00000160145, ENSG00000163536, ENSG00000144550, ENSG00000091129, ENSG00000078725, ENSG00000164588, ENSG00000184613, ENSG00000107954, ENSG00000138814, ENSG00000174672, ENSG00000143171, ENSG00000196189, ENSG00000169085, ENSG00000131584, ENSG00000165323, ENSG00000119866, ENSG00000089847, ENSG00000100884, ENSG00000183036, ENSG00000120332, ENSG00000124772, ENSG00000147655, ENSG00000105245, ENSG00000172260, ENSG00000095397, ENSG00000134986, ENSG00000105402, ENSG00000132326, ENSG00000139915, ENSG00000131759, ENSG00000092445, ENSG00000171450, ENSG00000157168, ENSG00000139517, ENSG00000186094, ENSG00000139352, ENSG00000116254, ENSG00000163394, ENSG00000188157, ENSG00000124785, ENSG00000183662, ENSG00000149269, ENSG00000123572, ENSG00000130477, ENSG00000132535, ENSG00000076864, ENSG00000137825, ENSG00000244405, ENSG00000135925, ENSG00000242866, ENSG00000133067, ENSG00000071051, ENSG00000135127, ENSG00000152784, ENSG00000136854, ENSG00000166159, ENSG00000151208, ENSG00000137261, ENSG00000107295, ENSG00000058404, ENSG00000122691, ENSG00000149256, ENSG00000164535, ENSG00000106123, ENSG00000075702, ENSG00000204060, ENSG00000183715, ENSG00000077327, ENSG00000153902, ENSG00000196358, ENSG00000006740, ENSG00000132386, ENSG00000111262, ENSG00000172602, ENSG00000081923, ENSG00000006468, ENSG00000008086, ENSG00000160460, ENSG00000139174, ENSG00000070808, ENSG00000185924, ENSG00000105976, ENSG00000218336, ENSG00000132639, ENSG00000198963, ENSG00000004399, ENSG00000066248, ENSG00000177628, ENSG00000110400, ENSG00000116106, ENSG00000171246, ENSG00000139304, ENSG00000119547, ENSG00000118733, ENSG00000162374, ENSG00000006210, ENSG00000161681, ENSG00000063015, ENSG00000079841, ENSG00000040608, ENSG00000144460, ENSG00000184564, ENSG00000186862, ENSG00000125266, ENSG00000128656, ENSG00000184845, ENSG00000103034, ENSG00000135638, ENSG00000179774, ENSG00000188906, ENSG00000109927, ENSG00000154096, ENSG00000112658, ENSG00000138623, ENSG00000044524, ENSG00000111962, ENSG00000112655, ENSG00000134780, ENSG00000112137, ENSG00000157368, ENSG00000171532, ENSG00000114554, ENSG00000144857, ENSG00000186297, ENSG00000157087, ENSG00000184156, ENSG00000108797, ENSG00000166900, ENSG00000053108",1168,1479,14326,1.401524308,0.023745285,3.32E-04,3.24E-04
GOTERM_BP_FAT,GO:0048468~cell development,226,13.56542617,3.20E-06,"ENSG00000149295, ENSG00000106689, ENSG00000213023, ENSG00000145491, ENSG00000130558, ENSG00000143194, ENSG00000205085, ENSG00000158445, ENSG00000114861, ENSG00000243232, ENSG00000128918, ENSG00000103056, ENSG00000072110, ENSG00000198576, ENSG00000186907, ENSG00000196277, ENSG00000111344, ENSG00000170340, ENSG00000113763, ENSG00000240771, ENSG00000268643, ENSG00000144711, ENSG00000163376, ENSG00000143869, ENSG00000145242, ENSG00000164588, ENSG00000184613, ENSG00000153531, ENSG00000138814, ENSG00000196189, ENSG00000119866, ENSG00000165323, ENSG00000125864, ENSG00000165209, ENSG00000104044, ENSG00000124772, ENSG00000105245, ENSG00000181378, ENSG00000171450, ENSG00000131759, ENSG00000197702, ENSG00000130783, ENSG00000139352, ENSG00000116254, ENSG00000163394, ENSG00000124785, ENSG00000183662, ENSG00000149269, ENSG00000090534, ENSG00000123572, ENSG00000137825, ENSG00000076864, ENSG00000244405, ENSG00000071051, ENSG00000060718, ENSG00000152784, ENSG00000136854, ENSG00000151208, ENSG00000137261, ENSG00000107295, ENSG00000122691, ENSG00000058404, ENSG00000149256, ENSG00000109906, ENSG00000132386, ENSG00000152413, ENSG00000006468, ENSG00000175707, ENSG00000008086, ENSG00000160460, ENSG00000186710, ENSG00000125850, ENSG00000198963, ENSG00000004399, ENSG00000066248, ENSG00000139549, ENSG00000116106, ENSG00000171368, ENSG00000171246, ENSG00000139304, ENSG00000118733, ENSG00000006210, ENSG00000161681, ENSG00000184564, ENSG00000144460, ENSG00000186862, ENSG00000182389, ENSG00000125266, ENSG00000128656, ENSG00000103034, ENSG00000135638, ENSG00000158856, ENSG00000179774, ENSG00000188906, ENSG00000109927, ENSG00000112658, ENSG00000112655, ENSG00000170961, ENSG00000162782, ENSG00000119714, ENSG00000186297, ENSG00000166900, ENSG00000127578, ENSG00000169856, ENSG00000133424, ENSG00000196562, ENSG00000075213, ENSG00000149571, ENSG00000198742, ENSG00000067715, ENSG00000175866, ENSG00000162670, ENSG00000008056, ENSG00000153707, ENSG00000134072, ENSG00000151090, ENSG00000186642, ENSG00000109670, ENSG00000168539, ENSG00000184347, ENSG00000184349, ENSG00000002746, ENSG00000153266, ENSG00000173213, ENSG00000129170, ENSG00000112038, ENSG00000133794, ENSG00000154237, ENSG00000137474, ENSG00000058335, ENSG00000071539, ENSG00000163536, ENSG00000160145, ENSG00000144671, ENSG00000144550, ENSG00000091129, ENSG00000078725, ENSG00000104892, ENSG00000107954, ENSG00000174672, ENSG00000198765, ENSG00000131584, ENSG00000089847, ENSG00000100884, ENSG00000183036, ENSG00000120332, ENSG00000172260, ENSG00000134986, ENSG00000095397, ENSG00000132326, ENSG00000092445, ENSG00000073146, ENSG00000157168, ENSG00000186094, ENSG00000112053, ENSG00000141384, ENSG00000188157, ENSG00000101842, ENSG00000130477, ENSG00000132535, ENSG00000242866, ENSG00000172399, ENSG00000133067, ENSG00000135127, ENSG00000166159, ENSG00000125207, ENSG00000106123, ENSG00000075702, ENSG00000204060, ENSG00000183715, ENSG00000077327, ENSG00000153902, ENSG00000081248, ENSG00000196358, ENSG00000067646, ENSG00000006740, ENSG00000111262, ENSG00000172602, ENSG00000081923, ENSG00000169436, ENSG00000139174, ENSG00000070808, ENSG00000160188, ENSG00000219435, ENSG00000139292, ENSG00000167139, ENSG00000148677, ENSG00000185924, ENSG00000068024, ENSG00000178951, ENSG00000105976, ENSG00000218336, ENSG00000132639, ENSG00000173389, ENSG00000177628, ENSG00000110400, ENSG00000119547, ENSG00000162374, ENSG00000077092, ENSG00000187553, ENSG00000150977, ENSG00000117152, ENSG00000063015, ENSG00000079841, ENSG00000040608, ENSG00000187556, ENSG00000165643, ENSG00000184845, ENSG00000161609, ENSG00000154096, ENSG00000150051, ENSG00000138623, ENSG00000044524, ENSG00000111962, ENSG00000112137, ENSG00000157368, ENSG00000171532, ENSG00000114554, ENSG00000115641, ENSG00000185482, ENSG00000144857, ENSG00000101489, ENSG00000147202, ENSG00000184156, ENSG00000108797, ENSG00000053108",1168,2093,14326,1.324406535,0.023952212,3.32E-04,3.24E-04
GOTERM_BP_FAT,GO:0017158~regulation of calcium ion-dependent exocytosis,25,1.50060024,3.35E-06,"ENSG00000149295, ENSG00000213023, ENSG00000198722, ENSG00000067715, ENSG00000158445, ENSG00000136854, ENSG00000173227, ENSG00000008056, ENSG00000079841, ENSG00000100346, ENSG00000102468, ENSG00000102003, ENSG00000182389, ENSG00000106089, ENSG00000184845, ENSG00000185518, ENSG00000188906, ENSG00000105402, ENSG00000126583, ENSG00000129990, ENSG00000171450, ENSG00000181072, ENSG00000011347, ENSG00000145087, ENSG00000166501",1168,106,14326,2.892785604,0.02512972,3.44E-04,3.35E-04
GOTERM_BP_FAT,GO:0051960~regulation of nervous system development,112,6.722689076,3.67E-06,"ENSG00000149295, ENSG00000213023, ENSG00000106689, ENSG00000130558, ENSG00000075213, ENSG00000198742, ENSG00000067715, ENSG00000138798, ENSG00000175866, ENSG00000162670, ENSG00000198739, ENSG00000153707, ENSG00000134072, ENSG00000183098, ENSG00000168539, ENSG00000184349, ENSG00000002746, ENSG00000153266, ENSG00000198576, ENSG00000186907, ENSG00000111344, ENSG00000112038, ENSG00000133794, ENSG00000072071, ENSG00000268643, ENSG00000143869, ENSG00000163536, ENSG00000189108, ENSG00000144550, ENSG00000091129, ENSG00000078725, ENSG00000107954, ENSG00000138814, ENSG00000174672, ENSG00000143171, ENSG00000196189, ENSG00000131584, ENSG00000165323, ENSG00000119866, ENSG00000100884, ENSG00000183036, ENSG00000139182, ENSG00000120332, ENSG00000124772, ENSG00000105376, ENSG00000105245, ENSG00000172260, ENSG00000134986, ENSG00000132326, ENSG00000131759, ENSG00000157168, ENSG00000158258, ENSG00000139352, ENSG00000188157, ENSG00000183662, ENSG00000149269, ENSG00000196083, ENSG00000130477, ENSG00000076864, ENSG00000137825, ENSG00000244405, ENSG00000166159, ENSG00000151208, ENSG00000137261, ENSG00000058404, ENSG00000149256, ENSG00000145335, ENSG00000075702, ENSG00000204060, ENSG00000153902, ENSG00000196358, ENSG00000006740, ENSG00000132386, ENSG00000008086, ENSG00000070808, ENSG00000101463, ENSG00000185924, ENSG00000218336, ENSG00000132639, ENSG00000004399, ENSG00000066248, ENSG00000110400, ENSG00000116106, ENSG00000171368, ENSG00000162374, ENSG00000006210, ENSG00000077092, ENSG00000161681, ENSG00000063015, ENSG00000079841, ENSG00000040608, ENSG00000184564, ENSG00000125266, ENSG00000128656, ENSG00000184845, ENSG00000103034, ENSG00000135638, ENSG00000179774, ENSG00000188906, ENSG00000154096, ENSG00000112658, ENSG00000138623, ENSG00000044524, ENSG00000111962, ENSG00000112655, ENSG00000112137, ENSG00000157368, ENSG00000171532, ENSG00000114554, ENSG00000101405, ENSG00000108797, ENSG00000053108",1168,894,14326,1.536606295,0.027445457,3.71E-04,3.62E-04
GOTERM_BP_FAT,GO:0007612~learning,31,1.860744298,5.08E-06,"ENSG00000149295, ENSG00000154146, ENSG00000109956, ENSG00000132535, ENSG00000132639, ENSG00000064687, ENSG00000174576, ENSG00000196639, ENSG00000162374, ENSG00000161681, ENSG00000183454, ENSG00000184845, ENSG00000181656, ENSG00000103034, ENSG00000106236, ENSG00000176884, ENSG00000198576, ENSG00000118160, ENSG00000112658, ENSG00000156395, ENSG00000158258, ENSG00000171532, ENSG00000154118, ENSG00000169676, ENSG00000166342, ENSG00000101349, ENSG00000186297, ENSG00000100678, ENSG00000123454, ENSG00000125510, ENSG00000162105",1168,153,14326,2.485148626,0.03781023,5.07E-04,4.95E-04
GOTERM_BP_FAT,GO:0022008~neurogenesis,178,10.68427371,5.90E-06,"ENSG00000149295, ENSG00000213023, ENSG00000106689, ENSG00000133424, ENSG00000163914, ENSG00000130558, ENSG00000075213, ENSG00000149571, ENSG00000198742, ENSG00000158445, ENSG00000067715, ENSG00000243232, ENSG00000175866, ENSG00000162670, ENSG00000008056, ENSG00000128918, ENSG00000153707, ENSG00000134072, ENSG00000151090, ENSG00000168539, ENSG00000184347, ENSG00000184349, ENSG00000002746, ENSG00000153266, ENSG00000198576, ENSG00000186907, ENSG00000196277, ENSG00000111344, ENSG00000170340, ENSG00000113763, ENSG00000112038, ENSG00000240771, ENSG00000133794, ENSG00000268643, ENSG00000144711, ENSG00000137474, ENSG00000168267, ENSG00000058335, ENSG00000143869, ENSG00000145242, ENSG00000160145, ENSG00000163536, ENSG00000144550, ENSG00000091129, ENSG00000078725, ENSG00000164588, ENSG00000166886, ENSG00000184613, ENSG00000107954, ENSG00000138814, ENSG00000174672, ENSG00000143171, ENSG00000196189, ENSG00000169085, ENSG00000131584, ENSG00000165323, ENSG00000119866, ENSG00000089847, ENSG00000100884, ENSG00000183036, ENSG00000120332, ENSG00000124772, ENSG00000147655, ENSG00000105245, ENSG00000172260, ENSG00000095397, ENSG00000134986, ENSG00000105402, ENSG00000132326, ENSG00000139915, ENSG00000131759, ENSG00000092445, ENSG00000171450, ENSG00000157168, ENSG00000139517, ENSG00000186094, ENSG00000139352, ENSG00000116254, ENSG00000138386, ENSG00000163394, ENSG00000188157, ENSG00000124785, ENSG00000183662, ENSG00000149269, ENSG00000123572, ENSG00000130477, ENSG00000132535, ENSG00000076864, ENSG00000137825, ENSG00000244405, ENSG00000135925, ENSG00000242866, ENSG00000133067, ENSG00000071051, ENSG00000135127, ENSG00000152784, ENSG00000136854, ENSG00000175426, ENSG00000166159, ENSG00000151208, ENSG00000137261, ENSG00000107295, ENSG00000183454, ENSG00000058404, ENSG00000122691, ENSG00000149256, ENSG00000164535, ENSG00000106123, ENSG00000075702, ENSG00000204060, ENSG00000183715, ENSG00000077327, ENSG00000153902, ENSG00000196358, ENSG00000006740, ENSG00000132386, ENSG00000111262, ENSG00000172602, ENSG00000081923, ENSG00000006468, ENSG00000008086, ENSG00000160460, ENSG00000139174, ENSG00000070808, ENSG00000185924, ENSG00000105976, ENSG00000218336, ENSG00000132639, ENSG00000198963, ENSG00000004399, ENSG00000066248, ENSG00000177628, ENSG00000110400, ENSG00000116106, ENSG00000171368, ENSG00000171246, ENSG00000139304, ENSG00000119547, ENSG00000118733, ENSG00000162374, ENSG00000006210, ENSG00000077092, ENSG00000161681, ENSG00000063015, ENSG00000079841, ENSG00000040608, ENSG00000144460, ENSG00000184564, ENSG00000186862, ENSG00000127329, ENSG00000125266, ENSG00000128656, ENSG00000184845, ENSG00000103034, ENSG00000135638, ENSG00000179774, ENSG00000188906, ENSG00000109927, ENSG00000154096, ENSG00000112658, ENSG00000138623, ENSG00000070193, ENSG00000044524, ENSG00000111962, ENSG00000112655, ENSG00000134780, ENSG00000112137, ENSG00000157368, ENSG00000171532, ENSG00000114554, ENSG00000144857, ENSG00000186297, ENSG00000100678, ENSG00000157087, ENSG00000184156, ENSG00000108797, ENSG00000166900, ENSG00000053108",1168,1591,14326,1.372245852,0.043814334,5.82E-04,5.68E-04
GOTERM_BP_FAT,GO:0007613~memory,27,1.620648259,6.03E-06,"ENSG00000149295, ENSG00000133424, ENSG00000132639, ENSG00000064687, ENSG00000174576, ENSG00000196639, ENSG00000161681, ENSG00000165186, ENSG00000102468, ENSG00000183454, ENSG00000184845, ENSG00000204060, ENSG00000198576, ENSG00000118160, ENSG00000112658, ENSG00000156395, ENSG00000159224, ENSG00000132386, ENSG00000154118, ENSG00000101405, ENSG00000058335, ENSG00000166342, ENSG00000101349, ENSG00000100678, ENSG00000182450, ENSG00000123454, ENSG00000078725",1168,124,14326,2.670694322,0.044739329,5.87E-04,5.72E-04
