ID,Gene Name,Species
ENSG00000167601,AXL receptor tyrosine kinase(AXL),Homo sapiens
ENSG00000135541,Abelson helper integration site 1(AHI1),Homo sapiens
ENSG00000258864,Adenomatous polyposis coli protein (H3BNH8_HUMAN),Homo sapiens
ENSG00000153317,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1(ASAP1)",Homo sapiens
ENSG00000131584,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3(ACAP3)",Homo sapiens
ENSG00000157764,"B-Raf proto-oncogene, serine/threonine kinase(BRAF)",Homo sapiens
ENSG00000151929,BAG cochaperone 3(BAG3),Homo sapiens
ENSG00000166170,BAG cochaperone 5(BAG5),Homo sapiens
ENSG00000175866,BAR/IMD domain containing adaptor protein 2(BAIAP2),Homo sapiens
ENSG00000142867,BCL10 immune signaling adaptor(BCL10),Homo sapiens
ENSG00000119866,BCL11 transcription factor A(BCL11A),Homo sapiens
ENSG00000127152,BCL11 transcription factor B(BCL11B),Homo sapiens
ENSG00000171791,BCL2 apoptosis regulator(BCL2),Homo sapiens
ENSG00000087088,"BCL2 associated X, apoptosis regulator(BAX)",Homo sapiens
ENSG00000002330,BCL2 associated agonist of cell death(BAD),Homo sapiens
ENSG00000176720,BCL2 family apoptosis regulator BOK(BOK),Homo sapiens
ENSG00000176171,BCL2 interacting protein 3(BNIP3),Homo sapiens
ENSG00000153094,BCL2 like 11(BCL2L11),Homo sapiens
ENSG00000129473,BCL2 like 2(BCL2L2),Homo sapiens
ENSG00000113916,BCL6 transcription repressor(BCL6),Homo sapiens
ENSG00000186716,BCR activator of RhoGEF and GTPase(BCR),Homo sapiens
ENSG00000151917,BEN domain containing 6(BEND6),Homo sapiens
ENSG00000135127,BICD family like cargo adaptor 1(BICDL1),Homo sapiens
ENSG00000136573,"BLK proto-oncogene, Src family tyrosine kinase(BLK)",Homo sapiens
ENSG00000168283,"BMI1 proto-oncogene, polycomb ring finger(BMI1)",Homo sapiens
ENSG00000078725,BMP/retinoic acid inducible neural specific 1(BRINP1),Homo sapiens
ENSG00000198797,BMP/retinoic acid inducible neural specific 2(BRINP2),Homo sapiens
ENSG00000162670,BMP/retinoic acid inducible neural specific 3(BRINP3),Homo sapiens
ENSG00000144857,"BOC cell adhesion associated, oncogene regulated(BOC)",Homo sapiens
ENSG00000160469,BR serine/threonine kinase 1(BRSK1),Homo sapiens
ENSG00000174672,BR serine/threonine kinase 2(BRSK2),Homo sapiens
ENSG00000139618,BRCA2 DNA repair associated(BRCA2),Homo sapiens
ENSG00000064726,BTB domain containing 1(BTBD1),Homo sapiens
ENSG00000133243,BTB domain containing 2(BTBD2),Homo sapiens
ENSG00000132640,BTB domain containing 3(BTBD3),Homo sapiens
ENSG00000184887,BTB domain containing 6(BTBD6),Homo sapiens
ENSG00000159388,BTG anti-proliferation factor 2(BTG2),Homo sapiens
ENSG00000137707,BTG anti-proliferation factor 4(BTG4),Homo sapiens
ENSG00000125492,BarH like homeobox 1(BARHL1),Homo sapiens
ENSG00000143032,BarH like homeobox 2(BARHL2),Homo sapiens
ENSG00000174483,Bardet-Biedl syndrome 1(BBS1),Homo sapiens
ENSG00000125124,Bardet-Biedl syndrome 2(BBS2),Homo sapiens
ENSG00000140463,Bardet-Biedl syndrome 4(BBS4),Homo sapiens
ENSG00000138686,Bardet-Biedl syndrome 7(BBS7),Homo sapiens
ENSG00000172156,C-C motif chemokine ligand 11(CCL11),Homo sapiens
ENSG00000108691,C-C motif chemokine ligand 2(CCL2),Homo sapiens
ENSG00000121807,C-C motif chemokine receptor 2(CCR2),Homo sapiens
ENSG00000183813,C-C motif chemokine receptor 4(CCR4),Homo sapiens
ENSG00000163739,C-X-C motif chemokine ligand 1(CXCL1),Homo sapiens
ENSG00000107562,C-X-C motif chemokine ligand 12(CXCL12),Homo sapiens
ENSG00000180871,C-X-C motif chemokine receptor 2(CXCR2),Homo sapiens
ENSG00000121966,C-X-C motif chemokine receptor 4(CXCR4),Homo sapiens
ENSG00000006210,C-X3-C motif chemokine ligand 1(CX3CL1),Homo sapiens
ENSG00000168329,C-X3-C motif chemokine receptor 1(CX3CR1),Homo sapiens
ENSG00000103653,C-terminal Src kinase(CSK),Homo sapiens
ENSG00000168014,C2 domain containing 3 centriole elongation regulator(C2CD3),Homo sapiens
ENSG00000147894,C9orf72-SMCR8 complex subunit(C9orf72),Homo sapiens
ENSG00000003402,CASP8 and FADD like apoptosis regulator(CFLAR),Homo sapiens
ENSG00000078699,CBFA2/RUNX1 partner transcriptional co-repressor 2(CBFA2T2),Homo sapiens
ENSG00000172216,CCAAT enhancer binding protein beta(CEBPB),Homo sapiens
ENSG00000198851,CD3 epsilon subunit of T-cell receptor complex(CD3E),Homo sapiens
ENSG00000167775,CD320 molecule(CD320),Homo sapiens
ENSG00000004468,CD38 molecule(CD38),Homo sapiens
ENSG00000010278,CD9 molecule(CD9),Homo sapiens
ENSG00000101391,CDK5 regulatory subunit associated protein 1(CDK5RAP1),Homo sapiens
ENSG00000136861,CDK5 regulatory subunit associated protein 2(CDK5RAP2),Homo sapiens
ENSG00000108465,CDK5 regulatory subunit associated protein 3(CDK5RAP3),Homo sapiens
ENSG00000214960,CDP-L-ribitol pyrophosphorylase A(CRPPA),Homo sapiens
ENSG00000099954,CECR2 histone acetyl-lysine reader(CECR2),Homo sapiens
ENSG00000170293,CKLF like MARVEL transmembrane domain containing 8(CMTM8),Homo sapiens
ENSG00000102805,CLN5 intracellular trafficking protein(CLN5),Homo sapiens
ENSG00000182372,CLN8 transmembrane ER and ERGIC protein(CLN8),Homo sapiens
ENSG00000166200,COP9 signalosome subunit 2(COPS2),Homo sapiens
ENSG00000105662,CREB regulated transcription coactivator 1(CRTC1),Homo sapiens
ENSG00000099942,"CRK like proto-oncogene, adaptor protein(CRKL)",Homo sapiens
ENSG00000167193,"CRK proto-oncogene, adaptor protein(CRK)",Homo sapiens
ENSG00000144579,CTD small phosphatase 1(CTDSP1),Homo sapiens
ENSG00000164796,CUB and Sushi multiple domains 3(CSMD3),Homo sapiens
ENSG00000125931,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1(CITED1),Homo sapiens
ENSG00000164442,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2(CITED2),Homo sapiens
ENSG00000134508,Cdk5 and Abl enzyme substrate 1(CABLES1),Homo sapiens
ENSG00000128965,ChaC glutathione specific gamma-glutamylcyclotransferase 1(CHAC1),Homo sapiens
ENSG00000173406,DAB adaptor protein 1(DAB1),Homo sapiens
ENSG00000153071,DAB adaptor protein 2(DAB2),Homo sapiens
ENSG00000136848,DAB2 interacting protein(DAB2IP),Homo sapiens
ENSG00000158163,DAZ interacting zinc finger protein 1 like(DZIP1L),Homo sapiens
ENSG00000187323,DCC netrin 1 receptor(DCC),Homo sapiens
ENSG00000136271,DEAD-box helicase 56(DDX56),Homo sapiens
ENSG00000110367,DEAD-box helicase 6(DDX6),Homo sapiens
ENSG00000177030,DEAF1 transcription factor(DEAF1),Homo sapiens
ENSG00000174953,DEAH-box helicase 36(DHX36),Homo sapiens
ENSG00000150990,DEAH-box helicase 37(DHX37),Homo sapiens
ENSG00000184014,DENN domain containing 5A(DENND5A),Homo sapiens
ENSG00000132153,DExH-box helicase 30(DHX30),Homo sapiens
ENSG00000162946,DISC1 scaffold protein(DISC1),Homo sapiens
ENSG00000150764,DIX domain containing 1(DIXDC1),Homo sapiens
ENSG00000164741,DLC1 Rho GTPase activating protein(DLC1),Homo sapiens
ENSG00000142700,DMRT like family A2(DMRTA2),Homo sapiens
ENSG00000168209,DNA damage inducible transcript 4(DDIT4),Homo sapiens
ENSG00000174405,DNA ligase 4(LIG4),Homo sapiens
ENSG00000119772,DNA methyltransferase 3 alpha(DNMT3A),Homo sapiens
ENSG00000077097,DNA topoisomerase II beta(TOP2B),Homo sapiens
ENSG00000177103,DS cell adhesion molecule like 1(DSCAML1),Homo sapiens
ENSG00000171587,DS cell adhesion molecule(DSCAM),Homo sapiens
ENSG00000132002,DnaJ heat shock protein family (Hsp40) member B1(DNAJB1),Homo sapiens
ENSG00000090520,DnaJ heat shock protein family (Hsp40) member B11(DNAJB11),Homo sapiens
ENSG00000176410,DnaJ heat shock protein family (Hsp40) member C30(DNAJC30),Homo sapiens
ENSG00000100393,E1A binding protein p300(EP300),Homo sapiens
ENSG00000101412,E2F transcription factor 1(E2F1),Homo sapiens
ENSG00000119147,ECRG4 augurin precursor(ECRG4),Homo sapiens
ENSG00000096093,EF-hand domain containing 1(EFHC1),Homo sapiens
ENSG00000183690,EF-hand domain containing 2(EFHC2),Homo sapiens
ENSG00000115468,EF-hand domain family member D1(EFHD1),Homo sapiens
ENSG00000110047,EH domain containing 1(EHD1),Homo sapiens
ENSG00000196361,ELAV like RNA binding protein 3(ELAVL3),Homo sapiens
ENSG00000162374,ELAV like RNA binding protein 4(ELAVL4),Homo sapiens
ENSG00000066629,EMAP like 1(EML1),Homo sapiens
ENSG00000154380,ENAH actin regulator(ENAH),Homo sapiens
ENSG00000146904,EPH receptor A1(EPHA1),Homo sapiens
ENSG00000183317,EPH receptor A10(EPHA10),Homo sapiens
ENSG00000142627,EPH receptor A2(EPHA2),Homo sapiens
ENSG00000044524,EPH receptor A3(EPHA3),Homo sapiens
ENSG00000116106,EPH receptor A4(EPHA4),Homo sapiens
ENSG00000145242,EPH receptor A5(EPHA5),Homo sapiens
ENSG00000080224,EPH receptor A6(EPHA6),Homo sapiens
ENSG00000135333,EPH receptor A7(EPHA7),Homo sapiens
ENSG00000070886,EPH receptor A8(EPHA8),Homo sapiens
ENSG00000154928,EPH receptor B1(EPHB1),Homo sapiens
ENSG00000133216,EPH receptor B2(EPHB2),Homo sapiens
ENSG00000182580,EPH receptor B3(EPHB3),Homo sapiens
ENSG00000196411,EPH receptor B4(EPHB4),Homo sapiens
ENSG00000106123,EPH receptor B6(EPHB6),Homo sapiens
ENSG00000112425,"EPM2A glucan phosphatase, laforin(EPM2A)",Homo sapiens
ENSG00000104884,"ERCC excision repair 2, TFIIH core complex helicase subunit(ERCC2)",Homo sapiens
ENSG00000163161,"ERCC excision repair 3, TFIIH core complex helicase subunit(ERCC3)",Homo sapiens
ENSG00000225830,"ERCC excision repair 6, chromatin remodeling factor(ERCC6)",Homo sapiens
ENSG00000006468,ETS variant transcription factor 1(ETV1),Homo sapiens
ENSG00000244405,ETS variant transcription factor 5(ETV5),Homo sapiens
ENSG00000139083,ETS variant transcription factor 6(ETV6),Homo sapiens
ENSG00000104313,EYA transcriptional coactivator and phosphatase 1(EYA1),Homo sapiens
ENSG00000196405,Enah/Vasp-like(EVL),Homo sapiens
ENSG00000072803,F-box and WD repeat domain containing 11(FBXW11),Homo sapiens
ENSG00000174989,F-box and WD repeat domain containing 8(FBXW8),Homo sapiens
ENSG00000145743,F-box and leucine rich repeat protein 17(FBXL17),Homo sapiens
ENSG00000103264,F-box protein 31(FBXO31),Homo sapiens
ENSG00000145868,F-box protein 38(FBXO38),Homo sapiens
ENSG00000174013,F-box protein 45(FBXO45),Homo sapiens
ENSG00000100225,F-box protein 7(FBXO7),Homo sapiens
ENSG00000158169,FA complementation group C(FANCC),Homo sapiens
ENSG00000144554,FA complementation group D2(FANCD2),Homo sapiens
ENSG00000165323,FAT atypical cadherin 3(FAT3),Homo sapiens
ENSG00000196159,FAT atypical cadherin 4(FAT4),Homo sapiens
ENSG00000165694,FERM domain containing 7(FRMD7),Homo sapiens
ENSG00000152767,"FERM, ARH/RhoGEF and pleckstrin domain protein 1(FARP1)",Homo sapiens
ENSG00000006607,"FERM, ARH/RhoGEF and pleckstrin domain protein 2(FARP2)",Homo sapiens
ENSG00000182511,"FES proto-oncogene, tyrosine kinase(FES)",Homo sapiens
ENSG00000163497,"FEV transcription factor, ETS family member(FEV)",Homo sapiens
ENSG00000128610,FEZ family zinc finger 1(FEZF1),Homo sapiens
ENSG00000153266,FEZ family zinc finger 2(FEZF2),Homo sapiens
ENSG00000112367,FIG4 phosphoinositide 5-phosphatase(FIG4),Homo sapiens
ENSG00000119782,FKBP prolyl isomerase 1B(FKBP1B),Homo sapiens
ENSG00000004478,FKBP prolyl isomerase 4(FKBP4),Homo sapiens
ENSG00000105701,FKBP prolyl isomerase 8(FKBP8),Homo sapiens
ENSG00000114416,FMR1 autosomal homolog 1(FXR1),Homo sapiens
ENSG00000129245,FMR1 autosomal homolog 2(FXR2),Homo sapiens
ENSG00000075539,FRY like transcription coactivator(FRYL),Homo sapiens
ENSG00000073910,FRY microtubule binding protein(FRY),Homo sapiens
ENSG00000010810,"FYN proto-oncogene, Src family tyrosine kinase(FYN)",Homo sapiens
ENSG00000135472,Fas apoptotic inhibitory molecule 2(FAIM2),Homo sapiens
ENSG00000158234,Fas apoptotic inhibitory molecule(FAIM),Homo sapiens
ENSG00000072694,Fc gamma receptor IIb(FCGR2B),Homo sapiens
ENSG00000146618,Fer3 like bHLH transcription factor(FERD3L),Homo sapiens
ENSG00000170345,"Fos proto-oncogene, AP-1 transcription factor subunit(FOS)",Homo sapiens
ENSG00000068438,FtsJ RNA 2'-O-methyltransferase 1(FTSJ1),Homo sapiens
ENSG00000169258,G protein regulated inducer of neurite outgrowth 1(GPRIN1),Homo sapiens
ENSG00000204175,G protein regulated inducer of neurite outgrowth 2(GPRIN2),Homo sapiens
ENSG00000160360,G protein signaling modulator 1(GPSM1),Homo sapiens
ENSG00000065135,G protein subunit alpha i3(GNAI3),Homo sapiens
ENSG00000114349,G protein subunit alpha transducin 1(GNAT1),Homo sapiens
ENSG00000134183,G protein subunit alpha transducin 2(GNAT2),Homo sapiens
ENSG00000114450,G protein subunit beta 4(GNB4),Homo sapiens
ENSG00000127928,G protein subunit gamma transducin 1(GNGT1),Homo sapiens
ENSG00000164850,G protein-coupled estrogen receptor 1(GPER1),Homo sapiens
ENSG00000180758,G protein-coupled receptor 157(GPR157),Homo sapiens
ENSG00000151025,G protein-coupled receptor 158(GPR158),Homo sapiens
ENSG00000143147,G protein-coupled receptor 161(GPR161),Homo sapiens
ENSG00000144230,G protein-coupled receptor 17(GPR17),Homo sapiens
ENSG00000184194,G protein-coupled receptor 173(GPR173),Homo sapiens
ENSG00000169508,G protein-coupled receptor 183(GPR183),Homo sapiens
ENSG00000170075,G protein-coupled receptor 37 like 1(GPR37L1),Homo sapiens
ENSG00000170775,G protein-coupled receptor 37(GPR37),Homo sapiens
ENSG00000135973,G protein-coupled receptor 45(GPR45),Homo sapiens
ENSG00000198908,G protein-coupled receptor associated sorting protein family member 3(GPRASP3),Homo sapiens
ENSG00000167191,G protein-coupled receptor class C group 5 member B(GPRC5B),Homo sapiens
ENSG00000179348,GATA binding protein 2(GATA2),Homo sapiens
ENSG00000107485,GATA binding protein 3(GATA3),Homo sapiens
ENSG00000151892,GDNF family receptor alpha 1(GFRA1),Homo sapiens
ENSG00000168546,GDNF family receptor alpha 2(GFRA2),Homo sapiens
ENSG00000146013,GDNF family receptor alpha 3(GFRA3),Homo sapiens
ENSG00000125861,GDNF family receptor alpha 4(GFRA4),Homo sapiens
ENSG00000187871,GDNF family receptor alpha like(GFRAL),Homo sapiens
ENSG00000203879,GDP dissociation inhibitor 1(GDI1),Homo sapiens
ENSG00000108262,GIT ArfGAP 1(GIT1),Homo sapiens
ENSG00000139436,GIT ArfGAP 2(GIT2),Homo sapiens
ENSG00000111087,GLI family zinc finger 1(GLI1),Homo sapiens
ENSG00000074047,GLI family zinc finger 2(GLI2),Homo sapiens
ENSG00000106571,GLI family zinc finger 3(GLI3),Homo sapiens
ENSG00000126603,GLIS family zinc finger 2(GLIS2),Homo sapiens
ENSG00000185477,GPRIN family member 3(GPRIN3),Homo sapiens
ENSG00000204120,GRB10 interacting GYF protein 2(GIGYF2),Homo sapiens
ENSG00000169840,GS homeobox 1(GSX1),Homo sapiens
ENSG00000180613,GS homeobox 2(GSX2),Homo sapiens
ENSG00000136630,H2.0 like homeobox(HLX),Homo sapiens
ENSG00000188486,H2A.X variant histone(H2AX),Homo sapiens
ENSG00000234289,H2B clustered histone 12 like(H2BC12L),Homo sapiens
ENSG00000188816,H6 family homeobox 2(HMX2),Homo sapiens
ENSG00000188620,H6 family homeobox 3(HMX3),Homo sapiens
ENSG00000166503,HDGF like 3(HDGFL3),Homo sapiens
ENSG00000103657,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1(HERC1),Homo sapiens
ENSG00000092148,HECT domain E3 ubiquitin protein ligase 1(HECTD1),Homo sapiens
ENSG00000002746,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1(HECW1)",Homo sapiens
ENSG00000138411,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2(HECW2)",Homo sapiens
ENSG00000163666,HESX homeobox 1(HESX1),Homo sapiens
ENSG00000157423,HYDIN axonemal central pair apparatus protein(HYDIN),Homo sapiens
ENSG00000115317,HtrA serine peptidase 2(HTRA2),Homo sapiens
ENSG00000188487,INSC spindle orientation adaptor protein(INSC),Homo sapiens
ENSG00000173404,INSM transcriptional repressor 1(INSM1),Homo sapiens
ENSG00000168348,INSM transcriptional repressor 2(INSM2),Homo sapiens
ENSG00000144711,IQ motif and Sec7 domain ArfGEF 1(IQSEC1),Homo sapiens
ENSG00000140575,IQ motif containing GTPase activating protein 1(IQGAP1),Homo sapiens
ENSG00000016082,ISL LIM homeobox 1(ISL1),Homo sapiens
ENSG00000159556,ISL LIM homeobox 2(ISL2),Homo sapiens
ENSG00000182149,IST1 factor associated with ESCRT-III(IST1),Homo sapiens
ENSG00000163501,Indian hedgehog signaling molecule(IHH),Homo sapiens
ENSG00000183340,JRK like(JRKL),Homo sapiens
ENSG00000096968,Janus kinase 2(JAK2),Homo sapiens
ENSG00000177606,"Jun proto-oncogene, AP-1 transcription factor subunit(JUN)",Homo sapiens
ENSG00000203908,"KH domain containing 3 like, subcortical maternal complex member(KHDC3L)",Homo sapiens
ENSG00000142687,KIAA0319 like(KIAA0319L),Homo sapiens
ENSG00000137261,KIAA0319(KIAA0319),Homo sapiens
ENSG00000149633,KIAA1755(KIAA1755),Homo sapiens
ENSG00000157404,"KIT proto-oncogene, receptor tyrosine kinase(KIT)",Homo sapiens
ENSG00000163884,KLF transcription factor 15(KLF15),Homo sapiens
ENSG00000136826,KLF transcription factor 4(KLF4),Homo sapiens
ENSG00000118263,KLF transcription factor 7(KLF7),Homo sapiens
ENSG00000107104,KN motif and ankyrin repeat domains 1(KANK1),Homo sapiens
ENSG00000133703,"KRAS proto-oncogene, GTPase(KRAS)",Homo sapiens
ENSG00000197993,Kell metallo-endopeptidase (Kell blood group)(KEL),Homo sapiens
ENSG00000198910,L1 cell adhesion molecule(L1CAM),Homo sapiens
ENSG00000133424,LARGE xylosyl- and glucuronyltransferase 1(LARGE1),Homo sapiens
ENSG00000123384,LDL receptor related protein 1(LRP1),Homo sapiens
ENSG00000147650,LDL receptor related protein 12(LRP12),Homo sapiens
ENSG00000081479,LDL receptor related protein 2(LRP2),Homo sapiens
ENSG00000134569,LDL receptor related protein 4(LRP4),Homo sapiens
ENSG00000070018,LDL receptor related protein 6(LRP6),Homo sapiens
ENSG00000157193,LDL receptor related protein 8(LRP8),Homo sapiens
ENSG00000156959,LHFPL tetraspan subfamily member 4(LHFPL4),Homo sapiens
ENSG00000197753,LHFPL tetraspan subfamily member 5(LHFPL5),Homo sapiens
ENSG00000128342,LIF interleukin 6 family cytokine(LIF),Homo sapiens
ENSG00000198728,LIM domain binding 1(LDB1),Homo sapiens
ENSG00000169744,LIM domain binding 2(LDB2),Homo sapiens
ENSG00000106683,LIM domain kinase 1(LIMK1),Homo sapiens
ENSG00000143013,LIM domain only 4(LMO4),Homo sapiens
ENSG00000106689,LIM homeobox 2(LHX2),Homo sapiens
ENSG00000107187,LIM homeobox 3(LHX3),Homo sapiens
ENSG00000121454,LIM homeobox 4(LHX4),Homo sapiens
ENSG00000089116,LIM homeobox 5(LHX5),Homo sapiens
ENSG00000106852,LIM homeobox 6(LHX6),Homo sapiens
ENSG00000162624,LIM homeobox 8(LHX8),Homo sapiens
ENSG00000143355,LIM homeobox 9(LHX9),Homo sapiens
ENSG00000162761,LIM homeobox transcription factor 1 alpha(LMX1A),Homo sapiens
ENSG00000136944,LIM homeobox transcription factor 1 beta(LMX1B),Homo sapiens
ENSG00000131899,LLGL scribble cell polarity complex component 1(LLGL1),Homo sapiens
ENSG00000139233,"LLP homolog, long-term synaptic facilitation factor(LLPH)",Homo sapiens
ENSG00000175324,"LSM1 homolog, mRNA degradation associated(LSM1)",Homo sapiens
ENSG00000254087,"LYN proto-oncogene, Src family tyrosine kinase(LYN)",Homo sapiens
ENSG00000204103,MAF bZIP transcription factor B(MAFB),Homo sapiens
ENSG00000165072,MAM domain containing 2(MAMDC2),Homo sapiens
ENSG00000112139,MAM domain containing glycosylphosphatidylinositol anchor 1(MDGA1),Homo sapiens
ENSG00000139915,MAM domain containing glycosylphosphatidylinositol anchor 2(MDGA2),Homo sapiens
ENSG00000089022,MAPK activated protein kinase 5(MAPKAPK5),Homo sapiens
ENSG00000119487,MAPK associated protein 1(MAPKAP1),Homo sapiens
ENSG00000175130,MARCKS like 1(MARCKSL1),Homo sapiens
ENSG00000155254,MARVEL domain containing 1(MARVELD1),Homo sapiens
ENSG00000130368,"MAS1 proto-oncogene, G protein-coupled receptor(MAS1)",Homo sapiens
ENSG00000101977,MCF.2 cell line derived transforming sequence(MCF2),Homo sapiens
ENSG00000135679,MDM2 proto-oncogene(MDM2),Homo sapiens
ENSG00000153208,"MER proto-oncogene, tyrosine kinase(MERTK)",Homo sapiens
ENSG00000105976,"MET proto-oncogene, receptor tyrosine kinase(MET)",Homo sapiens
ENSG00000168389,"MFSD2 lysolipid transporter A, lysophospholipid(MFSD2A)",Homo sapiens
ENSG00000101752,MIB E3 ubiquitin protein ligase 1(MIB1),Homo sapiens
ENSG00000100139,MICAL like 1(MICALL1),Homo sapiens
ENSG00000164877,MICAL like 2(MICALL2),Homo sapiens
ENSG00000158747,MICOS10-NBL1 readthrough(MICOS10-NBL1),Homo sapiens
ENSG00000125863,MKKS centrosomal shuttling protein(MKKS),Homo sapiens
ENSG00000011143,MKS transition zone complex subunit 1(MKS1),Homo sapiens
ENSG00000020426,MNAT1 component of CDK activating kinase(MNAT1),Homo sapiens
ENSG00000118513,"MYB proto-oncogene, transcription factor(MYB)",Homo sapiens
ENSG00000005810,MYC binding protein 2(MYCBP2),Homo sapiens
ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor(MYC)",Homo sapiens
ENSG00000116990,"MYCL proto-oncogene, bHLH transcription factor(MYCL)",Homo sapiens
