# ALPHA = 0.05
# NUMBER_OF_TESTS = 84

# _SET1_  VARIABLE = CGE_dev (set)
# _SET1_  NGENES = 1639
# _SET1_  P-VALUE = 0.000568262
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   ENSG00000271840     1   22392106   22437853     97      15  161405       1.4891     0.010956   -4.4409e-16       1.4891
_SET1_   ENSG00000004487     1   23310941   23420182    148      12  161405      0.13642      0.16109   -5.5511e-16      0.13642
_SET1_   ENSG00000240553     1   23336640   23449551    145      14  161405      0.30754      0.11878   -5.5511e-16      0.30754
_SET1_   ENSG00000125944     1   23620264   23705829    113      13  161405       1.5302    0.0097555   -4.4409e-16       1.5302
_SET1_   ENSG00000188822     1   24187016   24320549    226      16  161405     -0.51876      0.33627   -5.5511e-16     -0.51876
_SET1_   ENSG00000117614     1   25539170   25593993     40      17  161405      0.86158     0.047077   -5.5511e-16      0.86158
_SET1_   ENSG00000117632     1   26200672   26268482     93      10  161405      0.67215     0.063641   -5.5511e-16      0.67215
_SET1_   ENSG00000197245     1   26450511   26499119    106      12  161405     -0.66495      0.42648   -5.5511e-16     -0.66495
_SET1_   ENSG00000198830     1   26763941   26812463     90      17  161405      -0.7235      0.44221   -5.5511e-16      -0.7235
_SET1_   ENSG00000162510     1   31174124   31231434    200      26  161405        1.637    0.0044239   -4.4409e-16        1.637
_SET1_   ENSG00000168528     1   31847412   31917525    237      17  161405      0.64485     0.054624   -5.5511e-16      0.64485
_SET1_   ENSG00000203620     1   32297620   32356169    110      18  161405     -0.37208      0.29801   -5.5511e-16     -0.37208
_SET1_   ENSG00000222046     1   32639695   32691797     65       9  161405      0.21299      0.20275   -5.5511e-16      0.21299
_SET1_   ENSG00000182866     1   32681840   32761766     99      16  161405      0.57047     0.096226   -5.5511e-16      0.57047
_SET1_   ENSG00000175130     1   32789433   32836980     22      14  161405      0.43498      0.13799   -5.5511e-16      0.43498
_SET1_   ENSG00000162520     1   33135507   33204197    149      10  161405     -0.72168      0.51823   -5.5511e-16     -0.72168
_SET1_   ENSG00000233246     1   33780953   33838846    146      18  161405       -1.359      0.67278   -4.4409e-16       -1.359
_SET1_   ENSG00000226438     1   39705510   39758321     93      13  161405       2.0644    0.0021865   -4.4409e-16       2.0644
_SET1_   ENSG00000259943     1   40712099   40758639     56      12  161405      0.31236      0.13014   -5.5511e-16      0.31236
_SET1_   ENSG00000187801     1   40880774   40939390    190      31  161405      0.31062      0.11341   -5.5511e-16      0.31062
_SET1_   ENSG00000177868     1   43262723   43317954    100      16  161405        -0.71      0.43037   -5.5511e-16        -0.71
_SET1_   ENSG00000236200     1   44155436   44208809     74      11  161405       3.9485   7.8149e-07   -4.4409e-16       3.9485
_SET1_   ENSG00000086015     1   46217659   46511796    563      13  161405      -2.3969      0.88972   -4.4409e-16      -2.3969
_SET1_   ENSG00000228237     1   47104708   47167770    109       5  161405      0.60211     0.091514   -5.5511e-16      0.60211
_SET1_   ENSG00000237337     1   50629978   50676540     64      11  161405      0.80492      0.06217   -5.5511e-16      0.80492
_SET1_   ENSG00000085840     1   52828501   52905131     78      13  161405      0.87138     0.054831   -5.5511e-16      0.87138
_SET1_   ENSG00000134744     1   52863954   53054159    300      19  161405      0.58023     0.069716   -5.5511e-16      0.58023
_SET1_   ENSG00000226754     1   53669282   53718455     93      15  161405       1.8961    0.0027855   -4.4409e-16       1.8961
_SET1_   ENSG00000169174     1   55470221   55540525    262      46  161405      0.53157     0.059082   -5.5511e-16      0.53157
_SET1_   ENSG00000236341     1   57394559   57472430    258      27  161405      0.89515     0.029869   -5.5511e-16      0.89515
_SET1_   ENSG00000271200     1   62197670   62243096     74      19  161405     -0.43322      0.32039   -5.5511e-16     -0.43322
_SET1_   ENSG00000223949     1   64550125   64671980    369      35  161405      0.67979     0.035563   -5.5511e-16      0.67979
_SET1_   ENSG00000227466     1   66498183   66551401    170      17  161405       1.3883     0.011035   -4.4409e-16       1.3883
_SET1_   ENSG00000248458     1   67121547   67177710    169      16  161405      0.56489     0.067772   -5.5511e-16      0.56489
_SET1_   ENSG00000203963     1   67547848   67732536    564      36  161405      -2.3116      0.85661   -4.4409e-16      -2.3116
_SET1_   ENSG00000232284     1   68262986   68678670   1130      95  161405       1.0276     0.003372   -4.4409e-16       1.0276
_SET1_   ENSG00000223883     1   69486581   69660686    285      27  161405     -0.38408      0.27057   -5.5511e-16     -0.38408
_SET1_   ENSG00000237919     1   70469665   70531905    139      14  161405       1.7398    0.0053306   -4.4409e-16       1.7398
_SET1_   ENSG00000066557     1   70600488   70706303    145      14  161405      0.64184     0.075803   -5.5511e-16      0.64184
_SET1_   ENSG00000235079     1   71479538   71542867    189      16  161405     -0.08295      0.19766   -5.5511e-16     -0.08295
_SET1_   ENSG00000231985     1   72001639   72049241     96      13  161405       1.3105     0.015761   -4.4409e-16       1.3105
_SET1_   ENSG00000154007     1   76374558   76433116    182      21  161405      0.26089      0.11751   -5.5511e-16      0.26089
_SET1_   ENSG00000122420     1   78734568   79015434    728      50  161405      -2.5716      0.88402   -4.4409e-16      -2.5716
_SET1_   ENSG00000137965     1   79080481   79139763    125      23  161405      -1.3413      0.66997   -4.4409e-16      -1.3413
_SET1_   ENSG00000153898     1   85381268   85497796    353      24  161405      0.91912     0.022685   -5.5511e-16      0.91912
_SET1_   ENSG00000261737     1   87159185   87205145     99      19  161405      0.13144      0.16524   -5.5511e-16      0.13144
_SET1_   ENSG00000267734     1   87387882   87435574    102       7  161405      0.76585     0.069515   -5.5511e-16      0.76585
_SET1_   ENSG00000227290     1   87809207   87872338    166      29  161405      -1.3922      0.67557   -4.4409e-16      -1.3922
_SET1_   ENSG00000117226     1   89462349   89523577    148      16  161405      -0.7118      0.42345   -5.5511e-16      -0.7118
_SET1_   ENSG00000137948     1   92379928   92489983    325      16  161405      0.41874     0.087432   -5.5511e-16      0.41874
_SET1_   ENSG00000203910     1   92648497   92721370     76       8  161405       1.2506     0.019569   -4.4409e-16       1.2506
_SET1_   ENSG00000137942     1   93878688   94030218    178      24  161405     -0.93773      0.51448   -5.5511e-16     -0.93773
_SET1_   ENSG00000067334     1   94323373   94380474    165      19  161405       -1.233      0.62175   -4.4409e-16       -1.233
_SET1_   ENSG00000228852     1   95698781   95764610    180      29  161405       1.6956    0.0039937   -4.4409e-16       1.6956
_SET1_   ENSG00000241073     1  100513546  100585027    167      19  161405     -0.35402        0.336   -5.5511e-16     -0.35402
_SET1_   ENSG00000273204     1  101325484  101370912     49      11  161405       2.2254    0.0010152   -4.4409e-16       2.2254
_SET1_   ENSG00000260879     1  108707548  108754113    156      19  161405       2.1469     0.001061   -4.4409e-16       2.1469
_SET1_   ENSG00000270066     1  109607815  109653241    135      23  161405     0.007231      0.18619   -5.4991e-16     0.007231
_SET1_   ENSG00000179902     1  109638573  109691479    190      26  161405      -1.2136      0.62035   -4.4409e-16      -1.2136
_SET1_   ENSG00000134183     1  110135889  110190679     96      18  161405       1.2081     0.018411   -4.4409e-16       1.2081
_SET1_   ENSG00000273373     1  110877776  110925625     82      13  161405      0.65777     0.063879   -5.5511e-16      0.65777
_SET1_   ENSG00000177272     1  111204310  111252655     99      15  161405     -0.28004      0.27215   -5.5511e-16     -0.28004
_SET1_   ENSG00000269279     1  116905890  116961718     86       8  161405       -1.229      0.74586   -4.4409e-16       -1.229
_SET1_   ENSG00000230806     1  121092017  121175666     23       2  161405     -0.87014      0.58205   -5.5511e-16     -0.87014
_SET1_   ENSG00000255148     1  144823174  144875800      5       2  161405     -0.45415      0.40548   -5.5511e-16     -0.45415
_SET1_   ENSG00000117289     1  145403469  145452635     62      12  161405      -2.2895       0.9308   -4.4409e-16      -2.2895
_SET1_   ENSG00000234222     1  145465982  145543503     56      16  161405      -2.2875      0.92291   -4.4409e-16      -2.2875
_SET1_   ENSG00000117281     1  145685798  145750614     75      13  161405     -0.78715      0.45826   -5.5511e-16     -0.78715
_SET1_   ENSG00000174827     1  145691918  145774074     66      13  161405     -0.86472      0.48927   -5.5511e-16     -0.86472
_SET1_   ENSG00000236140     1  148236959  148283104      3       2  161405       2.4676    0.0020988   -4.4409e-16       2.4676
_SET1_   ENSG00000143443     1  150985216  151034462    100      22  161405       2.2705   0.00079349   -4.4409e-16       2.2705
_SET1_   ENSG00000163159     1  151132463  151202797     69      12  161405     -0.22667      0.27304   -5.5511e-16     -0.22667
_SET1_   ENSG00000250734     1  151574514  151620839     49      10  161405       1.9952    0.0023151   -4.4409e-16       1.9952
_SET1_   ENSG00000227045     1  151638502  151690862     68       9  161405       1.6345    0.0071248   -4.4409e-16       1.6345
_SET1_   ENSG00000143621     1  153624512  153678524     79      12  161405     -0.54153       0.3748   -5.5511e-16     -0.54153
_SET1_   ENSG00000143552     1  153955161  154162592    273      17  161405       3.9616    4.114e-07   -4.4409e-16       3.9616
_SET1_   ENSG00000270361     1  154874846  154920535     89       8  161405       2.6766   0.00024818   -4.4409e-16       2.6766
_SET1_   ENSG00000271380     1  154899301  154945099     70      12  161405       2.4791   0.00047282   -4.4409e-16       2.4791
_SET1_   ENSG00000273088     1  155131885  155194748     83      13  161405     -0.38936       0.3111   -5.5511e-16     -0.38936
_SET1_   ENSG00000143627     1  155249630  155306225     64       7  161405       1.1575      0.02806   -4.4409e-16       1.1575
_SET1_   ENSG00000225855     1  155276654  155328967     41       9  161405       1.2881     0.018989   -4.4409e-16       1.2881
_SET1_   ENSG00000125459     1  155544979  155728153    158      19  161405       1.5283    0.0081678   -4.4409e-16       1.5283
_SET1_   ENSG00000163479     1  155968839  156025750     86      15  161405       2.4625   0.00044387   -4.4409e-16       2.4625
_SET1_   ENSG00000254726     1  156031804  156086789     74      16  161405     -0.28338      0.28784   -5.5511e-16     -0.28338
_SET1_   ENSG00000183856     1  156485197  156577396    250      20  161405     -0.22406      0.23857   -5.5511e-16     -0.22406
_SET1_   ENSG00000132688     1  156628555  156682189    121      20  161405     -0.22523       0.2398   -5.5511e-16     -0.22523
_SET1_   ENSG00000163565     1  158934758  159034945    385      25  161405      0.35428     0.087403   -5.5511e-16      0.35428
_SET1_   ENSG00000163568     1  159022274  159151886    225      34  161405       1.8489    0.0027167   -4.4409e-16       1.8489
_SET1_   ENSG00000085552     1  159886829  159950386    193      37  161405       -2.031      0.86194   -4.4409e-16       -2.031
_SET1_   ENSG00000162738     1  160335376  160408468    177      21  161405       2.1728   0.00091954   -4.4409e-16       2.1728
_SET1_   ENSG00000158773     1  160999041  161050767     97      17  161405      -1.5578      0.74944   -4.4409e-16      -1.5578
_SET1_   ENSG00000198574     1  162355056  162416928    178      20  161405     -0.40891       0.2937   -5.5511e-16     -0.40891
_SET1_   ENSG00000225325     1  166346964  166456869    296      23  161405     -0.42755      0.27532   -5.5511e-16     -0.42755
_SET1_   ENSG00000171806     1  169751670  169799107    163      16  161405        -0.16      0.22928   -5.5511e-16        -0.16
_SET1_   ENSG00000260990     1  175241354  175314595    252      21  161405       0.4916     0.072193   -5.5511e-16       0.4916
_SET1_   ENSG00000116194     1  178808840  178875187    113      15  161405       -2.274      0.92527   -4.4409e-16       -2.274
_SET1_   ENSG00000121454     1  180164421  180259380    330      47  161405     -0.75875      0.38216   -5.5511e-16     -0.75875
_SET1_   ENSG00000234237     1  180906695  180959868    112      15  161405      0.34477      0.10292   -5.5511e-16      0.34477
_SET1_   ENSG00000173627     1  183605541  183657451    218       5  161405      -1.0574      0.66864   -4.4409e-16      -1.0574
_SET1_   ENSG00000253148     1  192251122  192346415    217      19  161405       1.4339    0.0085943   -4.4409e-16       1.4339
_SET1_   ENSG00000127074     1  192570275  192639390    207      20  161405    -0.053155      0.17756   -5.4817e-16    -0.053155
_SET1_   ENSG00000116747     1  192993552  193070907     69      12  161405        2.292   0.00089457   -4.4409e-16        2.292
_SET1_   ENSG00000066279     1  197043258  197150824    182      13  161405      0.73171     0.053637   -5.5511e-16      0.73171
_SET1_   ENSG00000230260     1  197397106  197451599     41      12  161405      0.29175      0.12219   -5.5511e-16      0.29175
_SET1_   ENSG00000143851     1  202106141  202165716    194      29  161405      -1.6734      0.75962   -4.4409e-16      -1.6734
_SET1_   ENSG00000143858     1  202549724  202714545    360      41  161405       1.3246     0.007436   -4.4409e-16       1.3246
_SET1_   ENSG00000117139     1  202686526  202813598    325      20  161405      0.42124     0.079684   -5.5511e-16      0.42124
_SET1_   ENSG00000228288     1  202745082  202791284    118      17  161405      0.90719     0.038162   -5.5511e-16      0.90719
_SET1_   ENSG00000163545     1  205261187  205325883    247      25  161405      0.27563       0.1003   -5.5511e-16      0.27563
_SET1_   ENSG00000162873     1  205295220  205361218    248      28  161405       0.7964     0.034887   -5.5511e-16       0.7964
_SET1_   ENSG00000227591     1  209824709  209932470    255      37  161405      -1.3232      0.62736   -4.4409e-16      -1.3232
_SET1_   ENSG00000229983     1  212306549  212373601    211      38  161405      0.29718      0.09827   -5.5511e-16      0.29718
_SET1_   ENSG00000143494     1  213088862  213175379    238      38  161405      0.40298     0.077979   -5.5511e-16      0.40298
_SET1_   ENSG00000230461     1  213981094  214195973    459      46  161405       2.0057   0.00086388   -4.4409e-16       2.0057
_SET1_   ENSG00000117707     1  214121524  214224595    235      32  161405       2.1053    0.0010037   -4.4409e-16       2.1053
_SET1_   ENSG00000117724     1  214741538  214847931    370      23  161405      0.53013     0.062313   -5.5511e-16      0.53013
_SET1_   ENSG00000227925     1  221991008  222049008    134      19  161405      -1.1256      0.57986   -4.4409e-16      -1.1256
_SET1_   ENSG00000225265     1  222728167  222776374    117      14  161405     0.087947        0.177   -5.5511e-16     0.087947
_SET1_   ENSG00000229400     1  224895206  224953364    128      25  161405      0.77801     0.043737   -5.5511e-16      0.77801
_SET1_   ENSG00000143815     1  225579204  225651627    204      29  161405     -0.69577      0.39629   -5.5511e-16     -0.69577
_SET1_   ENSG00000227496     1  225853306  225949945    283      24  161405     -0.40103      0.27244   -5.5511e-16     -0.40103
_SET1_   ENSG00000163041     1  226214552  226269702     87       9  161405      0.64598     0.069764   -5.5511e-16      0.64598
_SET1_   ENSG00000183814     1  226408850  226532570    169      23  161405        1.417    0.0089592   -4.4409e-16        1.417
_SET1_   ENSG00000143632     1  229556992  229604845     91       8  161405      0.08221      0.19782   -5.5511e-16      0.08221
_SET1_   ENSG00000227006     1  230384440  230439229    248      43  161405       1.2817     0.010914   -4.4409e-16       1.2817
_SET1_   ENSG00000228830     1  234707754  234755229    152      26  161405    0.0092634      0.16817   -5.4991e-16    0.0092634
_SET1_   ENSG00000077585     1  236270832  236395165    422      46  161405      -2.6097      0.92734   -4.4409e-16      -2.6097
_SET1_   ENSG00000233735     1  240331139  240377944    153      13  161405       1.0674     0.025936   -4.4409e-16       1.0674
_SET1_   ENSG00000227230     1  243264200  243313890     42       9  161405       2.7694   0.00017207   -4.4409e-16       2.7694
_SET1_   ENSG00000143702     1  243277730  243453650    202      16  161405       3.4042   7.2132e-06   -4.4409e-16       3.4042
_SET1_   ENSG00000269795     1  243353058  243405911     77       9  161405       3.1951   2.8676e-05   -4.4409e-16       3.1951
_SET1_   ENSG00000153187     1  245004468  245062844    111      25  161405      -1.0738      0.57303   -4.4409e-16      -1.0738
_SET1_   ENSG00000188295     1  247253264  247302674    177      23  161405      -1.8812      0.83272   -4.4409e-16      -1.8812
_SET1_   ENSG00000162722     1  247985501  248051507    319      24  161405     -0.38506      0.26403   -5.5511e-16     -0.38506
_SET1_   ENSG00000231173     2     706977     759856    195      11  161405      -1.0935      0.58633   -4.4409e-16      -1.0935
_SET1_   ENSG00000130508     2    1625659    1783624    520      47  161405       1.1342    0.0093764   -4.4409e-16       1.1342
_SET1_   ENSG00000225619     2    2288004    2340882     88      14  161405       4.4641    6.041e-08   -8.8818e-16       4.4641
_SET1_   ENSG00000225234     2    3475013    3521180    187      16  161405      -1.9539      0.84666   -4.4409e-16      -1.9539
_SET1_   ENSG00000171865     2    3582383    3641206    230      30  161405     -0.83731      0.45698   -5.5511e-16     -0.83731
_SET1_   ENSG00000176887     2    5797799    5851516    148      27  161405       1.7407    0.0035722   -4.4409e-16       1.7407
_SET1_   ENSG00000234275     2    6443086    6500778    142      20  161405      0.45978     0.081993   -5.5511e-16      0.45978
_SET1_   ENSG00000236172     2    6745722    6825667    265      25  161405       -1.453      0.67323   -4.4409e-16       -1.453
_SET1_   ENSG00000134326     2    6970701    7041766    100      22  161405      -1.0693      0.57691   -4.4409e-16      -1.0693
_SET1_   ENSG00000134313     2    8855408    9012760    277      30  161405      0.50456     0.065907   -5.5511e-16      0.50456
_SET1_   ENSG00000271855     2    9661028    9706904     92      12  161405     -0.29291      0.28617   -5.5511e-16     -0.29291
_SET1_   ENSG00000171848     2   10227455   10281545    119      25  161405      0.38738     0.094463   -5.5511e-16      0.38738
_SET1_   ENSG00000115758     2   10570094   10623630    145      26  161405      -1.6386      0.75306   -4.4409e-16      -1.6386
_SET1_   ENSG00000143882     2   10826775   10935236    332      34  161405      0.86674      0.02497   -5.5511e-16      0.86674
_SET1_   ENSG00000230952     2   11487641   11540762    194      29  161405      -1.0229       0.5183   -4.4409e-16      -1.0229
_SET1_   ENSG00000134323     2   16045686   16097129    142      22  161405     -0.11801      0.20631   -5.5511e-16     -0.11801
_SET1_   ENSG00000233718     2   16051159   16117371    175      28  161405     0.092296      0.14399   -5.5511e-16     0.092296
_SET1_   ENSG00000223734     2   20216895   20264257    135      17  161405      0.19946      0.13468   -5.5511e-16      0.19946
_SET1_   ENSG00000173960     2   24115155   24237779    370      19  161405       2.8899   4.7445e-05   -4.4409e-16       2.8899
_SET1_   ENSG00000205639     2   24197951   24296191    262      24  161405       2.6686   0.00014193   -4.4409e-16       2.6686
_SET1_   ENSG00000115129     2   24290303   24343731    173       9  161405      0.29657      0.13804   -5.5511e-16      0.29657
_SET1_   ENSG00000176732     2   24328241   24381347    179      18  161405      0.85985      0.03833   -5.5511e-16      0.85985
_SET1_   ENSG00000224220     2   25608986   25660512     87      16  161405     -0.22291      0.25316   -5.5511e-16     -0.22291
_SET1_   ENSG00000230286     2   27163176   27267675    132       8  161405       3.4942   8.3192e-06   -4.4409e-16       3.4942
_SET1_   ENSG00000115211     2   27577219   27628353     65       9  161405        2.165    0.0014442   -4.4409e-16        2.165
_SET1_   ENSG00000176714     2   27838506   27886879     75       9  161405       2.6112   0.00028515   -4.4409e-16       2.6112
_SET1_   ENSG00000268656     2   27988851   28044186     74       7  161405       5.0258   4.0357e-09   -8.8818e-16       5.0258
_SET1_   ENSG00000217075     2   36748948   36814411    184      14  161405     -0.12402      0.21329   -5.5511e-16     -0.12402
_SET1_   ENSG00000236213     2   37792279   37883841    278      22  161405     0.057342      0.14339   -5.4817e-16     0.057342
_SET1_   ENSG00000163171     2   37859032   38000611    439      47  161405      -1.0926      0.47196   -4.4409e-16      -1.0926
_SET1_   ENSG00000143891     2   38858052   38978379    313      33  161405       2.0717   0.00097409   -4.4409e-16       2.0717
_SET1_   ENSG00000234690     2   47409544   47607213    660      85  161405       1.6106    0.0019939   -4.4409e-16       1.6106
_SET1_   ENSG00000226087     2   47417933   47476364    178      33  161405       3.0746   2.9094e-05   -4.4409e-16       3.0746
_SET1_   ENSG00000238018     2   54878148   54924929    145      20  161405        2.529    0.0002824   -4.4409e-16        2.529
_SET1_   ENSG00000240401     2   55500628   55583185    223      25  161405     -0.30139      0.26773   -5.5511e-16     -0.30139
_SET1_   ENSG00000271889     2   61368568   61424240    138      10  161405      0.45792     0.093177   -5.5511e-16      0.45792
_SET1_   ENSG00000226605     2   63043199   63120573     91      18  161405       1.7171    0.0046031   -4.4409e-16       1.7171
_SET1_   ENSG00000231609     2   63261057   63310775     39      16  161405       1.1072     0.025187   -4.4409e-16       1.1072
_SET1_   ENSG00000225889     2   64335373   64489993    361      31  161405     -0.30605      0.21985   -5.5511e-16     -0.30605
_SET1_   ENSG00000230923     2   64402212   64467619    162      19  161405     -0.10021      0.20752   -5.5511e-16     -0.10021
_SET1_   ENSG00000226756     2   64836746   64883832     91      22  161405      -0.1229      0.21861   -5.5511e-16      -0.1229
_SET1_   ENSG00000231024     2   69917324   69975979    111      12  161405      0.63361     0.067893   -5.5511e-16      0.63361
_SET1_   ENSG00000124380     2   70085692   70142707     90       7  161405       2.2896    0.0010265   -4.4409e-16       2.2896
_SET1_   ENSG00000116035     2   71092720   71170576    237      33  161405      -1.8104      0.78936   -4.4409e-16      -1.8104
_SET1_   ENSG00000144031     2   71170510   71222626    156      34  161405      -2.7475      0.96256   -4.4409e-16      -2.7475
_SET1_   ENSG00000124374     2   71399869   71489213    318      25  161405       1.6944    0.0037316   -4.4409e-16       1.6944
_SET1_   ENSG00000115325     2   74741153   74794681     34       8  161405      0.11952      0.21379   -5.5511e-16      0.11952
_SET1_   ENSG00000234653     2   77178091   77246917    319      16  161405      0.72378     0.042521   -5.5511e-16      0.72378
_SET1_   ENSG00000224731     2   80245138   80292677     80      15  161405     -0.82734      0.47566   -5.5511e-16     -0.82734
_SET1_   ENSG00000034510     2   85097749   85143795    123      11  161405      -0.5632      0.41838   -5.5511e-16      -0.5632
_SET1_   ENSG00000273080     2   86387713   86433172    145       7  161405     -0.75792      0.47549   -5.5511e-16     -0.75792
_SET1_   ENSG00000144028     2   96930074   97006297     77      13  161405       3.3718   1.2645e-05   -4.4409e-16       3.3718
_SET1_   ENSG00000230747     2   96963001   97022469     61      11  161405       3.4095   1.1001e-05   -4.4409e-16       3.4095
_SET1_   ENSG00000222000     2   98937852   99007468    227      25  161405     -0.96584      0.49431   -5.5511e-16     -0.96584
_SET1_   ENSG00000272902     2  101733122  101781872    134      16  161405       1.3642     0.012129   -4.4409e-16       1.3642
_SET1_   ENSG00000229209     2  103716217  103827718    157      26  161405    -0.066947      0.19328   -5.5511e-16    -0.066947
_SET1_   ENSG00000232597     2  104463428  104531667    132      26  161405      -0.6411      0.39085   -5.5511e-16      -0.6411
_SET1_   ENSG00000227157     2  104992659  105042070    107      18  161405        4.023   6.0516e-07   -8.8818e-16        4.023
_SET1_   ENSG00000234781     2  105094916  105161967    150      25  161405      -1.1112      0.57644   -4.4409e-16      -1.1112
_SET1_   ENSG00000135974     2  105918816  105975668    171      18  161405       1.1295     0.020607   -4.4409e-16       1.1295
_SET1_   ENSG00000119147     2  106644702  106704615    200      35  161405     -0.68824      0.37742   -5.5511e-16     -0.68824
_SET1_   ENSG00000198075     2  108959367  109014513    144      13  161405     -0.10211      0.25722   -5.5511e-16     -0.10211
_SET1_   ENSG00000259863     2  109733783  109780386    106      13  161405       1.0491     0.028377   -4.4409e-16       1.0491
_SET1_   ENSG00000270019     2  114635780  114682327    143      13  161405     -0.42902      0.36111   -5.5511e-16     -0.42902
_SET1_   ENSG00000235066     2  118717973  118780295    177      21  161405     -0.23351      0.24234   -5.5511e-16     -0.23351
_SET1_   ENSG00000231731     2  128186218  128273373    215      22  161405      -1.6844      0.77306   -4.4409e-16      -1.6844
_SET1_   ENSG00000152076     2  130886860  130937707     79       5  161405      -2.3594      0.94798   -4.4409e-16      -2.3594
_SET1_   ENSG00000272769     2  133093189  133139870     43       7  161405       1.0952     0.028658   -4.4409e-16       1.0952
_SET1_   ENSG00000153086     2  135561117  135669604    186      13  161405      0.25196      0.12009   -5.5511e-16      0.25196
_SET1_   ENSG00000121966     2  136861919  136910735     76       9  161405     -0.55461       0.3962   -5.5511e-16     -0.55461
_SET1_   ENSG00000257640     2  144043155  144364674    782      53  161405     0.091321     0.064116   -5.5511e-16     0.091321
_SET1_   ENSG00000232377     2  144659640  144731723    142      34  161405       1.5134    0.0072665   -4.4409e-16       1.5134
_SET1_   ENSG00000238057     2  145240664  145289058     65      19  161405       1.2749     0.018871   -4.4409e-16       1.2749
_SET1_   ENSG00000223911     2  148646970  148695525     40       5  161405    -0.076493       0.2462   -5.5511e-16    -0.076493
_SET1_   ENSG00000235949     2  155542974  155589329    117      21  161405     -0.80236      0.46265   -5.5511e-16     -0.80236
_SET1_   ENSG00000115170     2  158582958  158767374    273      38  161405     -0.70964      0.40515   -5.5511e-16     -0.70964
_SET1_   ENSG00000224152     2  160436807  160483593    141      14  161405       2.5354    0.0002993   -4.4409e-16       2.5354
_SET1_   ENSG00000237750     2  163590446  163664482    172      26  161405       1.0466     0.025731   -4.4409e-16       1.0466
_SET1_   ENSG00000235335     2  168661284  168832654    397      41  161405       3.1687   1.0549e-05   -4.4409e-16       3.1687
_SET1_   ENSG00000227617     2  169618463  169678471    137      26  161405       0.4618     0.081082   -5.5511e-16       0.4618
_SET1_   ENSG00000073734     2  169769448  169922832    442      37  161405       -1.586       0.6651   -4.4409e-16       -1.586
_SET1_   ENSG00000235934     2  171662803  171709547    132      17  161405      0.31284      0.11663   -5.5511e-16      0.31284
_SET1_   ENSG00000077380     2  172508919  172614930    238      29  161405        2.439   0.00031329   -4.4409e-16        2.439
_SET1_   ENSG00000268821     2  172550844  172602314     98      14  161405       2.3719   0.00066199   -4.4409e-16       2.3719
_SET1_   ENSG00000172878     2  172829490  172957158    300      27  161405       3.5972   2.0027e-06   -4.4409e-16       3.5972
_SET1_   ENSG00000144355     2  172914468  172964405    100      25  161405       4.0149   4.3294e-07   -8.8818e-16       4.0149
_SET1_   ENSG00000115844     2  172954167  173002628    167      26  161405       2.9351   5.5057e-05   -4.4409e-16       2.9351
_SET1_   ENSG00000238133     2  174021174  174181764    604      58  161405       1.3255    0.0049945   -4.4409e-16       1.3255
