# TOTAL_GENES = 51176
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
L5-6_THEMIS_dev-2         SET    1767       0.0982      0.01793     0.026627   0.00011321
L5-6_THEMIS_NTNG2         SET    1746      0.08537     0.015497      0.02641   0.00061408
L5-6_TLE4_dev             SET    1796     0.044405    0.0081715     0.026185     0.044965
L5-6_TLE4_HTR2C           SET    1767   -0.0041597  -0.00075949     0.026613       0.5621
L5-6_TLE4_SCUBE1          SET    1811     0.053303    0.0098483     0.026701     0.022956
L5-6_TLE4_SORCS1          SET    1782     0.064518     0.011828     0.026528    0.0075081
LAMP5_CCK                 SET    1783     0.038938    0.0071404     0.026757     0.072801
LAMP5_NDNF                SET    1782     0.034132    0.0062573      0.02695      0.10267
LAMP5_NOS1                SET    1761     0.077878     0.014196     0.027171    0.0020784
MGE_dev-1                 SET    1589     0.085954     0.014909     0.028462    0.0012649
MGE_dev-2                 SET    1675     0.098915       0.0176     0.026673   0.00010444
Micro                     SET    1566    -0.028284   -0.0048714     0.028455      0.83988
Micro_out                 SET    1550    -0.061278    -0.010502     0.028313      0.98478
Oligo_mat                 SET    1627       0.1041     0.018265     0.027904    9.561e-05
Oligo-1                   SET    1568     0.081897     0.014114     0.028395    0.0019633
Oligo-2                   SET    1614     0.069892     0.012215     0.028051    0.0063607
Oligo-3                   SET    1507      0.06957     0.011761        0.029    0.0082225
Oligo-4                   SET    1521     0.088527     0.015033       0.0286    0.0009836
Oligo-5                   SET    1593     0.082901     0.014397     0.028453    0.0017878
OPC                       SET    1683     0.013757    0.0024534     0.027481      0.30833
OPC_dev                   SET    1667     0.028648    0.0050856     0.027054      0.14483
OPC_MBP                   SET    1698     0.044189    0.0079146      0.02743     0.053597
PN_dev                    SET    1780     0.099095     0.018157     0.026656   0.00010074
PV_dev                    SET    1707     0.059157     0.010622     0.027398     0.015423
PV_SCUBE3                 SET    1784     0.046637    0.0085545     0.026291      0.03805
PV_SCUBE3_dev             SET    1710     0.070287     0.012632     0.027374    0.0051211
PV_SST                    SET    1758     0.047906    0.0087252      0.02714     0.038775
PV_SULF1                  SET    1756     0.030784    0.0056036      0.02624      0.12037
PV_SULF1_dev              SET    1789    0.0059989    0.0011019     0.026336      0.40991
PV_WFDC2                  SET    1802     0.040747    0.0075104     0.026065     0.058996
SST_ADGRG6                SET    1762     0.042487    0.0077467     0.026883     0.057013
SST_ADGRG6_dev            SET    1732     0.059978     0.010846     0.026779     0.012557
SST_B3GAT2                SET    1750     0.038988    0.0070854     0.026627      0.07157
SST_BRINP3                SET    1759     0.038831    0.0070745     0.026364     0.070392
SST_CALB1                 SET    1753     0.036244    0.0065923     0.027024     0.089933
SST_CALB1_dev             SET    1712     0.075765     0.013624     0.027351    0.0028036
SST_NPY                   SET    1567   -0.0065156   -0.0011226     0.027268      0.59443
SST_STK32A                SET    1737     0.020757    0.0037586     0.027132      0.22213
SST_TH                    SET    1768     0.016449    0.0030041     0.026464      0.26712
Vas_CLDN5                 SET    1531    -0.060275    -0.010268     0.028478      0.98285
Vas_PDGFRB                SET    1541    -0.069562    -0.011888     0.027772      0.99387
Vas_TBX18                 SET    1637     -0.11564    -0.020349     0.027234      0.99999
VIP_ABI3BP                SET    1757   -0.0002244   -4.086e-05     0.026619      0.50336
VIP_ADAMTSL1              SET    1775     0.033453    0.0061213     0.026344      0.10207
VIP_CHRM2                 SET    1790      0.01531    0.0028128     0.026117      0.27888
VIP_CRH                   SET    1788     0.041997    0.0077118     0.026489     0.056435
VIP_dev                   SET    1604     0.090833     0.015827     0.027803   0.00054394
VIP_DPP6                  SET    1772    0.0012296   0.00022482     0.026091      0.48121
VIP_HS3ST3A1              SET    1777      0.02844    0.0052068     0.026258      0.13939
VIP_KIRREL3               SET    1762     0.065415     0.011927     0.026881    0.0074794
VIP_PCDH20                SET    1636     0.077734     0.013675     0.027866    0.0026402
