# ALPHA = 0.05
# NUMBER_OF_TESTS = 84

# _SET1_  VARIABLE = L4_RORB_LRRK1 (set)
# _SET1_  NGENES = 1321
# _SET1_  P-VALUE = 1.87218e-06
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   ENSG00000186094     1   48988527   50524585   2130      50  313467      -0.4939     0.084739    1.6653e-16      -0.4939
_SET1_   ENSG00000162374     1   50478686   50679458    225      32  313467       1.3589     0.023775    2.2204e-16       1.3589
_SET1_   ENSG00000204006     1   51532906   51623752    146      14  313467      0.78307      0.12307    1.1102e-16      0.78307
_SET1_   ENSG00000174332     1   53961910   54234877    639      38  313467     -0.94559      0.52985    1.1102e-16     -0.94559
_SET1_   ENSG00000157216     1   54681105   54914152    668      75  313467       1.4394    0.0096957    2.2204e-16       1.4394
_SET1_   ENSG00000162398     1   55236736   55317925    300      20  313467     -0.79389      0.54744    1.1102e-16     -0.79389
_SET1_   ENSG00000081985     1   67738047   67872583    363      32  313467      0.97156      0.04434    1.1102e-16      0.97156
_SET1_   ENSG00000172260     1   71851623   72783417   1759      75  313467       2.5564   1.5736e-05             0       2.5564
_SET1_   ENSG00000162620     1   74481699   74698871    387      16  313467       1.0198      0.04021    2.2204e-16       1.0198
_SET1_   ENSG00000178965     1   75023795   75174422    249      29  313467       1.4134      0.01699    2.2204e-16       1.4134
_SET1_   ENSG00000057468     1   76227567   76388923    588      22  313467      0.22692      0.14756    1.6653e-16      0.22692
_SET1_   ENSG00000117069     1   77298126   77541396    626      37  313467      0.29505      0.11894    1.6653e-16      0.29505
_SET1_   ENSG00000171502     1   86184916   86657626   1714      59  313467     -0.31376      0.10051    1.6653e-16     -0.31376
_SET1_   ENSG00000137962     1   94604544   94775624    286      28  313467     -0.34633      0.37711    1.6653e-16     -0.34633
_SET1_   ENSG00000181656     1  100968693  101017574     86      13  313467       0.6687      0.10295    1.1102e-16       0.6687
_SET1_   ENSG00000118733     1  102258130  102497586    758      64  313467      0.68841     0.046531    1.1102e-16      0.68841
_SET1_   ENSG00000060718     1  103332023  103609052   1255      40  313467      -1.1126      0.45592    2.2204e-16      -1.1126
_SET1_   ENSG00000116299     1  109621301  109759401    446      42  313467     -0.14046      0.26922    1.6653e-16     -0.14046
_SET1_   ENSG00000156097     1  110047494  110101028    117      14  313467       1.5251      0.01673    2.2204e-16       1.5251
_SET1_   ENSG00000197106     1  110658108  110754824    196      23  313467      0.57984     0.098295    1.1102e-16      0.57984
_SET1_   ENSG00000177301     1  111126202  111209096    181      25  313467      0.25774       0.2007    1.6653e-16      0.25774
_SET1_   ENSG00000197852     1  112213252  112333446    385      34  313467       1.0727     0.037179    2.2204e-16       1.0727
_SET1_   ENSG00000198765     1  115362424  115547991    436      21  313467      -1.0029      0.59956    2.2204e-16      -1.0029
_SET1_   ENSG00000134247     1  117417679  117542980    317      29  313467       1.3195     0.024004    2.2204e-16       1.3195
_SET1_   ENSG00000134256     1  117509382  117589167    236      30  313467       2.0761    0.0032386             0       2.0761
_SET1_   ENSG00000116882     1  119876402  119946753    162      22  313467      -1.4903      0.81163    2.2204e-16      -1.4903
_SET1_   ENSG00000225556     1  151800295  151848033    119      19  313467     -0.62315      0.51014    1.1102e-16     -0.62315
_SET1_   ENSG00000177628     1  155194243  155249490     94       7  313467      0.13652      0.24984    1.6653e-16      0.13652
_SET1_   ENSG00000196189     1  156082157  156157543    188      17  313467      -2.0003      0.92519             0      -2.0003
_SET1_   ENSG00000162728     1  160016360  160070353    115      14  313467     -0.29515      0.37323    1.6653e-16     -0.29515
_SET1_   ENSG00000162735     1  160236602  160291138     70      11  313467        1.433     0.021957    2.2204e-16        1.433
_SET1_   ENSG00000171786     1  160301857  160352638    119      19  313467      0.48548       0.1367    1.6653e-16      0.48548
_SET1_   ENSG00000122223     1  160789950  160867692    234      15  313467     -0.69957       0.5082    1.1102e-16     -0.69957
_SET1_   ENSG00000143217     1  161030785  161094389    124      28  313467     -0.64459      0.51835    1.1102e-16     -0.64459
_SET1_   ENSG00000248485     1  161193517  161265240    253      24  313467      0.98415     0.048794    1.1102e-16      0.98415
_SET1_   ENSG00000198929     1  162004564  162363321   1251      67  313467     -0.83454      0.33478    1.1102e-16     -0.83454
_SET1_   ENSG00000117152     1  163003565  163056592    177      22  313467      -2.0214       0.9243             0      -2.0214
_SET1_   ENSG00000143171     1  165360159  165449433    327      36  313467     -0.74672      0.51679    1.1102e-16     -0.74672
_SET1_   ENSG00000162763     1  165478244  165543198    274      18  313467      0.42248      0.15902    1.6653e-16      0.42248
_SET1_   ENSG00000143195     1  166872443  166979719    229      28  313467      -1.1029      0.68401    2.2204e-16      -1.1029
_SET1_   ENSG00000143194     1  166923346  167001451    186      24  313467     -0.99266      0.64482    1.1102e-16     -0.99266
_SET1_   ENSG00000198821     1  167389877  167522847    430      76  313467      -1.3985      0.74975    2.2204e-16      -1.3985
_SET1_   ENSG00000143162     1  167488914  167558004    292      35  313467      -1.2285      0.69919    2.2204e-16      -1.2285
_SET1_   ENSG00000198771     1  167564330  167685486    413      49  313467     -0.57564      0.42911    1.1102e-16     -0.57564
_SET1_   ENSG00000143164     1  167870021  168055081    235      13  313467       1.3521     0.027854    2.2204e-16       1.3521
_SET1_   ENSG00000117601     1  173862947  173921516    109      10  313467        2.304    0.0026607             0        2.304
_SET1_   ENSG00000120332     1  175001994  175127202    434      34  313467       1.9015    0.0033889    2.2204e-16       1.9015
_SET1_   ENSG00000120341     1  177883091  177988438    406      46  313467       0.3059       0.1488    1.6653e-16       0.3059
_SET1_   ENSG00000162782     1  179525748  179670407    455      20  313467       0.3819      0.12609    1.6653e-16       0.3819
_SET1_   ENSG00000162670     1  190056792  190481759    847      36  313467       2.7644   7.2278e-05             0       2.7644
_SET1_   ENSG00000253148     1  192251122  192346415    210      18  313467       1.7553    0.0083645    2.2204e-16       1.7553
_SET1_   ENSG00000162630     1  193138175  193190784    106      12  313467     -0.30786      0.41935    1.6653e-16     -0.30786
_SET1_   ENSG00000162687     1  196184909  196613355    691      20  313467      -1.0947      0.61791    2.2204e-16      -1.0947
_SET1_   ENSG00000134389     1  196911667  196988804    145      18  313467      -1.3149        0.763    2.2204e-16      -1.3149
_SET1_   ENSG00000203724     1  197836777  197886497     87      18  313467       1.7566    0.0091982    2.2204e-16       1.7566
_SET1_   ENSG00000116852     1  200928520  201027828    237      20  313467      -1.1154      0.67339    2.2204e-16      -1.1154
_SET1_   ENSG00000081248     1  200998642  201116694    373      52  313467     -0.95504      0.58216    1.1102e-16     -0.95504
_SET1_   ENSG00000133067     1  202128029  202298909    428      36  313467      -1.3824      0.72138    2.2204e-16      -1.3824
_SET1_   ENSG00000184774     1  202754394  202806353    146      17  313467      0.70395      0.10719    1.1102e-16      0.70395
_SET1_   ENSG00000163485     1  203024782  203146533    282      34  313467   -0.0033418      0.23977    1.6176e-16   -0.0033418
_SET1_   ENSG00000133048     1  203138059  203190877    170      29  313467      -1.6407      0.83783    2.2204e-16      -1.6407
_SET1_   ENSG00000174567     1  204157288  204218220    191      21  313467      0.91956     0.057318    1.1102e-16      0.91956
_SET1_   ENSG00000143850     1  204177979  204381793    586      41  313467     -0.16986      0.23899    1.6653e-16     -0.16986
_SET1_   ENSG00000174514     1  205503013  205582046    265      28  313467      -0.2967      0.34974    1.6653e-16      -0.2967
_SET1_   ENSG00000198049     1  206188976  206241639    158      11  313467       2.3588    0.0024743             0       2.3588
_SET1_   ENSG00000196533     1  206228872  206323647    165      20  313467       1.1556       0.0527    2.2204e-16       1.1556
_SET1_   ENSG00000143466     1  206608791  206680223    206      30  313467      0.20712      0.19131    1.6653e-16      0.20712
_SET1_   ENSG00000136653     1  206645879  206772616    315      34  313467      0.45772      0.11645    1.6653e-16      0.45772
_SET1_   ENSG00000123836     1  207187801  207264369    107      16  313467      -1.3738      0.76929    2.2204e-16      -1.3738
_SET1_   ENSG00000054392     1  210466596  210859638   1450     105  313467        1.139    0.0062234    2.2204e-16        1.139
_SET1_   ENSG00000143473     1  210846555  211342457   1596      86  313467     -0.11541     0.088672    1.6653e-16     -0.11541
_SET1_   ENSG00000117650     1  211826114  211883960    171      24  313467     0.072887      0.24966    1.6653e-16     0.072887
_SET1_   ENSG00000143499     1  214419445  214520474    294      29  313467       0.7748     0.069474    1.1102e-16       0.7748
_SET1_   ENSG00000143786     1  224587362  224938251    843      39  313467       0.3013     0.095318    1.6653e-16       0.3013
_SET1_   ENSG00000162931     1  228585641  228639562    108      13  313467      0.26206      0.23455    1.6653e-16      0.26206
_SET1_   ENSG00000154429     1  229446758  229514041    139      18  313467     -0.91355      0.60367    1.1102e-16     -0.91355
_SET1_   ENSG00000177614     1  230447392  230596475    521      42  313467        1.104     0.028903    2.2204e-16        1.104
_SET1_   ENSG00000116991     1  232523711  232732304    604      51  313467      -1.8035      0.82875    2.2204e-16      -1.8035
_SET1_   ENSG00000135749     1  233109181  233466459   1131      66  313467      -1.1159      0.49008    2.2204e-16      -1.1159
_SET1_   ENSG00000135750     1  233714750  233818258    381      53  313467     -0.84496      0.54208    1.1102e-16     -0.84496
_SET1_   ENSG00000183780     1  234005679  234470262   1553     106  313467      -1.0187      0.35137    2.2204e-16      -1.0187
_SET1_   ENSG00000198626     1  237170505  238007288   2706     191  313467      0.95841    0.0016931    1.1102e-16      0.95841
_SET1_   ENSG00000180875     1  240642873  240810449    375      74  313467      -1.9273      0.88591    2.2204e-16      -1.9273
_SET1_   ENSG00000054277     1  241743404  241875678    335      59  313467      -0.2768      0.33608    1.6653e-16      -0.2768
_SET1_   ENSG00000196071     1  248065493  248274224    709      33  313467      -1.5005      0.76361    2.2204e-16      -1.5005
_SET1_   ENSG00000189181     1  248834628  248880629    150       4  313467     0.035584      0.34413    1.5959e-16     0.035584
_SET1_   ENSG00000151360     2    3670785    3760261    296      28  313467     0.077284      0.22766    1.6653e-16     0.077284
_SET1_   ENSG00000151693     2    9311894    9555812    475      27  313467     -0.32562      0.31441    1.6653e-16     -0.32562
_SET1_   ENSG00000143870     2   10913517   11013103    592      29  313467     -0.17961       0.2365    1.6653e-16     -0.17961
_SET1_   ENSG00000162975     2   11017063   11064350    205      29  313467       -1.605      0.84085    2.2204e-16       -1.605
_SET1_   ENSG00000150873     2   11238179   11296916    269      30  313467      0.25176      0.18329    1.6653e-16      0.25176
_SET1_   ENSG00000071575     2   12822015   12892860    153      20  313467      -1.1358      0.68868    2.2204e-16      -1.1358
_SET1_   ENSG00000214842     2   17681851   17734706    155       8  313467      0.77037      0.12067    1.1102e-16      0.77037
_SET1_   ENSG00000163032     2   17685393   17848285    536      18  313467      0.97532     0.045805    1.1102e-16      0.97532
_SET1_   ENSG00000143869     2   20831424   20883418    144      38  313467      0.83973     0.067589    1.1102e-16      0.83973
_SET1_   ENSG00000084674     2   21214301   21301945    171      25  313467      0.85304     0.066457    1.1102e-16      0.85304
_SET1_   ENSG00000084731     2   26139471   26240618    264      31  313467     -0.36342      0.40755    1.6653e-16     -0.36342
_SET1_   ENSG00000163793     2   27463289   27514367     98      13  313467       1.3128     0.035897    2.2204e-16       1.3128
_SET1_   ENSG00000115194     2   27466552   27533685    124      15  313467       1.3471     0.031481    2.2204e-16       1.3471
_SET1_   ENSG00000138100     2   27470260   27540307    114      14  313467       1.2772     0.036688    2.2204e-16       1.2772
_SET1_   ENSG00000214711     2   31385924   31491724    513      36  313467     -0.34101      0.32287    1.6653e-16     -0.34101
_SET1_   ENSG00000013016     2   31421880   31502313    322      34  313467     -0.77333      0.52677    1.1102e-16     -0.77333
_SET1_   ENSG00000150938     2   36548069   36788278    676      64  313467       1.1398     0.019815    2.2204e-16       1.1398
_SET1_   ENSG00000115841     2   38115330   38304285    554      26  313467      -1.8612       0.8438    2.2204e-16      -1.8612
_SET1_   ENSG00000269210     2   39176764   39222483     81       7  313467     -0.14156      0.43104    1.6653e-16     -0.14156
_SET1_   ENSG00000152154     2   39857122   39955103    158      10  313467     -0.18048      0.33083    1.6653e-16     -0.18048
_SET1_   ENSG00000205086     2   42152508   42216406    211      19  313467      0.51451      0.13683    1.1102e-16      0.51451
_SET1_   ENSG00000162878     2   42240160   42295668    236      14  313467       1.0609     0.049033    2.2204e-16       1.0609
_SET1_   ENSG00000239332     2   47008836   47096146    355      49  313467      0.35771      0.13528    1.6653e-16      0.35771
_SET1_   ENSG00000184261     2   47733720   47833078    288      56  313467     -0.53219      0.44242    1.1102e-16     -0.53219
_SET1_   ENSG00000214595     2   54915636   55209157    990      70  313467     -0.55091      0.29412    1.1102e-16     -0.55091
_SET1_   ENSG00000055813     2   56376258   56623308    784      69  313467        1.987     0.001681    2.2204e-16        1.987
_SET1_   ENSG00000119866     2   60668302   60815702    228      45  313467    -0.011105      0.25011    1.6133e-16    -0.011105
_SET1_   ENSG00000170340     2   62388248   62461866    112      13  313467     -0.30415      0.40217    1.6653e-16     -0.30415
_SET1_   ENSG00000169621     2   68659693   68868004    566      17  313467     -0.18193      0.32848    1.6653e-16     -0.18193
_SET1_   ENSG00000075340     2   70824750   71030357    775      36  313467      -1.5043      0.69433    2.2204e-16      -1.5043
_SET1_   ENSG00000258881     2   71156448   71257466    304      52  313467      0.52194      0.11622    1.1102e-16      0.52194
_SET1_   ENSG00000003137     2   72346367   72410167    132      20  313467     -0.78208      0.59171    1.1102e-16     -0.78208
_SET1_   ENSG00000135638     2   73108389   73172020     74      13  313467      -1.9508      0.91573    2.2204e-16      -1.9508
_SET1_   ENSG00000135625     2   73508058   73555833     61      12  313467      -1.0264      0.70197    2.2204e-16      -1.0264
_SET1_   ENSG00000159374     2   74775010   74910465     98      15  313467      0.56473      0.15732    1.1102e-16      0.56473
_SET1_   ENSG00000115423     2   84708579   85056713    847      20  313467     -0.40493      0.33948    1.6653e-16     -0.40493
_SET1_   ENSG00000186854     2   85038774   85169132    369      26  313467       1.0257     0.047849    2.2204e-16       1.0257
_SET1_   ENSG00000034510     2   85097749   85143795    124       9  313467      0.57455      0.15315    1.1102e-16      0.57455
_SET1_   ENSG00000115041     2   95928052   96061825    132      13  313467      -1.2961      0.76858    2.2204e-16      -1.2961
_SET1_   ENSG00000196872     2   99400309   99587722    464      25  313467      0.97923     0.042194    1.1102e-16      0.97923
_SET1_   ENSG00000170485     2  101401614  101623291    637      67  313467      -1.4722      0.72912    2.2204e-16      -1.4722
_SET1_   ENSG00000175874     2  101952013  102039057    209      20  313467       1.3325     0.026202    2.2204e-16       1.3325
_SET1_   ENSG00000115598     2  102768433  102866462    332      19  313467     -0.15878      0.29451    1.6653e-16     -0.15878
_SET1_   ENSG00000135973     2  105823200  105869924     97      14  313467       -0.283      0.36875    1.6653e-16       -0.283
_SET1_   ENSG00000268556     2  105832759  105879601    101      15  313467     -0.42785      0.42147    1.6653e-16     -0.42785
_SET1_   ENSG00000115641     2  105964169  106089970    390      63  313467      -1.1461       0.6587    2.2204e-16      -1.1461
_SET1_   ENSG00000071051     2  106326354  106520730    717      40  313467     0.082783      0.15389    1.6653e-16     0.082783
_SET1_   ENSG00000115652     2  106699759  106845795    385      30  313467     -0.14141      0.30206    1.6653e-16     -0.14141
_SET1_   ENSG00000144057     2  107408056  107538564    396      27  313467       1.4335     0.017177    2.2204e-16       1.4335
_SET1_   ENSG00000015568     2  110515335  110625272      2       1  313467       2.0585     0.014974             0       2.0585
_SET1_   ENSG00000144130     2  113444063  113510456    145      18  313467    -0.088405      0.27828    1.6653e-16    -0.088405
_SET1_   ENSG00000175497     2  115164876  116613328   3491     125  313467     -0.80375      0.13957    1.1102e-16     -0.80375
_SET1_   ENSG00000163075     2  120267008  120429827    286      22  313467     -0.26015      0.35648    1.6653e-16     -0.26015
_SET1_   ENSG00000048991     2  136254025  136492840    304      16  313467      -2.8013      0.98618             0      -2.8013
_SET1_   ENSG00000168702     2  140978992  142924270   7763     241  313467      0.47271     0.009107    1.6653e-16      0.47271
_SET1_   ENSG00000121989     2  148567086  148698393    157      12  313467       4.5946   9.9003e-08             0       4.5946
_SET1_   ENSG00000182389     2  152679290  152990593    686      33  313467     -0.54677      0.36671    1.1102e-16     -0.54677
_SET1_   ENSG00000177519     2  154323852  154370322     90      16  313467     -0.29688      0.39689    1.6653e-16     -0.29688
_SET1_   ENSG00000184611     2  163217917  163730240    984      48  313467      0.73829     0.033999    1.1102e-16      0.73829
_SET1_   ENSG00000073734     2  169769448  169922832    428      32  313467      0.40783      0.11867    1.6653e-16      0.40783
_SET1_   ENSG00000091428     2  173565002  173927621   1022      72  313467      -1.0401      0.48439    2.2204e-16      -1.0401
_SET1_   ENSG00000138435     2  175602320  175664200    146      19  313467     -0.25487      0.35425    1.6653e-16     -0.25487
_SET1_   ENSG00000128656     2  175654091  175905097    371      17  313467     -0.38701      0.36886    1.6653e-16     -0.38701
_SET1_   ENSG00000144331     2  180296709  180761232   1676     103  313467       0.2777     0.038037    1.6653e-16       0.2777
_SET1_   ENSG00000115252     2  182994763  183422919   1285      49  313467      0.72902     0.020662    1.1102e-16      0.72902
_SET1_   ENSG00000163012     2  187682562  187748935    210      13  313467      0.40323      0.16346    1.6653e-16      0.40323
_SET1_   ENSG00000144366     2  189121396  189470653    784      25  313467     -0.02387      0.19016    1.6306e-16     -0.02387
_SET1_   ENSG00000174325     2  189588882  189689831    346      15  313467     -0.55609      0.47323    1.1102e-16     -0.55609
_SET1_   ENSG00000138386     2  191476472  191567492    172      20  313467      0.25876      0.18665    1.6653e-16      0.25876
_SET1_   ENSG00000115419     2  191710553  191840278    217      18  313467       1.1979     0.033833    2.2204e-16       1.1979
_SET1_   ENSG00000082126     2  202499593  202598417    253      34  313467       2.0682     0.003217             0       2.0682
_SET1_   ENSG00000163249     2  208541264  208636563    260      16  313467       0.1923      0.22387    1.6653e-16       0.1923
_SET1_   ENSG00000144406     2  210601717  210874024    537      27  313467      0.27369      0.15291    1.6653e-16      0.27369
_SET1_   ENSG00000231672     2  218138742  218656316   1482      72  313467      -2.9895      0.94609             0      -2.9895
_SET1_   ENSG00000179921     2  219089219  219138582     84       9  313467       0.9666     0.062187    1.1102e-16       0.9666
_SET1_   ENSG00000135925     2  219710085  219774303     62       9  313467       1.2089     0.046309    2.2204e-16       1.2089
_SET1_   ENSG00000171450     2  219789377  219836876     61       6  313467       1.2846     0.051279    2.2204e-16       1.2846
_SET1_   ENSG00000181378     2  219857568  219941249    149      14  313467      0.49344      0.15251    1.6653e-16      0.49344
_SET1_   ENSG00000127824     2  220104433  220177892    146      21  313467        2.134    0.0044576             0        2.134
_SET1_   ENSG00000054356     2  220144345  220209370    188      16  313467       1.8401    0.0083976    2.2204e-16       1.8401
_SET1_   ENSG00000175084     2  220248099  220301461    118      14  313467       -1.646       0.8759    2.2204e-16       -1.646
_SET1_   ENSG00000072195     2  220264568  220373009    190      31  313467      -2.3178      0.95212             0      -2.3178
_SET1_   ENSG00000116106     2  222272747  222473922    483      44  313467      0.79102     0.051738    1.1102e-16      0.79102
_SET1_   ENSG00000163082     2  223254236  223435667    422      52  313467       -1.058       0.6199    2.2204e-16       -1.058
_SET1_   ENSG00000152056     2  224606403  224737744    438      30  313467     -0.41472      0.34653    1.6653e-16     -0.41472
_SET1_   ENSG00000144460     2  226230364  226528734    541      41  313467       3.6102   4.6079e-06             0       3.6102
_SET1_   ENSG00000123977     2  228700770  228799060    383      20  313467       1.1008     0.031235    2.2204e-16       1.1008
_SET1_   ENSG00000153820     2  228834666  229081361    811      32  313467      -1.4697      0.67238    2.2204e-16      -1.4697
_SET1_   ENSG00000153823     2  229705242  230171001   1433     111  313467      0.26398     0.055844    1.6653e-16      0.26398
_SET1_   ENSG00000135898     2  231762033  231860781    303      42  313467      0.81479      0.06758    1.1102e-16      0.81479
_SET1_   ENSG00000066248     2  233733396  233912982    659      50  313467      -1.7227      0.78619    2.2204e-16      -1.7227
_SET1_   ENSG00000072080     2  234924323  234995778    353      38  313467       1.0584     0.038212    2.2204e-16       1.0584
_SET1_   ENSG00000182177     2  237092095  237208052    351      21  313467       2.4223    0.0010755             0       2.4223
_SET1_   ENSG00000132321     2  237222794  237451185    447      31  313467      0.18227      0.18032    1.6653e-16      0.18227
_SET1_   ENSG00000234949     2  238464663  238514624    247      26  313467      0.82199     0.078897    1.1102e-16      0.82199
_SET1_   ENSG00000144488     2  238973798  239051928    298      25  313467      0.25288      0.17322    1.6653e-16      0.25288
_SET1_   ENSG00000168427     2  239012363  239071588    220      35  313467      0.39055      0.14708    1.6653e-16      0.39055
_SET1_   ENSG00000178752     2  239032623  239087541    190      35  313467     -0.47381      0.42578    1.6653e-16     -0.47381
_SET1_   ENSG00000132326     2  239142679  239233743    268      26  313467       1.8261    0.0064583    2.2204e-16       1.8261
_SET1_   ENSG00000068024     2  239959864  240358348   1280      94  313467     -0.79061      0.32309    1.1102e-16     -0.79061
_SET1_   ENSG00000220256     2  240649554  240734577    413      34  313467     -0.20718      0.28903    1.6653e-16     -0.20718
_SET1_   ENSG00000218416     2  241378732  241431131    214      36  313467      -1.9192      0.89811    2.2204e-16      -1.9192
_SET1_   ENSG00000154252     2  242681240  242753623    232      27  313467    -0.073619      0.26825    1.6653e-16    -0.073619
_SET1_   ENSG00000150995     3    4500032    4899524   1235     133  313467      0.61975     0.037801    1.1102e-16      0.61975
_SET1_   ENSG00000196277     3    6776688    7793215   3143     198  313467      0.38276    0.0093796    1.6653e-16      0.38276
_SET1_   ENSG00000125046     3    8651086    8821726    542      92  313467      -1.8139      0.85003    2.2204e-16      -1.8139
_SET1_   ENSG00000070950     3    8807088    9040457    921      38  313467      -2.0334      0.84041             0      -2.0334
_SET1_   ENSG00000144550     3    9710491    9781592    114      31  313467     -0.30461      0.42379    1.6653e-16     -0.30461
_SET1_   ENSG00000134072     3    9789026    9846676    116      17  313467      0.77051     0.090061    1.1102e-16      0.77051
_SET1_   ENSG00000163704     3    9977226   10029078    118       7  313467      0.82274      0.10233    1.1102e-16      0.82274
_SET1_   ENSG00000157087     3   10355707   10784716   1441     117  313467      -1.5703       0.6085    2.2204e-16      -1.5703
_SET1_   ENSG00000196639     3   11143779   11315243    489      52  313467       1.5853    0.0090343    2.2204e-16       1.5853
_SET1_   ENSG00000144711     3   12928719   13149617    699      76  313467     -0.26799      0.26184    1.6653e-16     -0.26799
_SET1_   ENSG00000180438     3   13943756   14134311    391      16  313467      -1.9837      0.89382    2.2204e-16      -1.9837
_SET1_   ENSG00000131378     3   16345081   16590533    743      71  313467       1.3669     0.010554    2.2204e-16       1.3669
