# TOTAL_GENES = 18583
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
PV_SULF1_dev              SET     923     -0.10364    -0.022517     0.061483      0.95405
PV_WFDC2                  SET    1122     -0.14256    -0.033956     0.056967      0.99383
SST_ADGRG6                SET    1157     -0.13795    -0.033333     0.056253       0.9929
SST_ADGRG6_dev            SET     984    -0.026041   -0.0058317     0.061136      0.66492
SST_B3GAT2                SET    1097     -0.11941    -0.028144     0.057968      0.98029
SST_BRINP3                SET     955     -0.14317    -0.031612      0.06105      0.99048
SST_CALB1                 SET    1075     -0.13249    -0.030932     0.057945      0.98888
SST_CALB1_dev             SET    1162     -0.13101    -0.031722     0.055852       0.9905
SST_NPY                   SET     771     -0.13482    -0.026887     0.065758      0.97982
SST_STK32A                SET    1081     -0.12458    -0.029162     0.057984      0.98416
SST_TH                    SET     962     -0.14569     -0.03228     0.058806      0.99338
Vas_CLDN5                 SET    1147      0.12049     0.028998     0.055692     0.015257
Vas_PDGFRB                SET    1090       0.2404     0.056491     0.057499   1.4609e-05
Vas_TBX18                 SET    1235      0.21045     0.052422     0.053517   4.2253e-05
VIP_ABI3BP                SET    1017     -0.18255    -0.041523     0.058624      0.99908
VIP_ADAMTSL1              SET     937    -0.038923   -0.0085171     0.060816      0.73891
VIP_CHRM2                 SET     988     -0.10566    -0.023707     0.060308       0.9601
VIP_CRH                   SET     956     -0.11188    -0.024716      0.06097      0.96674
VIP_dev                   SET     676    -0.085418    -0.015993     0.070842      0.88603
VIP_DPP6                  SET     863     -0.18633    -0.039211      0.06292      0.99847
VIP_HS3ST3A1              SET    1076    -0.045398    -0.010603     0.058033      0.78297
VIP_KIRREL3               SET     942     -0.13247     -0.02906     0.062135      0.98349
VIP_PCDH20                SET     783     -0.19695    -0.039567     0.067044      0.99834
