# TOTAL_GENES = 50921
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
SST_B3GAT2                SET    2096     0.010056    0.0019977     0.022267      0.32578
SST_BRINP3                SET    1916     0.041148    0.0078301     0.023111     0.037505
SST_CALB1                 SET    2055    0.0054742    0.0010773     0.022689      0.40467
SST_CALB1_dev             SET    2172      0.02708    0.0054724      0.02222      0.11147
SST_NPY                   SET    1616    -0.028218   -0.0049466     0.025379       0.8669
SST_STK32A                SET    2069     0.046869    0.0092536     0.022756     0.019719
SST_TH                    SET    1847     0.037638    0.0070371     0.023706     0.056183
Vas_CLDN5                 SET    1553    -0.031027   -0.0053353     0.025876      0.88474
Vas_PDGFRB                SET    1561    -0.023618   -0.0040714     0.025663       0.8213
Vas_TBX18                 SET    1909    -0.068658    -0.013042     0.023185      0.99847
VIP_ABI3BP                SET    2092     0.021094    0.0041869     0.022374       0.1729
VIP_ADAMTSL1              SET    2054      0.01291      0.00254     0.022479      0.28288
VIP_CHRM2                 SET    2182    -0.033029   -0.0066891     0.022276      0.93092
VIP_CRH                   SET    2125     0.058503     0.011699     0.022426    0.0045459
VIP_dev                   SET    1663     0.033247    0.0059095     0.024817     0.090175
VIP_DPP6                  SET    2018    0.0011974   0.00023361      0.02289      0.47914
VIP_HS3ST3A1              SET    2187     0.023565    0.0047777      0.02236      0.14597
VIP_KIRREL3               SET    2064     0.045677    0.0090078     0.022838     0.022751
VIP_PCDH20                SET    1682     0.044908     0.008026     0.025252     0.037674
