# TOTAL_GENES = 49558
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
L5-6_TLE4_dev             SET    2278     0.026257    0.0054986     0.030549      0.19504
L5-6_TLE4_HTR2C           SET    2107     0.024293    0.0049014     0.031175      0.21792
L5-6_TLE4_SCUBE1          SET    2263      0.06001     0.012527     0.030044     0.022894
L5-6_TLE4_SORCS1          SET    2217      0.08075     0.016693     0.030092    0.0036451
LAMP5_CCK                 SET    2120     0.032171    0.0065101     0.031841      0.15617
LAMP5_NDNF                SET    2093     0.051041     0.010266     0.031953     0.055096
LAMP5_NOS1                SET    2061     0.048307    0.0096443     0.032005     0.065608
MGE_dev-1                 SET    1968     0.068516      0.01338     0.033339     0.019938
MGE_dev-2                 SET    1909     0.075893     0.014606     0.032222    0.0092558
Micro                     SET    2188    -0.058783    -0.012076     0.032085      0.96653
Micro_out                 SET    1764    -0.079642    -0.014756     0.035377      0.98781
Oligo_mat                 SET    2234     0.089828     0.018637     0.031751    0.0023349
Oligo-1                   SET    2197      0.10124     0.020838     0.031287   0.00060748
Oligo-2                   SET    2216     0.081737     0.016893     0.031127    0.0043232
Oligo-3                   SET    2137     0.093442     0.018981     0.031548      0.00153
Oligo-4                   SET    1970     0.062987     0.012306     0.032408     0.025979
Oligo-5                   SET    1869     0.052562     0.010013     0.033069     0.055981
OPC                       SET    2320      0.04475    0.0094531     0.030176     0.069045
OPC_dev                   SET    2078     0.071841     0.014399     0.032188     0.012813
OPC_MBP                   SET    2029     0.037946    0.0075192     0.031967      0.11761
PN_dev                    SET    2280    -0.014964   -0.0031351     0.031109      0.68475
PV_dev                    SET    2041     0.076206     0.015143      0.03233    0.0092121
PV_SCUBE3                 SET    2014     -0.00561   -0.0011077     0.032239      0.56907
PV_SCUBE3_dev             SET    1777     0.020412    0.0037954      0.03376      0.27272
PV_SST                    SET    1897    -0.020117   -0.0038599      0.03275      0.73048
PV_SULF1                  SET    2027     0.034447    0.0068228     0.031876      0.13993
PV_SULF1_dev              SET    1860     0.010546    0.0020044     0.033219      0.37545
PV_WFDC2                  SET    2186      0.03305    0.0067865     0.030893      0.14236
SST_ADGRG6                SET    2096     0.060224     0.012121     0.031564     0.028202
SST_ADGRG6_dev            SET    2029     0.046611    0.0092363     0.031695     0.070704
SST_B3GAT2                SET    2058     0.072076      0.01438     0.032073     0.012315
SST_BRINP3                SET    1881     0.046592    0.0089032     0.032662     0.076868
SST_CALB1                 SET    2035     0.064248     0.012749     0.031993     0.022318
SST_CALB1_dev             SET    2149     0.066026     0.013448     0.031644     0.018471
SST_NPY                   SET    1600     0.027087    0.0047879     0.035016       0.2196
SST_STK32A                SET    2031      0.07938     0.015737     0.032443    0.0072099
SST_TH                    SET    1818  -0.00039528  -7.4308e-05     0.033513      0.50471
Vas_CLDN5                 SET    1533    -0.053729   -0.0093026     0.035894      0.93278
Vas_PDGFRB                SET    1550    -0.014228   -0.0024767     0.036098      0.65327
Vas_TBX18                 SET    1898    -0.017129   -0.0032874     0.032766      0.69943
VIP_ABI3BP                SET    2056      0.01433    0.0028577     0.031663      0.32543
VIP_ADAMTSL1              SET    2029     0.024967    0.0049474     0.031651      0.21511
VIP_CHRM2                 SET    2157     0.073331     0.014962     0.031487    0.0099341
VIP_CRH                   SET    2100     0.027471    0.0055339     0.031411      0.19091
VIP_dev                   SET    1652     0.019199    0.0034464     0.035708      0.29541
VIP_DPP6                  SET    1997     0.052509     0.010326     0.032103     0.050964
VIP_HS3ST3A1              SET    2157     0.043857    0.0089485     0.031737     0.083509
VIP_KIRREL3               SET    2041    0.0091753    0.0018233     0.032363      0.38839
VIP_PCDH20                SET    1658     0.053504    0.0096213     0.035607     0.066472
