# TOTAL_GENES = 32284
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
MGE_dev-2                 SET    1164     0.098201     0.018308     0.031411   0.00088623
Micro                     SET     637    0.0058066   0.00080757     0.042137       0.4452
Micro_out                 SET     473    -0.031726    -0.003812     0.048485      0.74355
Oligo_mat                 SET     727     0.052748     0.007826     0.040446     0.096099
Oligo-1                   SET     713     0.070433     0.010351     0.040251     0.040081
Oligo-2                   SET     744     0.039652    0.0059497     0.039423      0.15726
Oligo-3                   SET     579      0.04847    0.0064328     0.043027      0.12998
Oligo-4                   SET     622     0.045937    0.0063146     0.043331      0.14455
Oligo-5                   SET     690    0.0077846    0.0011258     0.040546      0.42387
OPC                       SET     926     0.051049    0.0085209     0.036518     0.081075
OPC_dev                   SET    1011     0.054945    0.0095699     0.034335     0.054778
OPC_MBP                   SET     843     0.049397    0.0078774     0.037624     0.094616
PN_dev                    SET    1434      0.10906     0.022469     0.029159   9.2172e-05
PV_dev                    SET     980     0.050253    0.0086217     0.033994      0.06967
PV_SCUBE3                 SET    1033     0.055243    0.0097225     0.033962     0.051915
PV_SCUBE3_dev             SET     920     0.072876     0.012126     0.035255     0.019367
PV_SST                    SET    1040     0.018837     0.003326      0.03243      0.28068
PV_SULF1                  SET    1014     0.061597     0.010744     0.033166     0.031647
PV_SULF1_dev              SET     954     0.014527      0.00246      0.03423      0.33564
PV_WFDC2                  SET    1081   -0.0044986   -0.0008093     0.032838      0.55448
SST_ADGRG6                SET     959    0.0093833    0.0015931     0.034705      0.39344
SST_ADGRG6_dev            SET    1067     0.030887    0.0055216     0.032898      0.17391
SST_B3GAT2                SET     989    -0.022074   -0.0038039     0.033908      0.74247
SST_BRINP3                SET     950    -0.036402   -0.0061519     0.034915      0.85142
SST_CALB1                 SET     975     0.054435    0.0093161     0.033433     0.051751
SST_CALB1_dev             SET    1005     0.047465    0.0082434     0.033879     0.080613
SST_NPY                   SET     841     0.036785    0.0058594     0.036317      0.15556
SST_STK32A                SET     973    -0.077833    -0.013307     0.034639      0.98767
SST_TH                    SET     871     0.007808    0.0012651     0.036413      0.41511
Vas_CLDN5                 SET     395   -0.0083745  -0.00092065     0.052109      0.56384
Vas_PDGFRB                SET     467    -0.039901   -0.0047643     0.048732      0.79354
Vas_TBX18                 SET     673    -0.077077    -0.011012     0.041197      0.96932
VIP_ABI3BP                SET    1058   -0.0094035   -0.0016742      0.03315      0.61166
VIP_ADAMTSL1              SET    1108      0.02744    0.0049955     0.032047      0.19594
VIP_CHRM2                 SET    1184     0.038058    0.0071536     0.032254      0.11901
VIP_CRH                   SET    1158     0.036583    0.0068033     0.032644      0.13122
VIP_dev                   SET     992       0.1061     0.018311     0.034603    0.0010851
VIP_DPP6                  SET    1147    0.0054564    0.0010101     0.031619       0.4315
VIP_HS3ST3A1              SET    1097     0.020215    0.0036625     0.033209      0.27136
VIP_KIRREL3               SET    1116     0.025432    0.0046461     0.032157      0.21452
VIP_PCDH20                SET     886     0.059516    0.0097234     0.036355     0.050816
