# TOTAL_GENES = 49565
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
L5-6_THEMIS_dev-2         SET    1750     0.035255    0.0065065     0.043315      0.20785
L5-6_THEMIS_NTNG2         SET    1732   -0.0062171   -0.0011417      0.04318      0.55724
L5-6_TLE4_dev             SET    1775     0.012387    0.0023017     0.042364        0.385
L5-6_TLE4_HTR2C           SET    1744     0.060598     0.011165     0.042471     0.076822
L5-6_TLE4_SCUBE1          SET    1785      0.02694    0.0050197     0.042929      0.26515
L5-6_TLE4_SORCS1          SET    1752     0.031666    0.0058473      0.04188       0.2248
LAMP5_CCK                 SET    1758    -0.092177    -0.017049     0.043991      0.98193
LAMP5_NDNF                SET    1761    -0.015004   -0.0027775     0.044119       0.6331
LAMP5_NOS1                SET    1735     0.025846    0.0047503     0.044488      0.28063
MGE_dev-1                 SET    1568      0.11675     0.020435     0.046654    0.0061687
MGE_dev-2                 SET    1651     0.022989    0.0041253     0.043617      0.29907
Micro                     SET    1542     0.096739     0.016796     0.047067     0.019927
Micro_out                 SET    1523      0.14677     0.025329     0.047619    0.0010288
Oligo_mat                 SET    1610      0.18158      0.03219     0.045178   2.9281e-05
Oligo-1                   SET    1548       0.1408     0.024492     0.045778    0.0010508
Oligo-2                   SET    1598      0.14921     0.026357     0.044551   0.00040567
Oligo-3                   SET    1489      0.17684     0.030188     0.046551    7.282e-05
Oligo-4                   SET    1505      0.16645     0.028562     0.046099   0.00015285
Oligo-5                   SET    1576      0.15776     0.027681     0.044982   0.00022674
OPC                       SET    1664     0.081569     0.014693      0.04338     0.030036
OPC_dev                   SET    1650      0.09544     0.017121     0.044207     0.015432
OPC_MBP                   SET    1683      0.16206     0.029352     0.044126   0.00012024
PN_dev                    SET    1756     0.034011    0.0062873     0.043201      0.21557
PV_dev                    SET    1678    -0.048723   -0.0088119     0.044447       0.8635
PV_SCUBE3                 SET    1756     0.086562     0.016002     0.042373     0.020537
PV_SCUBE3_dev             SET    1684     0.027689    0.0050164     0.044077      0.26494
PV_SST                    SET    1725     0.048706    0.0089269     0.043898      0.13361
PV_SULF1                  SET    1729     -0.06935    -0.012725     0.043287      0.94543
PV_SULF1_dev              SET    1761     -0.02817   -0.0052147      0.04222      0.74768
PV_WFDC2                  SET    1775     0.012695     0.002359     0.042703      0.38312
SST_ADGRG6                SET    1735  -0.00077263    -0.000142     0.043253      0.50713
SST_ADGRG6_dev            SET    1710     0.041688    0.0076086     0.043243      0.16751
SST_B3GAT2                SET    1716    -0.032873   -0.0060099     0.043876      0.77314
SST_BRINP3                SET    1734    -0.060496    -0.011116     0.043028      0.92013
SST_CALB1                 SET    1733   -0.0050527  -0.00092814     0.043548      0.54618
SST_CALB1_dev             SET    1690      0.09521     0.017279     0.045233     0.017656
SST_NPY                   SET    1549    -0.047585   -0.0082797     0.044438      0.85787
SST_STK32A                SET    1704    -0.016767    -0.003055     0.043318      0.65064
SST_TH                    SET    1736   -0.0085338   -0.0015689     0.042837      0.57895
Vas_CLDN5                 SET    1515      0.22239     0.038282     0.045165   4.2646e-07
Vas_PDGFRB                SET    1530      0.29881     0.051684     0.045607   2.8873e-11
Vas_TBX18                 SET    1620      0.20396     0.036266     0.044106   1.8872e-06
VIP_ABI3BP                SET    1731    -0.018696   -0.0034324     0.043109      0.66774
VIP_ADAMTSL1              SET    1747    -0.010239    -0.001888     0.043384      0.59328
VIP_CHRM2                 SET    1763     0.018959    0.0035115     0.042905      0.32929
VIP_CRH                   SET    1764    -0.011725   -0.0021723     0.043073      0.60727
VIP_dev                   SET    1586    -0.021029   -0.0037011     0.045472      0.67813
VIP_DPP6                  SET    1743    -0.058703    -0.010813     0.042272      0.91753
VIP_HS3ST3A1              SET    1753    -0.063451     -0.01172     0.043348      0.92836
VIP_KIRREL3               SET    1746    -0.057951    -0.010683     0.043072      0.91075
VIP_PCDH20                SET    1613    -0.012059   -0.0021398     0.044435      0.60695
