# MEAN_SAMPLE_SIZE = 94515
# TOTAL_GENES = 19616
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
L5-6_THEMIS_CNR1          SET    1250      0.11477     0.028035     0.030352   7.8272e-05
L5-6_THEMIS_dev-1         SET     998     0.030843    0.0067778     0.033706      0.18009
L5-6_THEMIS_dev-2         SET    1258     0.054467     0.013344     0.030317     0.036212
L5-6_THEMIS_NTNG2         SET    1120     0.094764     0.021988     0.032404    0.0017276
L5-6_TLE4_dev             SET     972   -0.0016453  -0.00035706      0.03442      0.51906
L5-6_TLE4_HTR2C           SET    1138     0.043395     0.010145     0.031782      0.08607
L5-6_TLE4_SCUBE1          SET    1229     0.034503    0.0083616     0.031409        0.136
L5-6_TLE4_SORCS1          SET    1189   -0.0017449  -0.00041637     0.031371      0.52218
LAMP5_CCK                 SET    1135     0.044361     0.010358     0.032244     0.084451
LAMP5_NDNF                SET    1023     0.029707     0.006605     0.034066       0.1916
LAMP5_NOS1                SET    1066     0.055672     0.012621      0.03344     0.047982
MGE_dev-1                 SET     893     0.025317    0.0052775     0.034461      0.23128
MGE_dev-2                 SET     783     0.018301    0.0035828     0.037376       0.3122
Micro                     SET    1588    -0.069792    -0.019037     0.027703      0.99412
Micro_out                 SET    1318    -0.094304     -0.02361     0.030081      0.99914
Oligo_mat                 SET    1528   -0.0058404   -0.0015653     0.028353       0.5816
Oligo-1                   SET    1507    -0.035558   -0.0094698     0.028659      0.89263
Oligo-2                   SET    1494    -0.010547   -0.0027977     0.028432      0.64466
Oligo-3                   SET    1570    0.0032403   0.00087928     0.027752      0.45353
Oligo-4                   SET    1368    -0.042303    -0.010775     0.029756      0.92243
Oligo-5                   SET    1196     -0.04074   -0.0097485     0.032016      0.89839
OPC                       SET    1423   -0.0019918  -0.00051666     0.029089       0.5273
OPC_dev                   SET    1092     0.030666    0.0070313     0.032701      0.17419
OPC_MBP                   SET    1201    -0.028212   -0.0067638     0.031671      0.81347
PN_dev                    SET     882    0.0031014   0.00064269     0.035495      0.46519
PV_dev                    SET    1098     0.024791    0.0056989     0.033405      0.22901
PV_SCUBE3                 SET    1008     0.027445    0.0060596     0.033654       0.2074
PV_SCUBE3_dev             SET     885     0.048267     0.010018     0.035535     0.087198
PV_SST                    SET     892     0.048077     0.010017     0.035581     0.088326
PV_SULF1                  SET    1047     0.060106     0.013511     0.033276     0.035448
PV_SULF1_dev              SET     939     0.037588    0.0080248     0.034623      0.13883
PV_WFDC2                  SET    1133      0.06334     0.014777     0.032421     0.025378
SST_ADGRG6                SET    1173     0.068729     0.016297     0.031246     0.013926
SST_ADGRG6_dev            SET     998     0.016827    0.0036977     0.034202      0.31137
SST_B3GAT2                SET    1117     0.044463     0.010304      0.03293     0.088481
SST_BRINP3                SET     969     0.061985     0.013432     0.034793      0.03742
SST_CALB1                 SET    1084     0.022158    0.0050629     0.033054      0.25132
SST_CALB1_dev             SET    1173     0.040595    0.0096257     0.031616     0.099579
SST_NPY                   SET     780    -0.079799    -0.015593     0.037494      0.98334
SST_STK32A                SET    1101     0.052123     0.011997     0.032472     0.054237
SST_TH                    SET     978     0.052138     0.011348     0.033973      0.06244
Vas_CLDN5                 SET    1158    -0.069396    -0.016356      0.03201      0.98491
Vas_PDGFRB                SET    1096    -0.055579    -0.012766      0.03325      0.95268
Vas_TBX18                 SET    1240    -0.063449    -0.015441     0.030945      0.97983
VIP_ABI3BP                SET    1038     0.040292    0.0090202     0.034091      0.11864
VIP_ADAMTSL1              SET     955     0.029273       0.0063     0.034462      0.19783
VIP_CHRM2                 SET    1003    -0.046055    -0.010145     0.033659      0.91438
VIP_CRH                   SET     971      0.06812     0.014776     0.034463     0.024051
VIP_dev                   SET     678   -0.0015341  -0.00028025     0.040396      0.51515
VIP_DPP6                  SET     876    -0.013335   -0.0027544     0.036509      0.64253
VIP_HS3ST3A1              SET    1094     0.032961     0.007564     0.032918      0.15835
VIP_KIRREL3               SET     954     0.049243     0.010592     0.035198     0.080911
VIP_PCDH20                SET     797      0.10926     0.021571       0.0387    0.0023808
