# TOTAL_GENES = 49565
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
OPC_MBP                   SET    1906     0.096121     0.018483     0.041478     0.010244
PN_dev                    SET    1891    0.0042702   0.00081803     0.041968      0.45948
PV_dev                    SET    1875    -0.071152    -0.013575     0.042049      0.95468
PV_SCUBE3                 SET    1904     0.088033      0.01692     0.041643     0.017262
PV_SCUBE3_dev             SET    1873     0.031659    0.0060369     0.041539      0.22299
PV_SST                    SET    1877   -0.0030736   -0.0005867     0.041055      0.52984
PV_SULF1                  SET    1889    -0.033919   -0.0064943     0.041265      0.79445
PV_SULF1_dev              SET    1889     -0.01296   -0.0024814     0.041476      0.62266
PV_WFDC2                  SET    1900    0.0081807    0.0015707     0.041043      0.42101
SST_ADGRG6                SET    1884   -0.0050167  -0.00095931     0.041978      0.54756
SST_ADGRG6_dev            SET    1878    0.0061394    0.0011722     0.041037      0.44054
SST_B3GAT2                SET    1868    -0.010663   -0.0020306     0.041801      0.60067
SST_BRINP3                SET    1878    -0.057829    -0.011041     0.040901       0.9213
SST_CALB1                 SET    1898    0.0012594   0.00024168     0.041219      0.48781
SST_CALB1_dev             SET    1877    -0.010134   -0.0019343     0.042622      0.59396
SST_NPY                   SET    1889    -0.030874   -0.0059114     0.040519      0.77695
SST_STK32A                SET    1872    -0.049965   -0.0095252     0.042272      0.88139
SST_TH                    SET    1886    -0.039562    -0.007569     0.041049      0.83242
Vas_CLDN5                 SET    1915       0.1892     0.036464     0.040655   1.6367e-06
Vas_PDGFRB                SET    1925      0.24035     0.046438     0.041212   2.7649e-09
Vas_TBX18                 SET    1918      0.17928     0.034579     0.040981   6.0973e-06
VIP_ABI3BP                SET    1870    -0.047282    -0.009009     0.041991      0.86991
VIP_ADAMTSL1              SET    1877   -0.0061861   -0.0011808      0.04107      0.55986
VIP_CHRM2                 SET    1881    0.0068916    0.0013168     0.042349      0.43537
VIP_CRH                   SET    1889    -0.053086    -0.010164     0.041305      0.90063
VIP_dev                   SET    1884    -0.022835   -0.0043666     0.042165      0.70594
VIP_DPP6                  SET    1899    -0.069609    -0.013362      0.04121       0.9544
VIP_HS3ST3A1              SET    1875    -0.025058   -0.0047806     0.042531      0.72212
VIP_KIRREL3               SET    1884    -0.039259   -0.0075073     0.041887      0.82569
VIP_PCDH20                SET    1877     0.010734    0.0020489     0.041914      0.39894
