# TOTAL_GENES = 32275
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
LAMP5_NDNF                SET    1103     0.033558    0.0060968     0.032298      0.14941
LAMP5_NOS1                SET    1024     0.032119    0.0056298     0.033754      0.17066
MGE_dev-1                 SET    1100     0.083571     0.015163     0.032262    0.0047962
MGE_dev-2                 SET    1164      0.09822     0.018314     0.031413   0.00088488
Micro                     SET     637    0.0058278   0.00081063      0.04214        0.445
Micro_out                 SET     473    -0.031644   -0.0038027     0.048487        0.743
Oligo_mat                 SET     727     0.052783    0.0078322     0.040449     0.095965
Oligo-1                   SET     713     0.070438     0.010353     0.040253     0.040077
Oligo-2                   SET     744     0.039688     0.005956     0.039426      0.15706
Oligo-3                   SET     579     0.048465     0.006433     0.043029      0.13002
Oligo-4                   SET     622     0.045991    0.0063229     0.043333      0.14427
Oligo-5                   SET     690    0.0077771    0.0011249     0.040549      0.42395
OPC                       SET     926     0.051093    0.0085293      0.03652     0.080908
OPC_dev                   SET    1011     0.054951    0.0095722     0.034337      0.05477
OPC_MBP                   SET     843     0.049408    0.0078802     0.037627      0.09458
PN_dev                    SET    1434      0.10909     0.022479     0.029161   9.1868e-05
PV_dev                    SET     980     0.050295    0.0086301     0.033996     0.069515
PV_SCUBE3                 SET    1033     0.055253    0.0097255     0.033964     0.051894
PV_SCUBE3_dev             SET     920     0.072978     0.012144     0.035256     0.019235
PV_SST                    SET    1040     0.018849    0.0033287     0.032432      0.28056
PV_SULF1                  SET    1014     0.061601     0.010746     0.033169     0.031648
PV_SULF1_dev              SET     954     0.014578    0.0024691     0.034233      0.33511
PV_WFDC2                  SET    1081   -0.0045007  -0.00080979      0.03284       0.5545
SST_ADGRG6                SET     959    0.0094809    0.0016098     0.034706      0.39236
SST_ADGRG6_dev            SET    1067      0.03088    0.0055212       0.0329      0.17397
SST_B3GAT2                SET     989    -0.022024   -0.0037958      0.03391      0.74198
SST_BRINP3                SET     950    -0.036418   -0.0061554     0.034917      0.85151
SST_CALB1                 SET     975     0.054439    0.0093181     0.033435     0.051747
SST_CALB1_dev             SET    1005     0.047495    0.0082497     0.033881     0.080491
SST_NPY                   SET     841       0.0368    0.0058625     0.036321      0.15549
SST_STK32A                SET     973    -0.077814    -0.013306     0.034641      0.98765
SST_TH                    SET     871    0.0078262    0.0012682     0.036416      0.41492
Vas_CLDN5                 SET     395   -0.0069792  -0.00076737     0.052196      0.55318
Vas_PDGFRB                SET     467    -0.039862   -0.0047602     0.048735       0.7933
Vas_TBX18                 SET     673    -0.077038    -0.011008     0.041199      0.96925
VIP_ABI3BP                SET    1058   -0.0093485   -0.0016646     0.033156      0.61101
VIP_ADAMTSL1              SET    1108     0.028031    0.0051039     0.032068      0.19103
VIP_CHRM2                 SET    1184     0.038066    0.0071561     0.032256      0.11898
VIP_CRH                   SET    1158     0.036621    0.0068113     0.032646      0.13098
VIP_dev                   SET     992      0.10612     0.018317     0.034604    0.0010835
VIP_DPP6                  SET    1147    0.0054708    0.0010129     0.031621      0.43132
VIP_HS3ST3A1              SET    1097     0.020226    0.0036651     0.033211      0.27125
VIP_KIRREL3               SET    1116     0.025518    0.0046625     0.032159      0.21374
VIP_PCDH20                SET     886     0.059522    0.0097257     0.036358     0.050812
