# MEAN_SAMPLE_SIZE = 28384
# TOTAL_GENES = 32288
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
PN_dev                    SET    1434      0.12596      0.02595      0.02958   1.0341e-05
PV_dev                    SET     981     0.069459     0.011922     0.034555     0.022215
PV_SCUBE3                 SET    1032     0.050652    0.0089098     0.034908     0.073394
PV_SCUBE3_dev             SET     920     0.062176     0.010345     0.036191     0.042906
PV_SST                    SET    1039     0.025614    0.0045203     0.033563      0.22269
PV_SULF1                  SET    1014     0.057374     0.010007     0.034671     0.048989
PV_SULF1_dev              SET     954    0.0026641   0.00045113     0.035297      0.46992
PV_WFDC2                  SET    1080   -0.0062779   -0.0011288     0.034164       0.5729
SST_ADGRG6                SET     960      0.01128    0.0019158     0.035473      0.37525
SST_ADGRG6_dev            SET    1066    0.0066137    0.0011817     0.034174      0.42327
SST_B3GAT2                SET     989     0.023062    0.0039739     0.035429      0.25755
SST_BRINP3                SET     950    -0.016683   -0.0028192     0.035438      0.68109
SST_CALB1                 SET     974     0.024369    0.0041682     0.035525      0.24637
SST_CALB1_dev             SET    1004     0.022742    0.0039474     0.035285      0.25962
SST_NPY                   SET     841     0.059865     0.009535     0.037043     0.053046
SST_STK32A                SET     973    -0.074255    -0.012695     0.035605      0.98148
SST_TH                    SET     872     0.021147    0.0034281     0.037271      0.28523
Vas_CLDN5                 SET     395     0.025223    0.0027727     0.054188       0.3208
Vas_PDGFRB                SET     467   -0.0035696  -0.00042619     0.050026      0.52844
Vas_TBX18                 SET     673    -0.059046   -0.0084354       0.0426      0.91713
VIP_ABI3BP                SET    1058    -0.011199   -0.0019937     0.033876      0.62952
VIP_ADAMTSL1              SET    1108     0.064599      0.01176     0.032568     0.023662
VIP_CHRM2                 SET    1183      0.04725    0.0088771     0.032434      0.07259
VIP_CRH                   SET    1158     0.039287    0.0073057     0.032918      0.11634
VIP_dev                   SET     991     0.091573     0.015795     0.035028    0.0044736
VIP_DPP6                  SET    1147     0.031062    0.0057496     0.032202      0.16738
VIP_HS3ST3A1              SET    1097     0.027734    0.0050246     0.033864       0.2064
VIP_KIRREL3               SET    1115      0.05192    0.0094804     0.032756     0.056484
VIP_PCDH20                SET     886     0.065565     0.010711     0.036816     0.037471
