# TOTAL_GENES = 51403
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
L5-6_THEMIS_NTNG2         SET     982     0.016813    0.0023016     0.034401      0.31252
L5-6_TLE4_dev             SET     965     0.046341    0.0062896     0.035002     0.092766
L5-6_TLE4_HTR2C           SET     970    -0.066508   -0.0090497     0.034833      0.97189
L5-6_TLE4_SCUBE1          SET     974     0.055446    0.0075597     0.035821      0.06083
L5-6_TLE4_SORCS1          SET     962     0.068726    0.0093136     0.035425      0.02619
LAMP5_CCK                 SET     961     0.077163     0.010452     0.036151     0.016407
LAMP5_NDNF                SET     954   -0.0058757    -0.000793     0.036115      0.56462
LAMP5_NOS1                SET     961     0.002652   0.00035921     0.035092      0.46988
MGE_dev-1                 SET     966     0.010085    0.0013695     0.035216       0.3873
MGE_dev-2                 SET     963      0.04355    0.0059049      0.03492      0.10618
Micro                     SET     963     -0.10133    -0.013739     0.036356      0.99734
Micro_out                 SET     961     -0.11528    -0.015614     0.035573       0.9994
Oligo_mat                 SET     976      0.04355    0.0059438      0.03655      0.11673
Oligo-1                   SET     971     0.038714    0.0052704     0.036787      0.14632
Oligo-2                   SET     973     0.019162    0.0026113     0.036602      0.30031
Oligo-3                   SET     974     0.052798    0.0071987     0.036629     0.074739
Oligo-4                   SET     975     0.014074    0.0019199     0.036335      0.34925
Oligo-5                   SET     975     0.017689     0.002413     0.036197      0.31253
OPC                       SET     957    -0.021409   -0.0028939     0.037288      0.71707
OPC_dev                   SET     962    -0.025746   -0.0034891     0.036183      0.76163
OPC_MBP                   SET     967     0.021601    0.0029348     0.036584      0.27745
PN_dev                    SET     957     0.087001      0.01176     0.035791     0.007535
PV_dev                    SET     955     0.034786    0.0046972     0.035738      0.16519
PV_SCUBE3                 SET     964      0.00227   0.00030793      0.03547      0.47449
PV_SCUBE3_dev             SET     954     0.034763    0.0046918      0.03483      0.15912
PV_SST                    SET     960    -0.034669   -0.0046934     0.034754      0.84075
PV_SULF1                  SET     958   -0.0019058  -0.00025774      0.03539      0.52147
PV_SULF1_dev              SET     967    -0.038172   -0.0051861     0.035498      0.85888
PV_WFDC2                  SET     960    -0.008655   -0.0011717     0.035375      0.59664
SST_ADGRG6                SET     960    0.0045102   0.00061059     0.035766      0.44983
SST_ADGRG6_dev            SET     963    -0.012742   -0.0017276     0.035367      0.64068
SST_B3GAT2                SET     968     -0.01043   -0.0014178     0.034815      0.61776
SST_BRINP3                SET     965    -0.017305   -0.0023487     0.034947      0.68976
SST_CALB1                 SET     964   -0.0036656  -0.00049726     0.035844      0.54073
SST_CALB1_dev             SET     949     0.044159    0.0059445      0.03611      0.11069
SST_NPY                   SET     960    -0.047294   -0.0064026     0.034882      0.91241
SST_STK32A                SET     967     -0.06346   -0.0086218     0.034962      0.96524
SST_TH                    SET     966    -0.074075    -0.010059     0.034873      0.98317
Vas_CLDN5                 SET     973    -0.076586    -0.010437     0.035009      0.98565
Vas_PDGFRB                SET     974     -0.08334    -0.011363     0.034579      0.99202
Vas_TBX18                 SET     963     -0.14812    -0.020083      0.03555      0.99998
VIP_ABI3BP                SET     957    -0.046229   -0.0062488     0.035607       0.9029
VIP_ADAMTSL1              SET     957     0.019628    0.0026532     0.034436      0.28434
VIP_CHRM2                 SET     960    -0.037692   -0.0051028     0.035928      0.85293
VIP_CRH                   SET     962    -0.070813   -0.0095964     0.035826      0.97595
VIP_dev                   SET     958     0.028339    0.0038325     0.034556      0.20609
VIP_DPP6                  SET     969    -0.020885   -0.0028404     0.034915      0.72514
VIP_HS3ST3A1              SET     964    -0.057561   -0.0078084     0.035918      0.94548
VIP_KIRREL3               SET     962   -0.0073998   -0.0010028     0.035797      0.58188
VIP_PCDH20                SET     958     0.010627    0.0014372     0.036276      0.38478
