# TOTAL_GENES = 18583
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
Oligo-5                   SET    1187      0.11812     0.028885     0.053744     0.013987
OPC                       SET    1408     0.093359     0.024706     0.050683     0.032746
OPC_dev                   SET    1079       0.1323     0.030941     0.057755     0.010998
OPC_MBP                   SET    1194      0.11077     0.027161     0.055453     0.022898
PN_dev                    SET     874     -0.13869    -0.029362     0.064787      0.98384
PV_dev                    SET    1086     -0.17406     -0.04083     0.058654       0.9985
PV_SCUBE3                 SET     997    -0.092368    -0.020814     0.057983      0.94441
PV_SCUBE3_dev             SET     871    -0.051072    -0.010795     0.063187      0.79053
PV_SST                    SET     879      -0.1373    -0.029147     0.061936      0.98667
PV_SULF1                  SET    1030     -0.19051    -0.043593     0.059539      0.99931
PV_SULF1_dev              SET     923     -0.10355    -0.022497     0.061477      0.95393
PV_WFDC2                  SET    1122     -0.14247    -0.033936     0.056961      0.99381
SST_ADGRG6                SET    1157     -0.13797    -0.033338     0.056247      0.99291
SST_ADGRG6_dev            SET     984    -0.025938   -0.0058087      0.06113      0.66433
SST_B3GAT2                SET    1097     -0.11943    -0.028149     0.057962      0.98032
SST_BRINP3                SET     955     -0.14304    -0.031584     0.061044      0.99043
SST_CALB1                 SET    1075     -0.13244     -0.03092      0.05794      0.98886
SST_CALB1_dev             SET    1162     -0.13096    -0.031708     0.055847      0.99048
SST_NPY                   SET     771     -0.13465    -0.026852     0.065752       0.9797
SST_STK32A                SET    1081     -0.12458    -0.029161     0.057979      0.98416
SST_TH                    SET     962     -0.14554    -0.032245     0.058801      0.99333
Vas_CLDN5                 SET    1147      0.12022     0.028932     0.055686     0.015438
Vas_PDGFRB                SET    1090      0.23992     0.056377     0.057494   1.5131e-05
Vas_TBX18                 SET    1235      0.20994     0.052293     0.053512   4.3918e-05
VIP_ABI3BP                SET    1017     -0.18244    -0.041496     0.058618      0.99907
VIP_ADAMTSL1              SET     937    -0.038826    -0.008496      0.06081      0.73841
VIP_CHRM2                 SET     988     -0.10558    -0.023689     0.060302         0.96
VIP_CRH                   SET     956     -0.11159    -0.024652     0.060964       0.9664
VIP_dev                   SET     676     -0.08564    -0.016035     0.070835      0.88666
VIP_DPP6                  SET     863     -0.18643    -0.039233     0.062914      0.99848
VIP_HS3ST3A1              SET    1076    -0.045356    -0.010593     0.058028      0.78277
VIP_KIRREL3               SET     942     -0.13241    -0.029047     0.062129      0.98345
VIP_PCDH20                SET     783     -0.19688    -0.039553     0.067037      0.99834
