# TOTAL_GENES = 18882
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
L4_RORB_dev-2             SET    1349     0.043627     0.011237     0.030181     0.074169
L4_RORB_dev-fetal         SET    1019    -0.048033    -0.010853     0.034248      0.91961
L4_RORB_LRRK1             SET    1324     0.072652     0.018552     0.031028    0.0096097
L4_RORB_MET               SET    1181      0.04833     0.011703     0.032624     0.069257
L4_RORB_MME               SET    1045    -0.010203   -0.0023329     0.034887      0.61503
L5-6_THEMIS_CNR1          SET    1252       0.0807      0.02008     0.031409    0.0050998
L5-6_THEMIS_dev-1         SET    1000    -0.050863    -0.011391     0.034446       0.9301
L5-6_THEMIS_dev-2         SET    1261   -0.0067232   -0.0016785     0.030984      0.58589
L5-6_THEMIS_NTNG2         SET    1121     0.078728     0.018605     0.033038    0.0085938
L5-6_TLE4_dev             SET     973    -0.042464    -0.009388     0.035103      0.88679
L5-6_TLE4_HTR2C           SET    1145    -0.017418   -0.0041573     0.032478      0.70413
L5-6_TLE4_SCUBE1          SET    1233      0.02158    0.0053316     0.032001      0.25005
L5-6_TLE4_SORCS1          SET    1193     0.027457    0.0066801     0.031982      0.19532
LAMP5_CCK                 SET    1136   -0.0066453   -0.0015802     0.033447      0.57874
LAMP5_NDNF                SET    1026     -0.03604   -0.0081699     0.035298      0.84637
LAMP5_NOS1                SET    1068     0.040687     0.009399     0.034613      0.11991
MGE_dev-1                 SET     895    0.0050451    0.0010721     0.035629       0.4437
MGE_dev-2                 SET     784    -0.037075   -0.0073964     0.038586      0.83168
Micro                     SET    1588    -0.086568    -0.024027     0.028317      0.99888
Micro_out                 SET    1320      -0.1178    -0.030039     0.030672      0.99994
Oligo_mat                 SET    1534   -0.0019142  -0.00052299     0.028537      0.52674
Oligo-1                   SET    1510    -0.039631     -0.01075     0.028988       0.9142
Oligo-2                   SET    1498    -0.023206   -0.0062717     0.028693      0.79067
Oligo-3                   SET    1577    0.0046659    0.0012909     0.028347      0.43463
Oligo-4                   SET    1372    -0.013896   -0.0036071     0.030331      0.67657
Oligo-5                   SET    1201    -0.032288     -0.00788     0.032225      0.84181
OPC                       SET    1425    -0.039891    -0.010537     0.029638      0.91083
OPC_dev                   SET    1092    -0.029291   -0.0068376     0.032784      0.81419
OPC_MBP                   SET    1203    0.0017993   0.00043948     0.031849      0.47747
PN_dev                    SET     883    -0.081298    -0.017165      0.03607      0.98789
PV_dev                    SET    1101     0.031178    0.0073061     0.033681      0.17731
PV_SCUBE3                 SET    1011    -0.018934   -0.0042624     0.033724      0.71275
PV_SCUBE3_dev             SET     887    -0.018197   -0.0038504     0.036358      0.69163
PV_SST                    SET     895  -0.00062029  -0.00013181     0.036245      0.50683
PV_SULF1                  SET    1047   -0.0098331   -0.0022504     0.034542      0.61205
PV_SULF1_dev              SET     939   -0.0076594   -0.0016651     0.035721      0.58489
PV_WFDC2                  SET    1137      0.04423     0.010522     0.032598     0.087427
SST_ADGRG6                SET    1176    -0.021422    -0.005177     0.032313      0.74631
SST_ADGRG6_dev            SET    1000    -0.019691   -0.0044099     0.033831      0.71972
SST_B3GAT2                SET    1124    -0.038044   -0.0090017     0.032844      0.87662
SST_BRINP3                SET     973    -0.044249   -0.0097827     0.035717      0.89229
SST_CALB1                 SET    1085    -0.017876   -0.0041602     0.033955      0.70071
SST_CALB1_dev             SET    1176     0.015715    0.0037978      0.03213      0.31239
SST_NPY                   SET     783     -0.07289    -0.014533     0.038475      0.97091
SST_STK32A                SET    1104      0.03373    0.0079141      0.03364      0.15802
SST_TH                    SET     980    -0.047967    -0.010641     0.034911      0.91527
Vas_CLDN5                 SET    1158     -0.10054    -0.024123     0.032756      0.99893
Vas_PDGFRB                SET    1098    -0.086176    -0.020168     0.033148      0.99533
Vas_TBX18                 SET    1244     -0.10602    -0.026303      0.03157      0.99961
VIP_ABI3BP                SET    1037    -0.043709   -0.0099583     0.034925      0.89462
VIP_ADAMTSL1              SET     954    -0.063228    -0.013849      0.03564      0.96196
VIP_CHRM2                 SET    1006    -0.062361    -0.014006     0.034806       0.9634
VIP_CRH                   SET     974     0.031133    0.0068864      0.03521       0.1883
VIP_dev                   SET     678   -0.0023234   -0.0004323     0.041872      0.52212
VIP_DPP6                  SET     877    -0.030796   -0.0064812     0.037128      0.79657
VIP_HS3ST3A1              SET    1092    -0.049399    -0.011531     0.033904      0.92743
VIP_KIRREL3               SET     959    -0.038644   -0.0084852     0.036452      0.85545
VIP_PCDH20                SET     801    -0.043078   -0.0086825     0.038373      0.86919
