# TOTAL_GENES = 30982
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
L5-6_TLE4_dev             SET    1315     0.015805    0.0031863     0.049108      0.37379
L5-6_TLE4_HTR2C           SET     989     0.049924    0.0087763     0.055727      0.18517
L5-6_TLE4_SCUBE1          SET    1046    -0.052324   -0.0094507     0.054412      0.83188
L5-6_TLE4_SORCS1          SET    1037    -0.024203   -0.0043534     0.054943      0.67022
LAMP5_CCK                 SET    1004    -0.013105   -0.0023206     0.056474      0.59175
LAMP5_NDNF                SET    1087   -0.0072749   -0.0013386     0.053473      0.55411
LAMP5_NOS1                SET    1009     0.035961    0.0063832     0.056595      0.26259
MGE_dev-1                 SET    1081       0.1193     0.021893     0.054699     0.014594
MGE_dev-2                 SET    1138      0.10216     0.019217     0.051712     0.024105
Micro                     SET     613      0.10563      0.01471     0.070939     0.068253
Micro_out                 SET     457       0.1005     0.012116     0.082983      0.11294
Oligo_mat                 SET     715      0.14362     0.021565     0.066623     0.015561
Oligo-1                   SET     700     0.092109     0.013688      0.06606     0.081619
Oligo-2                   SET     731     0.090358     0.013715     0.065652      0.08437
Oligo-3                   SET     575       0.1309     0.017667     0.072583     0.035667
Oligo-4                   SET     614     0.097643     0.013609     0.070644     0.083465
Oligo-5                   SET     682       0.0207    0.0030372     0.067056      0.37878
OPC                       SET     912     0.082632     0.013967     0.059586     0.082766
OPC_dev                   SET     999      0.07203     0.012724     0.055391     0.096742
OPC_MBP                   SET     835     0.089492     0.014493      0.06082     0.070595
PN_dev                    SET    1406      0.10489     0.021832     0.047456     0.013551
PV_dev                    SET     955    -0.021399   -0.0036988     0.057583      0.64491
PV_SCUBE3                 SET    1017      0.17515     0.031209     0.055708   0.00083424
PV_SCUBE3_dev             SET     906     0.089259     0.015039     0.058012     0.061955
PV_SST                    SET    1018     0.033297    0.0059358      0.05501       0.2725
PV_SULF1                  SET     997     0.055398    0.0097766     0.055597      0.15953
PV_SULF1_dev              SET     937     0.035844    0.0061386     0.058269      0.26923
PV_WFDC2                  SET    1064     0.038688    0.0070456     0.055155      0.24152
SST_ADGRG6                SET     939     0.064386     0.011038     0.057867      0.13294
SST_ADGRG6_dev            SET    1045     0.025163    0.0045427     0.054749      0.32291
SST_B3GAT2                SET     962      0.06605     0.011457     0.057503      0.12536
SST_BRINP3                SET     926     0.019209     0.003271     0.057852      0.36993
SST_CALB1                 SET     960    -0.028026   -0.0048564     0.056933      0.68873
SST_CALB1_dev             SET     987     0.015574    0.0027351      0.05821      0.39453
SST_NPY                   SET     828     0.015504    0.0025006     0.060254      0.39847
SST_STK32A                SET     950    -0.023887   -0.0041182     0.058212      0.65922
SST_TH                    SET     856    0.0078169    0.0012813     0.059832      0.44803
Vas_CLDN5                 SET     385     0.098571      0.01092     0.090921      0.13916
Vas_PDGFRB                SET     460      0.21792     0.026356     0.082779    0.0042398
Vas_TBX18                 SET     663      0.13605     0.019688     0.069422     0.025021
VIP_ABI3BP                SET    1039     0.036212    0.0065194     0.054592      0.25356
VIP_ADAMTSL1              SET    1092    -0.027454   -0.0050627     0.053342      0.69661
VIP_CHRM2                 SET    1169     0.043684    0.0083239      0.05328      0.20614
VIP_CRH                   SET    1144      0.03249     0.006127      0.05265      0.26859
VIP_dev                   SET     976     0.043858    0.0076608      0.05617      0.21746
VIP_DPP6                  SET    1134    -0.030404   -0.0057094     0.053114      0.71648
VIP_HS3ST3A1              SET    1081    -0.069325    -0.012722     0.055978      0.89221
VIP_KIRREL3               SET    1099   0.00024505   4.5328e-05     0.054471      0.49821
VIP_PCDH20                SET     875      0.18713     0.031001     0.059188   0.00078553
