# TOTAL_GENES = 18888
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
L2-3_CUX2_dev-6           SET    1086    -0.014171   -0.0032989     0.035457      0.65529
L2-3_CUX2_dev-fetal       SET    1000    0.0090877     0.002035     0.037374      0.40394
L3_CUX2_PRSS12            SET    1204   -0.0019083  -0.00046619     0.035192      0.52162
L4_RORB_dev-1             SET     881    -0.075883    -0.016002     0.039042      0.97402
L4_RORB_dev-2             SET    1349     0.064926     0.016721     0.033359     0.025821
L4_RORB_dev-fetal         SET    1019     0.015079    0.0034068     0.037537      0.34395
L4_RORB_LRRK1             SET    1325     0.096995     0.024773     0.033329    0.0018086
L4_RORB_MET               SET    1182     0.059938     0.014518     0.035236     0.044477
L4_RORB_MME               SET    1046     0.013004    0.0029743     0.037683      0.36502
L5-6_THEMIS_CNR1          SET    1252     0.035083    0.0087281        0.034      0.15108
L5-6_THEMIS_dev-1         SET    1000       0.0119    0.0026647     0.037055      0.37405
L5-6_THEMIS_dev-2         SET    1262     0.044229     0.011044     0.033505     0.093414
L5-6_THEMIS_NTNG2         SET    1121    -0.023608   -0.0055782     0.035787      0.74527
L5-6_TLE4_dev             SET     974     0.034847    0.0077067     0.037598      0.17702
L5-6_TLE4_HTR2C           SET    1146    -0.034485   -0.0082327     0.035189      0.83644
L5-6_TLE4_SCUBE1          SET    1233     0.027557    0.0068073     0.034458      0.21194
L5-6_TLE4_SORCS1          SET    1194     0.051222     0.012465     0.034483     0.068729
LAMP5_CCK                 SET    1136     0.031875    0.0075785     0.035765      0.18641
LAMP5_NDNF                SET    1026    -0.041057   -0.0093056     0.038329      0.85794
LAMP5_NOS1                SET    1069    0.0038673   0.00089365     0.037162      0.45856
MGE_dev-1                 SET     895     0.069285     0.014721     0.038224     0.034955
MGE_dev-2                 SET     785     0.015096    0.0030129     0.041452      0.35787
Micro                     SET    1589    -0.055787    -0.015486     0.030527      0.96618
Micro_out                 SET    1322     -0.11231    -0.028654     0.033174      0.99964
Oligo_mat                 SET    1534     0.070195     0.019175     0.030891     0.011541
Oligo-1                   SET    1510     0.074128     0.020105     0.031154    0.0086762
Oligo-2                   SET    1498     0.048395     0.013078     0.031048     0.059543
Oligo-3                   SET    1577     0.091327     0.025264     0.030442    0.0013519
Oligo-4                   SET    1372     0.067641     0.017556     0.032677     0.019235
Oligo-5                   SET    1201     0.068351     0.016679     0.034584     0.024066
OPC                       SET    1425    -0.011542   -0.0030484     0.031856      0.64144
OPC_dev                   SET    1092   -0.0062213   -0.0014521     0.035313      0.56992
OPC_MBP                   SET    1203    -0.026166     -0.00639     0.034863      0.77353
PN_dev                    SET     883    -0.028369   -0.0059888     0.038621      0.76868
PV_dev                    SET    1101     0.045431     0.010644     0.036259      0.10512
PV_SCUBE3                 SET    1012      0.02162    0.0048686     0.037318      0.28119
PV_SCUBE3_dev             SET     888   -0.0030229  -0.00063986     0.039428      0.53056
PV_SST                    SET     895    -0.010555   -0.0022426     0.039339      0.60577
PV_SULF1                  SET    1047    0.0023283   0.00053279     0.036574      0.47462
PV_SULF1_dev              SET     940     -0.03248   -0.0070634      0.03802      0.80352
PV_WFDC2                  SET    1138     0.028777    0.0068477      0.03543      0.20834
SST_ADGRG6                SET    1176     0.012391    0.0029942     0.034971      0.36155
SST_ADGRG6_dev            SET    1001     0.021328    0.0047781     0.037929      0.28696
SST_B3GAT2                SET    1125   -0.0011677  -0.00027638     0.035182      0.51324
SST_BRINP3                SET     974   -0.0062726   -0.0013872     0.038037      0.56549
SST_CALB1                 SET    1086   -0.0032595  -0.00075879     0.036399      0.53568
SST_CALB1_dev             SET    1176     0.049715     0.012013     0.034788     0.076498
SST_NPY                   SET     783    -0.099909    -0.019916     0.040263      0.99345
SST_STK32A                SET    1106    -0.022946   -0.0053877     0.036446      0.73551
SST_TH                    SET     980    -0.020552   -0.0045585      0.03784      0.70648
Vas_CLDN5                 SET    1160     -0.11625    -0.027912     0.035082      0.99954
Vas_PDGFRB                SET    1098     -0.10646    -0.024911     0.035887      0.99849
Vas_TBX18                 SET    1244      -0.1831    -0.045416     0.034464            1
VIP_ABI3BP                SET    1038     0.033938    0.0077344     0.037709      0.18407
VIP_ADAMTSL1              SET     954    -0.013152   -0.0028802     0.038019       0.6353
VIP_CHRM2                 SET    1006     0.019809    0.0044482     0.037948      0.30084
VIP_CRH                   SET     975     -0.00511   -0.0011307     0.038216      0.55318
VIP_dev                   SET     678    -0.024901   -0.0046325     0.045587      0.70754
VIP_DPP6                  SET     878     0.035623       0.0075     0.039821      0.18551
VIP_HS3ST3A1              SET    1092   -0.0035504  -0.00082865     0.036475      0.53877
VIP_KIRREL3               SET     959     0.054786     0.012028     0.039343     0.081894
VIP_PCDH20                SET     802    0.0079785    0.0016088     0.041349       0.4235
