# TOTAL_GENES = 51176
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
L4_RORB_MME               SET    2163     0.042081    0.0084667     0.024116     0.040503
L5-6_THEMIS_CNR1          SET    2111     0.065541     0.013034     0.024258    0.0034501
L5-6_THEMIS_dev-1         SET    2323     0.056562     0.011774     0.023481    0.0080048
L5-6_THEMIS_dev-2         SET    2270     0.067296     0.013855       0.0235    0.0020952
L5-6_THEMIS_NTNG2         SET    1905     0.044177    0.0083633     0.025225     0.039948
L5-6_TLE4_dev             SET    2316     0.044987    0.0093513     0.023131     0.025898
L5-6_TLE4_HTR2C           SET    2147    -0.037713   -0.0075608     0.023962      0.94224
L5-6_TLE4_SCUBE1          SET    2292     0.037001    0.0076531     0.023661     0.058939
L5-6_TLE4_SORCS1          SET    2253      0.07397     0.015175     0.023512   0.00082816
LAMP5_CCK                 SET    2160     0.015126    0.0030413     0.024512      0.26859
LAMP5_NDNF                SET    2128     0.012294    0.0024542     0.024187      0.30563
LAMP5_NOS1                SET    2093     0.020608    0.0040815     0.024585      0.20095
MGE_dev-1                 SET    1995     0.054294     0.010509     0.024799     0.014289
MGE_dev-2                 SET    1949     0.055401     0.010604     0.024917     0.013096
Micro                     SET    2226    -0.028684   -0.0058508     0.024056      0.88344
Micro_out                 SET    1794    -0.075971    -0.013973     0.026335      0.99804
Oligo_mat                 SET    2261       0.0829     0.017036     0.024387   0.00033809
Oligo-1                   SET    2223       0.0802     0.016348      0.02447   0.00052414
Oligo-2                   SET    2242     0.061099     0.012505     0.024308    0.0059794
Oligo-3                   SET    2156     0.097194     0.019525     0.024445   3.5104e-05
Oligo-4                   SET    1994     0.068629      0.01328     0.025441    0.0034944
Oligo-5                   SET    1891     0.054329     0.010249     0.026098     0.018687
OPC                       SET    2350     0.033579    0.0070285      0.02391     0.080111
OPC_dev                   SET    2103     0.017275    0.0034293     0.024783      0.24288
OPC_MBP                   SET    2046     0.030457    0.0059669     0.025346      0.11476
PN_dev                    SET    2317     0.059721     0.012416     0.023307    0.0051999
PV_dev                    SET    2081     0.068925     0.013613     0.024903    0.0028237
PV_SCUBE3                 SET    2043     0.017241    0.0033755     0.024798      0.24344
PV_SCUBE3_dev             SET    1808     0.036171    0.0066777     0.026241     0.084038
PV_SST                    SET    1934    -0.020555   -0.0039197     0.025064      0.79392
PV_SULF1                  SET    2061    0.0016706   0.00032845     0.024662        0.473
PV_SULF1_dev              SET    1894    -0.019731   -0.0037249     0.025495       0.7805
PV_WFDC2                  SET    2218   -0.0051192   -0.0010424     0.023781      0.58522
SST_ADGRG6                SET    2136     0.022101    0.0044201     0.024475      0.18326
SST_ADGRG6_dev            SET    2067    0.0080955    0.0015938     0.024853      0.37232
SST_B3GAT2                SET    2114     0.014749    0.0029351     0.024228      0.27135
SST_BRINP3                SET    1924    0.0025503   0.00048511     0.025162      0.45963
SST_CALB1                 SET    2060   -0.0018211  -0.00035794     0.024834      0.52923
SST_CALB1_dev             SET    2180     0.023064    0.0046578     0.024167      0.16996
SST_NPY                   SET    1623    -0.014453   -0.0025328     0.026774      0.70534
SST_STK32A                SET    2079    -0.047316   -0.0093412     0.024996      0.97082
SST_TH                    SET    1851   -0.0097968   -0.0018292      0.02558      0.64914
Vas_CLDN5                 SET    1554    -0.063622    -0.010917     0.028039      0.98837
Vas_PDGFRB                SET    1565    -0.071871    -0.012375     0.027423      0.99561
Vas_TBX18                 SET    1917     -0.12296    -0.023349     0.025262            1
VIP_ABI3BP                SET    2096   -0.0043242  -0.00085701     0.024446       0.5702
VIP_ADAMTSL1              SET    2062    0.0039839   0.00078342     0.024265      0.43479
VIP_CHRM2                 SET    2188    0.0038576   0.00078042     0.024061      0.43631
VIP_CRH                   SET    2133    -0.010598   -0.0021182     0.024254      0.66893
VIP_dev                   SET    1669     0.028664    0.0050913     0.026856      0.14292
VIP_DPP6                  SET    2025    0.0030995   0.00060424      0.02425      0.44915
VIP_HS3ST3A1              SET    2189   -0.0059815   -0.0012104     0.024027       0.5983
VIP_KIRREL3               SET    2074      0.01604    0.0031631     0.024627      0.25742
VIP_PCDH20                SET    1687     0.032788    0.0058542     0.027121      0.11334
