# TOTAL_GENES = 51135
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
Vas_PDGFRB                SET    1565    -0.043241   -0.0074481     0.024948      0.95847
Vas_TBX18                 SET    1916    -0.031076   -0.0059016     0.022819      0.91338
VIP_ABI3BP                SET    2095    -0.022999   -0.0045588     0.022228      0.84958
VIP_ADAMTSL1              SET    2062     0.011871    0.0023352     0.022248      0.29683
VIP_CHRM2                 SET    2190    -0.024691   -0.0049992      0.02192         0.87
VIP_CRH                   SET    2132     0.029892     0.005975     0.022231      0.08938
VIP_dev                   SET    1670     0.039687    0.0070541     0.024791      0.05471
VIP_DPP6                  SET    2023    0.0003538   6.8966e-05     0.022099      0.49361
VIP_HS3ST3A1              SET    2189   -0.0078002    -0.001579     0.021933      0.63894
VIP_KIRREL3               SET    2075    -0.011082   -0.0021866      0.02256      0.68836
VIP_PCDH20                SET    1687    -0.022928   -0.0040953     0.024726      0.82311
