# MEAN_SAMPLE_SIZE = 57028
# TOTAL_GENES = 33497
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
L5-6_TLE4_dev             SET    1337      0.11725     0.022952     0.027823   1.2592e-05
L5-6_TLE4_HTR2C           SET    1000      0.07813     0.013297     0.032341    0.0078538
L5-6_TLE4_SCUBE1          SET    1056     0.067871     0.011859     0.031382     0.015286
L5-6_TLE4_SORCS1          SET    1055     0.049688    0.0086783     0.031817      0.05919
LAMP5_CCK                 SET    1021     0.019702     0.003387     0.032144      0.26996
LAMP5_NDNF                SET    1100     0.063069      0.01124     0.030997     0.020949
LAMP5_NOS1                SET    1025     0.076183     0.013121     0.032159    0.0089241
MGE_dev-1                 SET    1096      0.12644     0.022494     0.031155   2.4781e-05
MGE_dev-2                 SET    1161      0.09735     0.017807      0.03039   0.00068014
Micro                     SET     635    -0.011783    -0.001607     0.040334      0.61491
Micro_out                 SET     470      0.02747     0.003231     0.046597      0.27776
Oligo_mat                 SET     723     0.045991    0.0066835     0.038265      0.11471
Oligo-1                   SET     711     0.012902    0.0018597     0.038121      0.36752
Oligo-2                   SET     739   -0.0033214  -0.00048786     0.037259      0.53552
Oligo-3                   SET     576    -0.013644   -0.0017737     0.040945      0.63051
Oligo-4                   SET     619    0.0021006   0.00028291     0.040902      0.47952
Oligo-5                   SET     688    -0.014548   -0.0020634     0.038131      0.64859
OPC                       SET     923    0.0010718   0.00017544     0.034324      0.48755
OPC_dev                   SET    1011     0.046259    0.0079144     0.032595     0.077926
OPC_MBP                   SET     844   -0.0086969    -0.001363     0.036216      0.59489
PN_dev                    SET    1431       0.1021     0.020647     0.027588   0.00010767
PV_dev                    SET     979     0.056465    0.0095111     0.032793     0.042552
PV_SCUBE3                 SET    1030     0.010576    0.0018259     0.031913      0.37017
PV_SCUBE3_dev             SET     916     0.045512    0.0074227      0.03375     0.088754
PV_SST                    SET    1030     0.021407    0.0036957     0.031119      0.24576
PV_SULF1                  SET    1012     0.042413    0.0072599      0.03148      0.08895
PV_SULF1_dev              SET     953      0.03442    0.0057225     0.032934      0.14799
PV_WFDC2                  SET    1080     0.027133    0.0047928     0.031476      0.19435
SST_ADGRG6                SET     955      0.03627    0.0060362     0.032465      0.13197
SST_ADGRG6_dev            SET    1063      0.02973    0.0052115     0.032021      0.17659
SST_B3GAT2                SET     979    0.0021882   0.00036858     0.032346      0.47303
SST_BRINP3                SET     947      0.02884    0.0047801     0.032152      0.18487
SST_CALB1                 SET     971    0.0084148    0.0014118     0.033208      0.39998
SST_CALB1_dev             SET     999   0.00093657   0.00015931     0.032461      0.48849
SST_NPY                   SET     836    0.0012439   0.00019405     0.035033      0.48584
SST_STK32A                SET     968     0.050166    0.0084039     0.032696     0.062484
SST_TH                    SET     869     0.065636     0.010434     0.034218     0.027551
Vas_CLDN5                 SET     395    0.0088127   0.00095134     0.049426      0.42924
Vas_PDGFRB                SET     465     0.013536    0.0015837     0.046104      0.38454
Vas_TBX18                 SET     669    -0.049453   -0.0069188     0.038889      0.89825
VIP_ABI3BP                SET    1054    0.0040434   0.00070587     0.030686      0.44759
VIP_ADAMTSL1              SET    1099     0.030081    0.0053586     0.030646      0.16316
VIP_CHRM2                 SET    1179    0.0022487   0.00041439     0.030086      0.47021
VIP_CRH                   SET    1154     0.062064      0.01132      0.03083     0.022056
VIP_dev                   SET     985     0.083137     0.014045     0.032304    0.0050356
VIP_DPP6                  SET    1142     0.037162    0.0067439      0.03006      0.10819
VIP_HS3ST3A1              SET    1093     0.017851    0.0031716     0.031687       0.2866
VIP_KIRREL3               SET    1110     0.056543     0.010121     0.030587     0.032264
VIP_PCDH20                SET     885     0.036747    0.0058936     0.034265      0.14177
