# TOTAL_GENES = 49565
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
MGE_dev-1                 SET    1968     0.083183     0.016243     0.041917     0.023607
MGE_dev-2                 SET    1909     0.053312     0.010259     0.040467     0.093856
Micro                     SET    2188       0.1315     0.027012     0.039992    0.0005049
Micro_out                 SET    1764     0.080614     0.014935     0.044499     0.035029
Oligo_mat                 SET    2234      0.18584     0.038555     0.039784   1.5043e-06
Oligo-1                   SET    2197      0.18375      0.03782     0.039179   1.3717e-06
Oligo-2                   SET    2216      0.14126     0.029194     0.038931   0.00014278
Oligo-3                   SET    2137      0.20084     0.040795     0.039551   1.9176e-07
Oligo-4                   SET    1970      0.15512     0.030305     0.040678   6.8687e-05
Oligo-5                   SET    1869      0.12843     0.024464     0.041529    0.0009937
OPC                       SET    2320      0.12063     0.025481     0.037902   0.00073008
OPC_dev                   SET    2078       0.1004     0.020122     0.040234    0.0062931
OPC_MBP                   SET    2029      0.11244      0.02228     0.040376    0.0026785
PN_dev                    SET    2280   -0.0040124  -0.00084055     0.038968        0.541
PV_dev                    SET    2041    -0.078296    -0.015558     0.040484      0.97344
PV_SCUBE3                 SET    2014     0.077137      0.01523     0.040294     0.027791
PV_SCUBE3_dev             SET    1777     0.039352    0.0073164     0.042428      0.17684
PV_SST                    SET    1897  -0.00097267  -0.00018661     0.040982      0.50947
PV_SULF1                  SET    2027    -0.041355   -0.0081903     0.039936      0.84979
PV_SULF1_dev              SET    1860   -0.0016593  -0.00031536     0.041806      0.51583
PV_WFDC2                  SET    2186    0.0080379    0.0016504     0.038649      0.41763
SST_ADGRG6                SET    2096     0.013465    0.0027097     0.039616      0.36697
SST_ADGRG6_dev            SET    2029     0.010939    0.0021676     0.039734      0.39154
SST_B3GAT2                SET    2059     0.016742    0.0033406     0.040122      0.33824
SST_BRINP3                SET    1881    -0.048452   -0.0092581     0.040995      0.88137
SST_CALB1                 SET    2035   -0.0096176   -0.0019084     0.040061      0.59486
SST_CALB1_dev             SET    2149    -0.030709   -0.0062543     0.039859      0.77948
SST_NPY                   SET    1599   0.00058714   0.00010374     0.043547      0.49462
SST_STK32A                SET    2031    -0.054695    -0.010843     0.040599      0.91104
SST_TH                    SET    1818    -0.047046   -0.0088434     0.041946      0.86897
Vas_CLDN5                 SET    1532      0.19687     0.034072     0.044917   5.8771e-06
Vas_PDGFRB                SET    1550      0.22512     0.039183     0.045372   3.5148e-07
Vas_TBX18                 SET    1898      0.19336     0.037106     0.041097   1.2757e-06
VIP_ABI3BP                SET    2056    -0.038321   -0.0076412     0.039944      0.83131
VIP_ADAMTSL1              SET    2029    -0.010403   -0.0020612     0.039773      0.60316
VIP_CHRM2                 SET    2157     0.017319    0.0035336     0.039467      0.33039
VIP_CRH                   SET    2100    -0.039538   -0.0079641     0.039645      0.84069
VIP_dev                   SET    1652    -0.019656   -0.0035282     0.044793       0.6696
VIP_DPP6                  SET    1997     -0.07602    -0.014949     0.040224      0.97061
VIP_HS3ST3A1              SET    2157    -0.033812   -0.0068985      0.03968      0.80292
VIP_KIRREL3               SET    2041    -0.040849   -0.0081169     0.040456      0.84368
VIP_PCDH20                SET    1658   -0.0040326  -0.00072512     0.044642      0.53599
