# TOTAL_GENES = 18582
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
Micro                     SET    1575    -0.085415    -0.023791     0.038709      0.98632
Micro_out                 SET    1307      -0.1412    -0.036107     0.041781      0.99964
Oligo_mat                 SET    1519     0.043721     0.011979     0.039188      0.13229
Oligo-1                   SET    1497     0.072031     0.019605     0.038948      0.03221
Oligo-2                   SET    1485     0.062877      0.01705      0.03883     0.052703
Oligo-3                   SET    1562     0.092161     0.025573     0.037804     0.007394
Oligo-4                   SET    1356     0.036973    0.0096166     0.040085      0.17818
Oligo-5                   SET    1187     0.014982    0.0036637     0.042444      0.36206
OPC                       SET    1408     0.019815    0.0052438      0.04015      0.31083
OPC_dev                   SET    1079     0.032226    0.0075369     0.045562      0.23969
OPC_MBP                   SET    1194     -0.01006    -0.002467     0.043454      0.59154
PN_dev                    SET     874    -0.087602    -0.018547      0.05054      0.95847
PV_dev                    SET    1086     0.049294     0.011564     0.046552      0.14483
PV_SCUBE3                 SET     997    -0.070195    -0.015818     0.045904      0.93688
PV_SCUBE3_dev             SET     871    -0.027549   -0.0058232     0.049921      0.70947
PV_SST                    SET     879    -0.098137    -0.020834     0.049029      0.97733
PV_SULF1                  SET    1030     -0.02164   -0.0049518     0.046855       0.6779
PV_SULF1_dev              SET     923    0.0068845    0.0014958     0.048088      0.44308
PV_WFDC2                  SET    1122     0.021096     0.005025     0.044932      0.31936
SST_ADGRG6                SET    1157   0.00043286    0.0001046     0.044064      0.49608
SST_ADGRG6_dev            SET     984    -0.045172    -0.010116     0.048187      0.82572
SST_B3GAT2                SET    1096     0.053495     0.012603     0.046204      0.12349
SST_BRINP3                SET     955    -0.061541    -0.013589     0.047991      0.90013
SST_CALB1                 SET    1075   -0.0034034  -0.00079459      0.04592      0.52954
SST_CALB1_dev             SET    1162     0.035534    0.0086037     0.044177      0.21061
SST_NPY                   SET     772    -0.023451   -0.0046798     0.052069      0.67378
SST_STK32A                SET    1081     0.037297    0.0087305     0.045721      0.20733
SST_TH                    SET     962    -0.072728    -0.016114     0.046595      0.94071
Vas_CLDN5                 SET    1148     -0.13779    -0.033175     0.043836      0.99916
Vas_PDGFRB                SET    1090    -0.075426    -0.017725      0.04518      0.95247
Vas_TBX18                 SET    1235     -0.12682     -0.03159     0.042031      0.99872
VIP_ABI3BP                SET    1017    -0.039492   -0.0089827      0.04614      0.80397
VIP_ADAMTSL1              SET     937    -0.018651   -0.0040813     0.047816      0.65175
VIP_CHRM2                 SET     988     0.025106    0.0056332     0.047549      0.29875
VIP_CRH                   SET     956    0.0013744   0.00030362     0.047926      0.48856
VIP_dev                   SET     676     0.041181    0.0077106     0.055928      0.23078
VIP_DPP6                  SET     863     0.032282    0.0067936     0.049635      0.25773
VIP_HS3ST3A1              SET    1076      0.03732    0.0087169     0.045753      0.20735
VIP_KIRREL3               SET     942     0.023336    0.0051194     0.048861      0.31647
VIP_PCDH20                SET     783      0.01027    0.0020633     0.052876        0.423
