# MEAN_SAMPLE_SIZE = 46350
# TOTAL_GENES = 18883
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
L5-6_THEMIS_dev-2         SET    1266     0.046258     0.011569     0.027279     0.044976
L5-6_THEMIS_NTNG2         SET    1122   -0.0036087  -0.00085313     0.028799      0.54986
L5-6_TLE4_dev             SET     973     0.005379    0.0011892     0.030406      0.42979
L5-6_TLE4_HTR2C           SET    1140     0.038459    0.0091603     0.027987     0.084701
L5-6_TLE4_SCUBE1          SET    1232   -0.0026821  -0.00066238        0.028      0.53816
L5-6_TLE4_SORCS1          SET    1195     0.010929    0.0026609     0.027986      0.34808
LAMP5_CCK                 SET    1134   -0.0078172   -0.0018573     0.028837      0.60684
LAMP5_NDNF                SET    1024    -0.015464   -0.0035021     0.030622      0.69321
LAMP5_NOS1                SET    1068     -0.04245   -0.0098061     0.029662       0.9238
MGE_dev-1                 SET     894   0.00043134   9.1608e-05     0.030141      0.49429
MGE_dev-2                 SET     783     -0.01746    -0.003481      0.03269      0.70336
Micro                     SET    1589   -0.0046973   -0.0013041     0.024706      0.57539
Micro_out                 SET    1320   -0.0066464   -0.0016948     0.026082      0.60057
Oligo_mat                 SET    1531     0.019588    0.0053467     0.024697      0.21386
Oligo-1                   SET    1509    0.0075874    0.0020574     0.024785      0.37975
Oligo-2                   SET    1497    0.0042027    0.0011355     0.024743      0.43256
Oligo-3                   SET    1574     0.014612    0.0040391     0.024267      0.27355
Oligo-4                   SET    1369     0.032258    0.0083652     0.025949      0.10692
Oligo-5                   SET    1199      0.03302    0.0080523       0.0276      0.11578
OPC                       SET    1422    -0.021814   -0.0057565     0.025732       0.8017
OPC_dev                   SET    1093    -0.010557   -0.0024654     0.028322      0.64533
OPC_MBP                   SET    1201     0.009818    0.0023961     0.027601      0.36103
PN_dev                    SET     883   -0.0049109   -0.0010369     0.031585      0.56178
PV_dev                    SET    1103    -0.010837   -0.0025415     0.029463      0.64349
PV_SCUBE3                 SET    1011    0.0069596    0.0015667     0.029745       0.4075
PV_SCUBE3_dev             SET     889    -0.027789   -0.0058862     0.031864      0.80842
PV_SST                    SET     895    -0.016801     -0.00357      0.03172      0.70182
PV_SULF1                  SET    1050   -0.0019518  -0.00044729     0.029491      0.52638
PV_SULF1_dev              SET     940    -0.005452   -0.0011858     0.030922      0.56998
PV_WFDC2                  SET    1135   -0.0026923  -0.00063994     0.028503      0.53763
SST_ADGRG6                SET    1175     0.016588    0.0040071     0.027927      0.27627
SST_ADGRG6_dev            SET    1001    -0.011762   -0.0026355      0.03031      0.65101
SST_B3GAT2                SET    1121   0.00067859   0.00016036     0.028775      0.49059
SST_BRINP3                SET     973     0.026605    0.0058818     0.030203       0.1892
SST_CALB1                 SET    1086   -0.0057209    -0.001332     0.028724      0.57893
SST_CALB1_dev             SET    1175   -0.0022803  -0.00055085     0.028169      0.53226
SST_NPY                   SET     784    -0.019901   -0.0039701     0.033352      0.72464
SST_STK32A                SET    1105    -0.029006   -0.0068085     0.028821      0.84288
SST_TH                    SET     978    -0.052916    -0.011727     0.029751      0.96234
Vas_CLDN5                 SET    1161     -0.04087    -0.009818      0.02794      0.92823
Vas_PDGFRB                SET    1098    -0.047031    -0.011007     0.028771      0.94893
Vas_TBX18                 SET    1244    -0.048707    -0.012083     0.027226      0.96318
VIP_ABI3BP                SET    1041    0.0056379    0.0012868     0.029749      0.42485
VIP_ADAMTSL1              SET     954    -0.063234     -0.01385     0.030354      0.98137
VIP_CHRM2                 SET    1005    -0.018656    -0.004188     0.030191      0.73169
VIP_CRH                   SET     977     0.013206    0.0029252     0.030963      0.33487
VIP_dev                   SET     678     0.018412    0.0034257     0.035099      0.29994
VIP_DPP6                  SET     879    -0.040576   -0.0085485     0.032111      0.89681
VIP_HS3ST3A1              SET    1095    -0.020952   -0.0048972      0.02928      0.76287
VIP_KIRREL3               SET     958    -0.013337   -0.0029269     0.031069      0.66614
VIP_PCDH20                SET     801    0.0059999    0.0012093     0.032721      0.42726
