# TOTAL_GENES = 31264
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
L4_RORB_dev-fetal         SET    1284   -0.0072004   -0.0014289     0.027321      0.60393
L4_RORB_LRRK1             SET     944     0.088858     0.015206      0.03173    0.0025539
L4_RORB_MET               SET    1069     0.075786     0.013772     0.030183    0.0060243
L4_RORB_MME               SET    1108     0.045873    0.0084816     0.030094     0.063718
L5-6_THEMIS_CNR1          SET     844     0.039488       0.0064     0.033465      0.11901
L5-6_THEMIS_dev-1         SET    1310     0.011732    0.0023508     0.027656       0.3357
L5-6_THEMIS_dev-2         SET     996     0.063918     0.011226      0.03177     0.022121
L5-6_THEMIS_NTNG2         SET     769    0.0062466   0.00096757     0.035386      0.42994
L5-6_TLE4_dev             SET    1325     0.024162    0.0048676     0.027185      0.18707
L5-6_TLE4_HTR2C           SET     988     -0.02696   -0.0047164     0.030832      0.80905
L5-6_TLE4_SCUBE1          SET    1045   0.00078781   0.00014161       0.0301      0.48956
L5-6_TLE4_SORCS1          SET    1041     0.052497    0.0094187     0.030231     0.041241
LAMP5_CCK                 SET    1010   -0.0013536  -0.00023933     0.030925      0.51746
LAMP5_NDNF                SET    1091   -0.0046035  -0.00084484     0.029584      0.56183
LAMP5_NOS1                SET    1015     -0.01557   -0.0027595      0.03149       0.6895
MGE_dev-1                 SET    1090    -0.034236   -0.0062802     0.030036      0.87281
MGE_dev-2                 SET    1149     0.014955    0.0028139     0.029154      0.30399
Micro                     SET     617     0.033878    0.0047121     0.039059      0.19288
Micro_out                 SET     461     0.019091    0.0023011     0.044765      0.33489
Oligo_mat                 SET     718     0.030724    0.0046023     0.037323      0.20521
Oligo-1                   SET     706     0.033701    0.0050069     0.036924       0.1807
Oligo-2                   SET     734     0.028403    0.0043006     0.036327      0.21716
Oligo-3                   SET     576     0.024334    0.0032724     0.040508      0.27402
Oligo-4                   SET     615     0.033725    0.0046834     0.040219      0.20087
Oligo-5                   SET     684     0.039499    0.0057783     0.037462      0.14586
OPC                       SET     914     0.026036    0.0043863     0.033437      0.21809
OPC_dev                   SET    1001     0.050194    0.0088366     0.031639     0.056327
OPC_MBP                   SET     834    0.0082917    0.0013361     0.035173      0.40682
PN_dev                    SET    1415     0.020627    0.0042878     0.026468       0.2179
PV_dev                    SET     964     0.049775    0.0086046     0.031673     0.058037
PV_SCUBE3                 SET    1017     0.055523      0.00985     0.030814      0.03579
PV_SCUBE3_dev             SET     909     0.031224    0.0052463     0.032769      0.17034
PV_SST                    SET    1025     0.010455    0.0018618     0.029983      0.36366
PV_SULF1                  SET    1000     -0.02171   -0.0038202     0.030403      0.76241
PV_SULF1_dev              SET     940      0.06094     0.010407     0.032094     0.028803
PV_WFDC2                  SET    1063      0.01442    0.0026134     0.029907      0.31485
SST_ADGRG6                SET     939     0.054752    0.0093454     0.031613     0.041648
SST_ADGRG6_dev            SET    1048    -0.023618   -0.0042511     0.030179      0.78306
SST_B3GAT2                SET     966     0.025323    0.0043819     0.031494      0.21069
SST_BRINP3                SET     932     0.013269    0.0022567     0.031741      0.33795
SST_CALB1                 SET     958     0.048661    0.0083868      0.03197        0.064
SST_CALB1_dev             SET     992    -0.047678   -0.0083572     0.031703      0.93369
SST_NPY                   SET     831     0.036376    0.0058513     0.034066      0.14281
SST_STK32A                SET     956     0.055968    0.0096363      0.03205     0.040388
SST_TH                    SET     849     0.038272    0.0062208     0.033089      0.12371
Vas_CLDN5                 SET     390    -0.031541   -0.0035008     0.049646      0.73739
Vas_PDGFRB                SET     462     0.047509    0.0057325     0.045237      0.14682
Vas_TBX18                 SET     665    0.0096701    0.0013953     0.038797      0.40159
VIP_ABI3BP                SET    1043     0.012804    0.0022993     0.029918      0.33434
VIP_ADAMTSL1              SET    1092    -0.013185   -0.0024207     0.029266      0.67383
VIP_CHRM2                 SET    1170      0.03185    0.0060452     0.029221      0.13787
VIP_CRH                   SET    1143     0.041012    0.0076971      0.02897     0.078444
VIP_dev                   SET     980     0.016242    0.0028302     0.031439      0.30272
VIP_DPP6                  SET    1136     0.066006     0.012351     0.028988     0.011397
VIP_HS3ST3A1              SET    1079     0.017716     0.003234     0.030639      0.28156
VIP_KIRREL3               SET    1100     0.020405    0.0037596     0.030215      0.24973
VIP_PCDH20                SET     877     0.051266    0.0084652     0.031833     0.053656
