# TOTAL_GENES = 50860
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
PV_WFDC2                  SET    2213    -0.012589   -0.0025683     0.019716      0.73844
SST_ADGRG6                SET    2128   -0.0047853  -0.00095815     0.020032       0.5944
SST_ADGRG6_dev            SET    2062    -0.022368   -0.0044117     0.020228      0.86559
SST_B3GAT2                SET    2104    0.0053313    0.0010617     0.020181      0.39582
SST_BRINP3                SET    1918   -0.0042394  -0.00080759       0.0208      0.58075
SST_CALB1                 SET    2052   -0.0046971  -0.00092425     0.020319      0.59141
SST_CALB1_dev             SET    2175    0.0052133    0.0010548     0.020022      0.39729
SST_NPY                   SET    1621   -0.0068027    -0.001195     0.022612      0.61823
SST_STK32A                SET    2072   -0.0063168   -0.0012488     0.020398       0.6216
SST_TH                    SET    1845     -0.04092   -0.0076512     0.021143      0.97352
Vas_CLDN5                 SET    1554    -0.031604   -0.0054393     0.023464      0.91099
Vas_PDGFRB                SET    1561    -0.031051   -0.0053558     0.022894       0.9125
Vas_TBX18                 SET    1914    -0.018584   -0.0035367     0.020707      0.81526
VIP_ABI3BP                SET    2094     0.020975    0.0041676     0.020003      0.14718
VIP_ADAMTSL1              SET    2059   -0.0097285   -0.0019174     0.020016      0.68653
VIP_CHRM2                 SET    2183   -0.0038965  -0.00078975     0.019678      0.57848
VIP_CRH                   SET    2130    -0.014829   -0.0029706     0.020088       0.7698
VIP_dev                   SET    1664    0.0076722    0.0013649     0.022174      0.36467
VIP_DPP6                  SET    2020    -0.021037   -0.0041084     0.020485      0.84777
VIP_HS3ST3A1              SET    2187   -0.0016609  -0.00033693     0.019678      0.53363
VIP_KIRREL3               SET    2065    -0.023707    -0.004679     0.020197      0.87975
VIP_PCDH20                SET    1689    0.0064748    0.0011602     0.022062      0.38458
