# TOTAL_GENES = 50414
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
PV_dev                    SET    2069    -0.016112   -0.0031965     0.020608      0.78284
PV_SCUBE3                 SET    2027    -0.018389   -0.0036124     0.020754       0.8122
PV_SCUBE3_dev             SET    1794    -0.027683   -0.0051284     0.021672      0.89926
PV_SST                    SET    1917    -0.014466   -0.0027668     0.020606      0.75867
PV_SULF1                  SET    2045     0.035882    0.0070787     0.020154     0.037514
PV_SULF1_dev              SET    1881     0.041238    0.0078156      0.02102     0.024895
PV_WFDC2                  SET    2203   -0.0043173  -0.00088256     0.019668      0.58687
SST_ADGRG6                SET    2117    0.0047317   0.00094906     0.020087      0.40689
SST_ADGRG6_dev            SET    2047   -0.0080869   -0.0015961     0.020445      0.65378
SST_B3GAT2                SET    2090    0.0077333    0.0015416      0.02026      0.35134
SST_BRINP3                SET    1909    -0.005319   -0.0010153     0.021107      0.59948
SST_CALB1                 SET    2048    -0.015386   -0.0030374     0.020065      0.77839
SST_CALB1_dev             SET    2166   -0.0018549  -0.00037613     0.020051      0.53685
SST_NPY                   SET    1608    -0.027771   -0.0048801     0.022691       0.8895
SST_STK32A                SET    2059   -0.0050218  -0.00099394     0.020568      0.59645
SST_TH                    SET    1836    -0.026319   -0.0049304      0.02116      0.89322
Vas_CLDN5                 SET    1545    -0.046037   -0.0079348     0.023164      0.97656
Vas_PDGFRB                SET    1562    0.0014492   0.00025111     0.023053      0.47494
Vas_TBX18                 SET    1910    -0.040189    -0.007673     0.021249       0.9707
VIP_ABI3BP                SET    2077    0.0088789    0.0017647     0.020081      0.32919
VIP_ADAMTSL1              SET    2047     0.016902     0.003336     0.020375       0.2034
VIP_CHRM2                 SET    2174    -0.005418   -0.0011006     0.020154      0.60597
VIP_CRH                   SET    2118   -0.0074216   -0.0014889     0.020477      0.64149
VIP_dev                   SET    1665     0.044969    0.0080364     0.021872     0.019894
VIP_DPP6                  SET    2014    0.0015987    0.0003131     0.020626      0.46911
VIP_HS3ST3A1              SET    2173     -0.02075   -0.0042141     0.020109      0.84892
VIP_KIRREL3               SET    2060     0.028916    0.0057245     0.020305     0.077216
VIP_PCDH20                SET    1672     0.024606    0.0044062     0.022276      0.13467
