# TOTAL_GENES = 51163
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
PV_SST                    SET    1973    -0.012512   -0.0024092     0.024137       0.6979
PV_SULF1                  SET    1972     0.016354    0.0031483       0.0244      0.25135
PV_SULF1_dev              SET    1976    -0.015582   -0.0030026     0.024206      0.74013
PV_WFDC2                  SET    1980     0.013702    0.0026429     0.024485      0.28788
SST_ADGRG6                SET    1979      0.01312    0.0025301      0.02468      0.29749
SST_ADGRG6_dev            SET    1979     0.020681     0.003988     0.024337      0.19773
SST_B3GAT2                SET    1984   -0.0080928   -0.0015624      0.02442      0.62983
SST_BRINP3                SET    1978    -0.030508   -0.0058815     0.024687      0.89173
SST_CALB1                 SET    1975     0.005645    0.0010875     0.024478      0.40881
SST_CALB1_dev             SET    1978     0.035703    0.0068831     0.024507     0.072586
SST_NPY                   SET    1984    -0.011162    -0.002155     0.023804      0.68043
SST_STK32A                SET    1982    -0.042705    -0.008241     0.024967       0.9564
SST_TH                    SET    1984    -0.019089   -0.0036855     0.024309      0.78385
Vas_CLDN5                 SET    1988    -0.049052   -0.0094795     0.024692      0.97651
Vas_PDGFRB                SET    1993    -0.046517   -0.0090004     0.024144      0.97298
Vas_TBX18                 SET    1993     -0.12824    -0.024812     0.024456            1
VIP_ABI3BP                SET    1980   -0.0050932  -0.00098237     0.024521      0.58227
VIP_ADAMTSL1              SET    1979   -0.0047038  -0.00090705     0.024443       0.5763
VIP_CHRM2                 SET    1977     0.011126    0.0021444      0.02474      0.32646
VIP_CRH                   SET    1976    -0.021645   -0.0041708     0.024748       0.8091
VIP_dev                   SET    1988      0.02619    0.0050614     0.024331      0.14087
VIP_DPP6                  SET    1975     0.011103    0.0021389     0.024099       0.3225
VIP_HS3ST3A1              SET    1974    -0.018315   -0.0035275     0.024702      0.77079
VIP_KIRREL3               SET    1977     0.027511    0.0053025     0.024717      0.13284
VIP_PCDH20                SET    1978     0.045872    0.0088436     0.024679     0.031534
